Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
7	Spectrogram 1	1	139.151131352	139.441634934	480.4	684.4	86.133	0.0816	559.863	645.996	male.coda
6	Spectrogram 1	1	138.659509905	138.994706346	530.3	702.5	86.133	0.0816	592.163	678.296	male.coda
20	Spectrogram 1	1	314.616034986	314.906538568	580.2	711.6	53.833	0.1361	624.463	678.296	male.coda
5	Spectrogram 1	1	138.145542029	138.547777758	503.1	720.7	53.833	0.0816	624.463	678.296	male.coda
19	Spectrogram 1	1	314.347877833	314.616034986	602.8	747.9	53.833	0.0816	645.996	699.829	male.coda
15	Spectrogram 1	1	255.248774085	255.516931237	589.2	761.5	43.066	0.0816	656.763	699.829	male.coda
25	Spectrogram 1	1	370.178089229	370.602671387	648.1	806.8	53.833	0.1361	710.596	764.429	male.coda
30	Spectrogram 1	1	435.636405139	436.016294438	616.4	824.9	139.966	0.1633	656.763	796.729	male.coda
14	Spectrogram 1	1	254.913577644	255.271120514	657.2	829.4	53.833	0.0816	710.596	764.429	male.coda
44	Spectrogram 1	1	662.503820442	662.839016883	648.1	865.7	107.666	0.1361	710.596	818.262	male.coda
18	Spectrogram 1	1	314.057374251	314.280838545	716.1	865.7	43.066	0.1361	764.429	807.495	male.coda
24	Spectrogram 1	1	369.664121353	370.088703511	616.4	879.3	96.899	0.0816	721.362	818.262	male.coda
42	Spectrogram 1	1	661.609963266	661.989852566	688.9	902.0	96.899	0.2449	753.662	850.562	male.coda
59	Spectrogram 1	1	906.718182293	907.187457310	657.2	911.0	118.433	0.1088	721.362	839.795	male.coda
29	Spectrogram 1	1	435.390594415	435.681097997	725.2	924.6	96.899	0.1361	775.195	872.095	male.coda
23	Spectrogram 1	1	369.127807047	369.507696347	679.9	929.2	86.133	0.1088	742.896	829.028	male.coda
52	Spectrogram 1	1	808.771956137	809.174191866	725.2	938.2	96.899	0.1088	764.429	861.328	male.coda
53	Spectrogram 1	1	809.218884724	809.621120453	670.8	942.8	107.666	0.1088	753.662	861.328	male.coda
35	Spectrogram 1	1	500.344265829	500.724155128	693.5	942.8	107.666	0.1905	742.896	850.562	male.coda
4	Spectrogram 1	1	137.586881294	138.078502741	734.3	951.8	75.366	0.1361	785.962	861.328	male.coda
34	Spectrogram 1	1	499.897337241	500.210187252	698.0	956.4	129.199	0.1905	753.662	882.861	male.coda
38	Spectrogram 1	1	580.831813291	581.167009732	756.9	956.4	96.899	0.1633	807.495	904.395	male.coda
63	Spectrogram 1	1	993.223036087	993.446500381	725.2	960.9	107.666	0.0816	775.195	882.861	male.coda
28	Spectrogram 1	1	434.943665827	435.323555127	734.3	969.9	86.133	0.1905	818.262	904.395	male.coda
33	Spectrogram 1	1	499.606833659	499.807951523	752.4	974.5	129.199	0.1088	796.729	925.928	male.coda
43	Spectrogram 1	1	662.101584713	662.392088295	752.4	974.5	129.199	0.1088	785.962	915.161	male.coda
69	Spectrogram 1	1	1070.234258643	1070.524762225	761.5	1001.7	107.666	0.0544	829.028	936.694	male.coda
51	Spectrogram 1	1	808.414413266	808.749609707	738.8	1001.7	96.899	0.1633	818.262	915.161	male.coda
65	Spectrogram 1	1	994.295664698	994.653207568	716.1	1024.3	150.732	0.0816	764.429	915.161	male.coda
41	Spectrogram 1	1	661.252420396	661.498231120	766.0	1037.9	129.199	0.1361	829.028	958.228	male.coda
13	Spectrogram 1	1	254.176145474	254.757152638	734.3	1037.9	118.433	0.1633	796.729	915.161	male.coda
70	Spectrogram 1	1	1070.614147943	1071.016383672	693.5	1042.5	139.966	0.1088	785.962	925.928	male.coda
64	Spectrogram 1	1	993.692311105	994.027507545	770.5	1056.1	129.199	0.0816	818.262	947.461	male.coda
48	Spectrogram 1	1	735.802230747	736.159773618	779.6	1083.3	139.966	0.1361	839.795	979.761	male.coda
