Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	228.875357918	243.069732608	415.515	1869.817	452.197	9.5238	624.463	1076.660	great.call
2	Spectrogram 1	1	244.250075067	244.673787744	544.127	840.923	75.366	0.1361	678.296	753.662	male.coda
3	Spectrogram 1	1	259.533654855	272.910869382	464.981	1780.778	506.030	9.0340	635.229	1141.260	great.call
10	Spectrogram 1	1	293.670790911	307.281650076	509.500	1573.021	495.264	9.5238	624.463	1119.727	great.call
11	Spectrogram 1	1	308.024838320	308.313748066	598.539	1147.613	258.398	0.1361	721.362	979.761	male.coda
12	Spectrogram 1	1	308.442152398	308.688260701	623.272	1117.933	161.499	0.0544	807.495	968.994	male.coda
13	Spectrogram 1	1	308.773863589	309.030672252	628.219	1048.681	161.499	0.0816	732.129	893.628	male.coda
14	Spectrogram 1	1	309.287480916	309.469387052	539.180	929.962	107.666	0.0544	613.696	721.362	male.coda
15	Spectrogram 1	1	327.690386432	340.780081643	484.767	1454.302	452.197	8.5986	645.996	1098.193	great.call
16	Spectrogram 1	1	341.841893279	342.174810382	638.112	1241.598	333.765	0.1361	753.662	1087.427	male.coda
17	Spectrogram 1	1	342.280738552	342.553125273	638.112	1167.399	204.565	0.1633	785.962	990.527	male.coda
18	Spectrogram 1	1	342.583390464	342.976837950	544.127	989.321	150.732	0.1088	721.362	872.095	male.coda
19	Spectrogram 1	1	343.279489862	343.521611392	598.539	1073.414	193.799	0.0816	710.596	904.395	male.coda
20	Spectrogram 1	1	363.725080268	377.956560370	474.874	1474.089	559.863	11.8095	635.229	1195.093	great.call
21	Spectrogram 1	1	378.691951605	379.070266496	623.272	1310.851	366.064	0.1361	785.962	1152.026	male.coda
22	Spectrogram 1	1	379.191327261	379.554509556	662.845	1286.118	301.465	0.1361	796.729	1098.193	male.coda
23	Spectrogram 1	1	379.675570321	379.826896277	652.952	1246.545	279.932	0.0816	839.795	1119.727	male.coda
24	Spectrogram 1	1	379.963089637	380.174945976	603.486	860.710	86.133	0.1633	689.062	775.195	male.coda
25	Spectrogram 1	1	380.190078572	380.432200102	598.539	929.962	118.433	0.1088	689.062	807.495	male.coda
26	Spectrogram 1	1	416.817113988	431.404936164	504.554	1508.715	656.763	10.8299	645.996	1302.759	great.call
27	Spectrogram 1	1	432.391084275	432.708868783	662.845	1330.637	419.897	0.1905	775.195	1195.093	male.coda
28	Spectrogram 1	1	432.935857717	433.056918482	697.472	1276.225	301.465	0.0816	850.562	1152.026	male.coda
29	Spectrogram 1	1	433.238509629	433.404968181	707.365	1246.545	344.531	0.1361	785.962	1130.493	male.coda
30	Spectrogram 1	1	433.662222307	433.949741624	697.472	1108.040	226.099	0.1361	764.429	990.527	male.coda
31	Spectrogram 1	1	455.939591511	469.422734207	479.821	1394.943	635.229	10.9116	635.229	1270.459	great.call
32	Spectrogram 1	1	470.559085828	470.901497380	682.632	1385.050	419.897	0.1088	861.328	1281.226	male.coda
33	Spectrogram 1	1	471.000853869	471.182445016	727.151	1365.263	312.231	0.0816	839.795	1152.026	male.coda
34	Spectrogram 1	1	471.288373186	471.575892502	727.151	1137.720	193.799	0.1361	829.028	1022.827	male.coda
35	Spectrogram 1	1	471.591025098	471.954207393	717.258	1202.025	269.165	0.1905	807.495	1076.660	male.coda
36	Spectrogram 1	1	472.075268158	472.468715644	672.739	1221.812	301.465	0.1361	807.495	1108.960	male.coda
37	Spectrogram 1	1	496.866409485	510.220459986	514.447	1469.142	581.396	11.1293	635.229	1216.626	great.call
38	Spectrogram 1	1	511.201346462	511.534263566	697.472	1404.836	452.197	0.1905	796.729	1248.926	male.coda
39	Spectrogram 1	1	511.685589522	511.897445861	741.991	1251.492	376.831	0.1633	796.729	1173.560	male.coda
40	Spectrogram 1	1	511.957976243	512.336291134	741.991	1048.681	226.099	0.2177	775.195	1001.294	male.coda
41	Spectrogram 1	1	512.608677855	512.971860150	707.365	1103.093	258.398	0.1633	764.429	1022.827	male.coda
42	Spectrogram 1	1	537.293668987	551.824759197	474.874	1380.103	602.930	11.7279	635.229	1238.159	great.call
43	Spectrogram 1	1	552.731707398	553.064624502	687.578	1409.783	441.431	0.1633	807.495	1248.926	male.coda
44	Spectrogram 1	1	553.155420075	553.397541605	717.258	1221.812	301.465	0.1088	829.028	1130.493	male.coda
45	Spectrogram 1	1	553.503469774	553.866652069	707.365	1028.894	118.433	0.2177	818.262	936.694	male.coda
46	Spectrogram 1	1	554.063375812	554.290364747	672.739	1132.773	226.099	0.0816	829.028	1055.127	male.coda
47	Spectrogram 1	1	578.384999985	592.809086584	499.607	1474.089	549.097	10.2313	656.763	1205.859	great.call
48	Spectrogram 1	1	593.209214391	593.530225221	687.578	1414.730	430.664	0.1088	818.262	1248.926	male.coda
49	Spectrogram 1	1	593.701430996	593.840535689	702.418	1305.904	355.298	0.0816	861.328	1216.626	male.coda
50	Spectrogram 1	1	593.979640382	594.140145796	608.433	1221.812	290.698	0.0816	818.262	1108.960	male.coda
51	Spectrogram 1	1	594.247149406	594.600261319	633.166	979.428	96.899	0.1905	764.429	861.328	male.coda
52	Spectrogram 1	1	594.857069982	595.060376841	643.059	1256.438	355.298	0.0544	785.962	1141.260	male.coda
53	Spectrogram 1	1	626.408867381	641.346571308	509.500	1538.395	592.163	10.8844	645.996	1238.159	great.call
54	Spectrogram 1	1	641.703249458	642.034960648	672.739	1449.356	462.964	0.1361	807.495	1270.459	male.coda
55	Spectrogram 1	1	642.174065341	642.345271116	722.205	1355.370	419.897	0.1088	850.562	1270.459	male.coda
56	Spectrogram 1	1	642.462975087	642.655581585	722.205	1325.691	387.598	0.1088	829.028	1216.626	male.coda
57	Spectrogram 1	1	642.676982307	642.976592414	741.991	1251.492	322.998	0.1361	839.795	1162.793	male.coda
58	Spectrogram 1	1	643.040794580	643.404606853	667.792	949.748	118.433	0.2177	753.662	872.095	male.coda
59	Spectrogram 1	1	667.050134690	682.073441505	489.714	1508.715	570.630	10.6939	635.229	1205.859	great.call
60	Spectrogram 1	1	682.601974106	682.965786380	623.272	1429.569	495.264	0.1633	785.962	1281.226	male.coda
61	Spectrogram 1	1	683.040688906	683.340299014	692.525	1315.797	312.231	0.1088	839.795	1152.026	male.coda
62	Spectrogram 1	1	683.436602263	683.811114897	697.472	1187.186	215.332	0.1905	839.795	1055.127	male.coda
63	Spectrogram 1	1	683.896717785	684.185627531	682.632	1073.414	150.732	0.1905	775.195	925.928	male.coda
64	Spectrogram 1	1	720.784104193	735.012989714	489.714	1533.448	559.863	10.5850	645.996	1205.859	great.call
65	Spectrogram 1	1	736.924463220	737.224073327	603.486	1409.783	419.897	0.1361	796.729	1216.626	male.coda
66	Spectrogram 1	1	737.298975854	737.587885600	623.272	1231.705	322.998	0.1088	796.729	1119.727	male.coda
67	Spectrogram 1	1	737.780492098	738.026600400	638.112	1380.103	366.064	0.1088	839.795	1205.859	male.coda
68	Spectrogram 1	1	738.101502927	738.379712313	628.219	1108.040	204.565	0.1633	796.729	1001.294	male.coda
69	Spectrogram 1	1	738.572318810	739.053835054	613.379	999.215	150.732	0.2721	753.662	904.395	male.coda
70	Spectrogram 1	1	761.640026229	776.278120049	499.607	1474.089	570.630	10.8571	635.229	1205.859	great.call
71	Spectrogram 1	1	776.902955109	777.202565216	652.952	1414.730	484.497	0.1633	785.962	1270.459	male.coda
72	Spectrogram 1	1	777.256067021	777.491474963	648.005	1172.346	290.698	0.1361	796.729	1087.427	male.coda
73	Spectrogram 1	1	777.673381099	777.865987597	667.792	1187.186	258.398	0.0816	796.729	1055.127	male.coda
74	Spectrogram 1	1	777.983691568	778.251200592	633.166	1236.652	322.998	0.1905	796.729	1119.727	male.coda
75	Spectrogram 1	1	778.486608534	778.732716836	677.685	1286.118	398.364	0.0816	807.495	1205.859	male.coda
76	Spectrogram 1	1	778.968124778	779.182131998	648.005	1078.360	247.632	0.0544	710.596	958.228	male.coda
77	Spectrogram 1	1	811.394757687	825.925847896	474.874	1513.662	592.163	11.4558	635.229	1227.393	great.call
78	Spectrogram 1	1	826.594782037	826.937193588	628.219	1414.730	549.097	0.1633	753.662	1302.759	male.coda
79	Spectrogram 1	1	827.044197198	827.247504057	722.205	1315.797	376.831	0.1088	807.495	1184.326	male.coda
80	Spectrogram 1	1	827.322406583	827.675518496	667.792	1078.360	204.565	0.2177	785.962	990.527	male.coda
81	Spectrogram 1	1	827.836023910	828.092832574	692.525	1246.545	355.298	0.1088	764.429	1119.727	male.coda
82	Spectrogram 1	1	828.178435462	828.445944486	672.739	1142.666	301.465	0.1088	742.896	1044.360	male.coda
83	Spectrogram 1	1	862.690341452	876.001590510	534.234	1454.302	549.097	8.8435	656.763	1205.859	great.call
84	Spectrogram 1	1	876.558337570	876.785326504	662.845	1404.836	452.197	0.1361	796.729	1248.926	male.coda
85	Spectrogram 1	1	876.906387269	877.148508799	722.205	1291.064	376.831	0.1633	829.028	1205.859	male.coda
86	Spectrogram 1	1	877.193906586	877.557088881	727.151	1112.987	247.632	0.3265	807.495	1055.127	male.coda
87	Spectrogram 1	1	877.738680028	878.041331940	717.258	1122.880	236.865	0.2177	818.262	1055.127	male.coda
88	Spectrogram 1	1	878.132127514	878.555840191	707.365	984.375	139.966	0.2993	764.429	904.395	male.coda
89	Spectrogram 1	1	906.006050549	919.253097441	494.661	1488.929	592.163	8.2177	678.296	1270.459	great.call
90	Spectrogram 1	1	920.548110531	920.759966870	727.151	1414.730	506.030	0.1633	818.262	1324.292	male.coda
91	Spectrogram 1	1	920.881027635	921.032353591	761.777	1365.263	419.897	0.1088	839.795	1259.692	male.coda
92	Spectrogram 1	1	921.168546952	921.335005504	771.671	1325.691	419.897	0.1361	829.028	1248.926	male.coda
93	Spectrogram 1	1	921.380403290	921.713320394	766.724	1009.108	139.966	0.1633	818.262	958.228	male.coda
94	Spectrogram 1	1	921.713320394	921.985707115	776.617	1246.545	333.765	0.1905	818.262	1152.026	male.coda
95	Spectrogram 1	1	922.106767880	922.591010940	722.205	944.802	118.433	0.3265	775.195	893.628	male.coda
96	Spectrogram 1	1	953.311586561	967.445430869	499.607	1394.943	592.163	11.6463	635.229	1227.393	great.call
97	Spectrogram 1	1	968.339712665	968.642364577	652.952	1365.263	559.863	0.1633	732.129	1291.992	male.coda
98	Spectrogram 1	1	968.748292746	968.899618703	677.685	1365.263	409.131	0.0816	829.028	1238.159	male.coda
99	Spectrogram 1	1	969.005546872	969.247668402	667.792	1365.263	430.664	0.1088	818.262	1248.926	male.coda
100	Spectrogram 1	1	969.308198784	969.565452910	692.525	1093.200	236.865	0.1633	764.429	1001.294	male.coda
101	Spectrogram 1	1	969.701646270	970.049695970	648.005	1048.681	204.565	0.2449	753.662	958.228	male.coda
102	Spectrogram 1	1	1004.426754886	1018.016213330	534.234	1419.676	559.863	10.1769	635.229	1195.093	great.call
103	Spectrogram 1	1	1019.564666300	1019.731124852	712.311	1399.890	409.131	0.1088	861.328	1270.459	male.coda
104	Spectrogram 1	1	1020.003511573	1020.200235316	751.884	1315.797	387.598	0.1088	839.795	1227.393	male.coda
105	Spectrogram 1	1	1020.291030890	1020.578550207	727.151	1152.559	258.398	0.1361	818.262	1076.660	male.coda
106	Spectrogram 1	1	1020.699610971	1021.017395479	697.472	1127.826	215.332	0.1905	850.562	1065.894	male.coda
107	Spectrogram 1	1	1021.123323649	1021.547036326	667.792	979.428	107.666	0.1633	764.429	872.095	male.coda
108	Spectrogram 1	1	1061.027124210	1074.637983376	524.340	1385.050	559.863	10.6667	635.229	1195.093	great.call
109	Spectrogram 1	1	1075.341659274	1075.689708973	643.059	1414.730	495.264	0.1361	785.962	1281.226	male.coda
110	Spectrogram 1	1	1075.780504547	1076.007493481	697.472	1335.584	387.598	0.0816	829.028	1216.626	male.coda
111	Spectrogram 1	1	1076.052891268	1076.370675776	672.739	1098.147	204.565	0.1633	807.495	1012.061	male.coda
112	Spectrogram 1	1	1076.537134328	1076.779255857	687.578	1063.520	183.032	0.1633	807.495	990.527	male.coda
113	Spectrogram 1	1	1076.900316622	1077.112172961	697.472	954.695	96.899	0.1088	785.962	882.861	male.coda
114	Spectrogram 1	1	1077.339161895	1077.611548617	648.005	979.428	150.732	0.1905	732.129	882.861	male.coda
115	Spectrogram 1	1	1118.462121045	1132.179983820	519.394	1335.584	527.563	10.5034	645.996	1173.560	great.call
116	Spectrogram 1	1	1133.271082019	1133.573733931	643.059	1409.783	409.131	0.1361	764.429	1173.560	male.coda
117	Spectrogram 1	1	1133.694794696	1133.891518439	672.739	1340.530	355.298	0.0816	807.495	1162.793	male.coda
118	Spectrogram 1	1	1133.997446608	1134.179037756	682.632	1300.958	344.531	0.0816	807.495	1152.026	male.coda
119	Spectrogram 1	1	1134.254700734	1134.542220051	677.685	1098.147	215.332	0.1905	807.495	1022.827	male.coda
120	Spectrogram 1	1	1134.663280816	1134.996197919	677.685	1083.307	183.032	0.1361	775.195	958.228	male.coda
121	Spectrogram 1	1	1135.313982427	1135.510706170	672.739	1454.302	398.364	0.0816	818.262	1216.626	male.coda
122	Spectrogram 1	1	1167.167569535	1181.163641696	514.447	1394.943	495.264	10.6939	645.996	1141.260	great.call
123	Spectrogram 1	1	1182.506049267	1182.784258652	667.792	1389.997	516.797	0.1361	732.129	1248.926	male.coda
124	Spectrogram 1	1	1182.901962623	1183.158771287	692.525	1177.292	322.998	0.1361	775.195	1098.193	male.coda
125	Spectrogram 1	1	1183.297875979	1183.608186448	682.632	994.268	129.199	0.1905	785.962	915.161	male.coda
126	Spectrogram 1	1	1183.779392224	1184.079002331	687.578	999.215	161.499	0.1633	785.962	947.461	male.coda
127	Spectrogram 1	1	1184.303709912	1184.474915687	638.112	1419.676	441.431	0.0816	818.262	1259.692	male.coda
128	Spectrogram 1	1	1184.581919297	1184.902930126	657.899	984.375	139.966	0.1633	742.896	882.861	male.coda
129	Spectrogram 1	1	1221.821120874	1236.330810362	524.340	1394.943	559.863	10.6939	624.463	1184.326	great.call
130	Spectrogram 1	1	1237.234503628	1237.555514457	648.005	1355.370	462.964	0.1633	764.429	1227.393	male.coda
131	Spectrogram 1	1	1237.651817706	1237.876525287	692.525	1286.118	301.465	0.0816	807.495	1108.960	male.coda
132	Spectrogram 1	1	1237.994229257	1238.154734672	687.578	1335.584	301.465	0.1088	818.262	1119.727	male.coda
133	Spectrogram 1	1	1238.251037921	1238.518546945	682.632	1167.399	226.099	0.1905	829.028	1055.127	male.coda
134	Spectrogram 1	1	1238.625550555	1238.978662467	677.685	1038.787	150.732	0.1905	807.495	958.228	male.coda
135	Spectrogram 1	1	1239.310373658	1239.524380877	687.578	1246.545	322.998	0.1088	829.028	1152.026	male.coda
