Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	98.918762697	111.269089913	535.009	1817.334	785.962	9.8776	678.296	1464.258	great.call
2	Spectrogram 1	1	119.743791433	134.264469038	568.978	1655.982	796.729	11.8912	678.296	1475.024	great.call
3	Spectrogram 1	1	149.251646979	162.273749315	518.025	1672.966	796.729	10.8844	678.296	1475.024	great.call
4	Spectrogram 1	1	165.436243082	166.020879073	535.009	1316.293	344.531	0.3537	710.596	1055.127	male.coda
5	Spectrogram 1	1	166.093958572	166.550705441	560.486	1333.278	376.831	0.2449	710.596	1087.427	male.coda
6	Spectrogram 1	1	184.735873842	195.222781940	535.009	1944.717	613.696	7.5918	678.296	1291.992	great.call
7	Spectrogram 1	1	199.987343799	200.206582296	594.455	1401.215	430.664	0.0816	710.596	1141.260	male.coda
8	Spectrogram 1	1	200.224852170	200.645059289	611.439	1265.340	279.932	0.2449	721.362	1001.294	male.coda
9	Spectrogram 1	1	200.736408663	201.120076032	628.424	1350.262	269.165	0.2177	721.362	990.527	male.coda
10	Spectrogram 1	1	201.229695281	201.558553026	594.455	1307.801	376.831	0.2449	710.596	1087.427	male.coda
11	Spectrogram 1	1	210.885600480	225.647659267	492.548	1774.873	699.829	12.4898	678.296	1378.125	great.call
12	Spectrogram 1	1	229.373204407	229.566985691	560.486	1290.816	344.531	0.0544	710.596	1055.127	male.coda
13	Spectrogram 1	1	229.696173215	230.019142023	619.932	1299.309	183.032	0.2449	732.129	915.161	male.coda
14	Spectrogram 1	1	230.264598317	230.613404629	619.932	1341.770	344.531	0.2993	710.596	1055.127	male.coda
15	Spectrogram 1	1	230.755510905	230.975129694	611.439	1205.894	301.465	0.1088	699.829	1001.294	male.coda
16	Spectrogram 1	1	239.811794205	253.678629130	518.025	1749.396	645.996	9.7415	678.296	1324.292	great.call
17	Spectrogram 1	1	271.222137437	279.845518312	492.548	1723.919	549.097	6.4218	678.296	1227.393	great.call
18	Spectrogram 1	1	283.942053923	284.213347722	551.994	1188.910	333.765	0.0544	710.596	1044.360	male.coda
19	Spectrogram 1	1	284.342535245	284.678422805	611.439	1222.879	226.099	0.2177	732.129	958.228	male.coda
20	Spectrogram 1	1	284.872204090	285.143497888	602.947	1197.402	215.332	0.1633	710.596	925.928	male.coda
21	Spectrogram 1	1	285.414791687	285.750679247	577.471	1171.926	247.632	0.1633	721.362	968.994	male.coda
22	Spectrogram 1	1	304.456700543	319.200489456	484.056	1910.748	689.062	10.5578	689.062	1378.125	great.call
23	Spectrogram 1	1	322.082700093	322.228859091	618.505	1188.971	312.231	0.0816	721.362	1033.594	male.coda
24	Spectrogram 1	1	322.411557838	322.722145709	666.544	1261.029	441.431	0.2721	710.596	1152.026	male.coda
25	Spectrogram 1	1	322.923114331	323.124082953	636.520	1200.980	376.831	0.1361	721.362	1098.193	male.coda
26	Spectrogram 1	1	323.416400949	323.599099696	630.515	1026.838	236.865	0.1633	699.829	936.694	male.coda
27	Spectrogram 1	1	333.329192035	345.460388860	504.412	1741.422	764.429	10.2041	678.296	1442.725	great.call
28	Spectrogram 1	1	348.085279826	348.524517405	648.529	1206.985	301.465	0.3265	710.596	1012.061	male.coda
29	Spectrogram 1	1	348.653704928	349.015429993	660.539	1218.995	387.598	0.2721	721.362	1108.960	male.coda
30	Spectrogram 1	1	349.235048782	349.558017590	636.520	960.784	139.966	0.2449	699.829	839.795	male.coda
31	Spectrogram 1	1	366.199464425	378.787408118	576.471	1801.471	775.195	9.9592	689.062	1464.258	great.call
32	Spectrogram 1	1	382.910309423	383.385326166	636.520	1255.025	366.064	0.3265	710.596	1076.660	male.coda
33	Spectrogram 1	1	383.622834538	383.878612784	642.525	1303.064	355.298	0.1633	742.896	1098.193	male.coda
34	Spectrogram 1	1	384.024771782	384.390169277	654.534	1279.044	441.431	0.2721	710.596	1152.026	male.coda
35	Spectrogram 1	1	399.362054462	413.265429137	504.412	1657.353	785.962	10.5306	689.062	1475.024	great.call
36	Spectrogram 1	1	415.452831016	415.763418887	540.441	990.809	258.398	0.1905	624.463	882.861	male.coda
37	Spectrogram 1	1	415.946117634	416.348054878	630.515	1146.936	366.064	0.2721	710.596	1076.660	male.coda
38	Spectrogram 1	1	434.897214484	447.531754250	534.436	1795.466	785.962	10.0408	678.296	1464.258	great.call
39	Spectrogram 1	1	450.988290180	451.408497298	642.525	1176.961	279.932	0.3537	710.596	990.527	male.coda
40	Spectrogram 1	1	451.554656296	451.901783916	654.534	1345.098	344.531	0.2993	721.362	1065.894	male.coda
41	Spectrogram 1	1	452.139292288	452.504689783	654.534	1237.010	333.765	0.2721	721.362	1055.127	male.coda
42	Spectrogram 1	1	473.452336160	488.283063820	504.412	1717.402	796.729	10.8571	667.529	1464.258	great.call
