Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	30.845371084	43.017034517	482.112	1615.588	775.195	8.1908	602.930	1378.125	great.call
2	Spectrogram 1	1	59.111164483	71.331417391	482.112	1692.521	689.062	8.7713	602.930	1291.992	great.call
3	Spectrogram 1	1	84.841047933	96.283869245	487.241	1574.557	689.062	10.0194	602.930	1291.992	great.call
4	Spectrogram 1	1	98.501642509	98.841768832	641.106	974.482	258.398	0.1916	689.062	947.461	male.coda
5	Spectrogram 1	1	111.143303124	122.634713911	507.756	1538.655	689.062	9.8511	602.930	1291.992	great.call
6	Spectrogram 1	1	124.245118740	124.633834538	666.751	974.482	258.398	0.1800	689.062	947.461	male.coda
7	Spectrogram 1	1	124.803897700	125.265497711	671.879	1056.543	258.398	0.2844	775.195	1033.594	male.coda
8	Spectrogram 1	1	138.584520462	149.177025965	471.854	1564.299	689.062	8.2547	602.930	1291.992	great.call
9	Spectrogram 1	1	150.355906053	150.744621851	646.235	974.482	258.398	0.1916	689.062	947.461	male.coda
10	Spectrogram 1	1	151.036158700	151.497758710	666.751	959.095	258.398	0.2206	689.062	947.461	male.coda
11	Spectrogram 1	1	165.930003860	177.397119910	441.081	1538.655	689.062	9.1719	602.930	1291.992	great.call
12	Spectrogram 1	1	178.448745779	178.764577365	625.720	1015.512	258.398	0.1393	689.062	947.461	male.coda
13	Spectrogram 1	1	179.177587901	179.590598436	682.137	1143.734	344.531	0.1567	775.195	1119.727	male.coda
14	Spectrogram 1	1	193.416920162	205.151278322	492.370	1559.170	689.062	9.3751	602.930	1291.992	great.call
15	Spectrogram 1	1	205.698495238	206.038621561	635.977	907.806	172.266	0.1393	689.062	861.328	male.coda
16	Spectrogram 1	1	206.232979460	206.573105784	641.106	1020.641	258.398	0.1741	689.062	947.461	male.coda
17	Spectrogram 1	1	207.034705794	207.423421593	610.333	1015.512	258.398	0.2090	689.062	947.461	male.coda
18	Spectrogram 1	1	222.537364400	234.563259409	471.854	1559.170	689.062	9.5724	602.930	1291.992	great.call
19	Spectrogram 1	1	235.926380852	236.339391388	656.493	1138.605	258.398	0.2322	775.195	1033.594	male.coda
20	Spectrogram 1	1	236.703812449	237.068233510	646.235	1112.960	344.531	0.2902	689.062	1033.594	male.coda
21	Spectrogram 1	1	254.565951093	265.668646081	497.498	1548.913	689.062	7.6103	602.930	1291.992	great.call
22	Spectrogram 1	1	267.713465672	268.077886733	656.493	1041.157	258.398	0.1800	689.062	947.461	male.coda
23	Spectrogram 1	1	268.223655157	268.636665693	671.879	1061.672	258.398	0.2438	689.062	947.461	male.coda
24	Spectrogram 1	1	286.758820416	297.254146969	461.597	1569.428	689.062	7.2737	602.930	1291.992	great.call
25	Spectrogram 1	1	298.739351607	298.997036211	641.106	1205.280	344.531	0.1277	775.195	1119.727	male.coda
26	Spectrogram 1	1	299.254720814	299.563942338	677.008	1184.764	258.398	0.2148	775.195	1033.594	male.coda
27	Spectrogram 1	1	299.959058730	300.233922307	641.106	1102.703	258.398	0.1451	689.062	947.461	male.coda
28	Spectrogram 1	1	319.221893427	330.027467795	471.854	1487.367	689.062	8.4753	602.930	1291.992	great.call
29	Spectrogram 1	1	332.325806208	332.669385679	651.364	1143.734	258.398	0.1451	775.195	1033.594	male.coda
30	Spectrogram 1	1	333.030144124	333.390902569	646.235	1118.089	172.266	0.1451	775.195	947.461	male.coda
31	Spectrogram 1	1	353.769850527	365.245404864	471.854	1543.784	689.062	7.3723	602.930	1291.992	great.call
32	Spectrogram 1	1	367.047114568	367.373515065	635.977	1205.280	344.531	0.1451	775.195	1119.727	male.coda
33	Spectrogram 1	1	367.734273510	368.060674008	641.106	1102.703	344.531	0.1219	689.062	1033.594	male.coda
34	Spectrogram 1	1	386.378665160	395.620952933	502.627	1507.882	602.930	7.4304	602.930	1205.859	great.call
35	Spectrogram 1	1	396.699063228	396.922389885	656.493	989.868	258.398	0.1161	689.062	947.461	male.coda
36	Spectrogram 1	1	396.991105779	397.300327303	728.297	1118.089	258.398	0.1393	775.195	1033.594	male.coda
37	Spectrogram 1	1	397.746980615	398.124918034	646.235	989.868	258.398	0.2438	689.062	947.461	male.coda
38	Spectrogram 1	1	423.724711942	434.083632997	451.339	1533.526	689.062	8.0109	602.930	1291.992	great.call
39	Spectrogram 1	1	435.557380680	435.815065283	682.137	1230.924	344.531	0.0987	775.195	1119.727	male.coda
40	Spectrogram 1	1	436.055570913	436.381971411	677.008	1133.476	258.398	0.1219	775.195	1033.594	male.coda
41	Spectrogram 1	1	456.744259942	468.374425040	497.498	1518.140	689.062	8.4811	602.930	1291.992	great.call
42	Spectrogram 1	1	470.688900924	470.980943474	620.591	994.997	172.266	0.1451	689.062	861.328	male.coda
43	Spectrogram 1	1	471.118375262	471.324522945	656.493	1061.672	258.398	0.1161	689.062	947.461	male.coda
44	Spectrogram 1	1	489.247918701	500.878083799	492.370	1605.330	689.062	8.4753	602.930	1291.992	great.call
45	Spectrogram 1	1	502.591295608	502.814622264	646.235	1174.507	344.531	0.1393	775.195	1119.727	male.coda
46	Spectrogram 1	1	503.037948920	503.278454550	671.879	1169.378	258.398	0.1393	775.195	1033.594	male.coda
47	Spectrogram 1	1	503.896897598	504.326371937	620.591	1046.285	258.398	0.2322	689.062	947.461	male.coda
48	Spectrogram 1	1	525.600708553	535.873734740	441.081	1430.949	602.930	6.8673	602.930	1205.859	great.call
49	Spectrogram 1	1	537.244929089	537.536971640	630.849	943.708	172.266	0.0929	689.062	861.328	male.coda
50	Spectrogram 1	1	537.760298296	538.017982899	651.364	1225.795	258.398	0.1045	775.195	1033.594	male.coda
51	Spectrogram 1	1	562.792145061	571.415989787	466.725	1518.140	689.062	6.3913	602.930	1291.992	great.call
52	Spectrogram 1	1	572.309296412	572.601338962	661.622	1179.636	344.531	0.0987	775.195	1119.727	male.coda
53	Spectrogram 1	1	573.030813301	573.254139957	682.137	1118.089	258.398	0.1045	775.195	1033.594	male.coda
54	Spectrogram 1	1	573.735151217	574.010014794	651.364	1041.157	258.398	0.1277	689.062	947.461	male.coda
55	Spectrogram 1	1	597.030359641	607.612607353	497.498	1538.655	689.062	8.6610	602.930	1291.992	great.call
56	Spectrogram 1	1	609.258665279	609.550707829	594.947	1230.924	516.797	0.1625	602.930	1119.727	male.coda
