Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	40.162826624	57.940166363	443.326	1396.896	484.497	13.7687	645.996	1130.493	great.call
2	Spectrogram 1	1	59.151704714	59.391291503	602.255	1288.156	484.497	0.1088	710.596	1195.093	male.coda
3	Spectrogram 1	1	59.606919613	59.822547723	677.537	1204.509	301.465	0.0816	775.195	1076.660	male.coda
4	Spectrogram 1	1	59.966299796	60.205886585	644.078	1112.498	366.064	0.1088	689.062	1055.127	male.coda
5	Spectrogram 1	1	60.205886585	60.589225447	577.161	995.393	226.099	0.0816	689.062	915.161	male.coda
6	Spectrogram 1	1	60.756936199	61.092357704	627.349	911.747	139.966	0.0544	656.763	796.729	male.coda
7	Spectrogram 1	1	84.560184588	101.642722639	434.962	1480.543	484.497	13.5782	645.996	1130.493	great.call
8	Spectrogram 1	1	102.033646360	102.440943901	568.796	1263.062	344.531	0.1088	699.829	1044.360	male.coda
9	Spectrogram 1	1	102.512819937	102.752406726	635.713	1338.344	279.932	0.0816	807.495	1087.427	male.coda
10	Spectrogram 1	1	102.872200121	103.063869552	669.172	1304.885	236.865	0.0544	785.962	1022.827	male.coda
11	Spectrogram 1	1	103.159704268	103.471167093	644.078	1145.957	258.398	0.0816	753.662	1012.061	male.coda
12	Spectrogram 1	1	103.806588598	104.070134066	577.161	995.393	183.032	0.0816	689.062	872.095	male.coda
13	Spectrogram 1	1	123.390099529	141.191397947	426.597	1363.438	495.264	13.8503	645.996	1141.260	great.call
14	Spectrogram 1	1	142.372958344	142.732338528	518.608	1229.603	366.064	0.0816	710.596	1076.660	male.coda
15	Spectrogram 1	1	142.756297207	142.995883996	702.630	1329.979	269.165	0.0816	807.495	1076.660	male.coda
16	Spectrogram 1	1	143.019842674	143.355264179	518.608	1304.885	269.165	0.0816	785.962	1055.127	male.coda
17	Spectrogram 1	1	143.527999625	143.738603041	706.977	945.205	172.266	0.0816	710.596	882.861	male.coda
18	Spectrogram 1	1	168.741029203	188.426871295	434.962	1388.532	462.964	13.2789	656.763	1119.727	great.call
19	Spectrogram 1	1	189.126828114	189.347065590	560.431	1087.404	247.632	0.0544	689.062	936.694	male.coda
20	Spectrogram 1	1	189.448713656	189.601185755	677.537	1288.156	236.865	0.0544	818.262	1055.127	male.coda
21	Spectrogram 1	1	189.753657853	189.956953985	627.349	1237.968	247.632	0.0816	785.962	1033.594	male.coda
22	Spectrogram 1	1	190.024719362	190.261898183	644.078	1154.321	269.165	0.0544	764.429	1033.594	male.coda
23	Spectrogram 1	1	190.363546249	190.583783725	543.702	1020.487	215.332	0.0544	710.596	925.928	male.coda
24	Spectrogram 1	1	217.214089755	236.045611365	426.597	1438.720	473.730	15.9456	645.996	1119.727	great.call
25	Spectrogram 1	1	237.343955235	237.655418060	577.161	1246.333	430.664	0.0816	710.596	1141.260	male.coda
26	Spectrogram 1	1	237.727294097	237.942922207	660.807	1271.427	344.531	0.0816	785.962	1130.493	male.coda
27	Spectrogram 1	1	238.134591638	238.326261069	677.537	1154.321	312.231	0.0816	753.662	1065.894	male.coda
28	Spectrogram 1	1	238.470013143	238.829393326	652.443	970.299	129.199	0.0816	753.662	882.861	male.coda
29	Spectrogram 1	1	265.621058510	283.917710369	460.056	1371.802	452.197	14.2857	645.996	1098.193	great.call
30	Spectrogram 1	1	284.597280391	284.908743217	593.890	1288.156	398.364	0.0816	753.662	1152.026	male.coda
31	Spectrogram 1	1	285.004577932	285.244164721	685.901	1346.708	279.932	0.0816	839.795	1119.727	male.coda
32	Spectrogram 1	1	285.316040758	285.651462262	669.172	1196.145	279.932	0.1088	785.962	1065.894	male.coda
33	Spectrogram 1	1	285.795214336	286.130635840	644.078	1079.040	204.565	0.1088	764.429	968.994	male.coda
34	Spectrogram 1	1	319.661228434	336.935435916	443.326	1371.802	441.431	12.6803	645.996	1087.427	great.call
35	Spectrogram 1	1	338.211505900	338.440214048	577.161	1430.355	452.197	0.0816	753.662	1205.859	male.coda
36	Spectrogram 1	1	338.601156819	338.753628918	677.537	1313.250	301.465	0.0816	796.729	1098.193	male.coda
37	Spectrogram 1	1	338.879279440	338.993083165	702.630	1037.216	118.433	0.0272	785.962	904.395	male.coda
38	Spectrogram 1	1	339.029021184	339.106886890	702.630	1037.216	96.899	0.0544	807.495	904.395	male.coda
39	Spectrogram 1	1	339.124855899	339.196731936	727.724	978.664	75.366	0.0272	807.495	882.861	male.coda
40	Spectrogram 1	1	339.208711275	339.310535661	752.818	936.841	53.833	0.0272	796.729	850.562	male.coda
41	Spectrogram 1	1	339.316525330	339.394391037	727.724	895.017	53.833	0.0544	775.195	829.028	male.coda
42	Spectrogram 1	1	369.427030899	388.774046105	449.517	1431.357	473.730	14.3129	635.229	1108.960	great.call
43	Spectrogram 1	1	389.378576890	389.713998394	555.982	1395.869	516.797	0.1361	710.596	1227.393	male.coda
44	Spectrogram 1	1	389.761915752	390.049419899	626.958	1313.063	279.932	0.0816	818.262	1098.193	male.coda
45	Spectrogram 1	1	390.121295935	390.360882724	626.958	1242.087	312.231	0.0816	775.195	1087.427	male.coda
46	Spectrogram 1	1	390.528593476	390.768180265	615.129	1171.111	204.565	0.0816	742.896	947.461	male.coda
47	Spectrogram 1	1	390.911932339	391.391105917	638.788	1052.817	172.266	0.0816	710.596	882.861	male.coda
48	Spectrogram 1	1	422.262278328	442.703271446	487.241	1327.970	387.598	13.6599	645.996	1033.594	great.call
49	Spectrogram 1	1	443.770555442	444.033886785	574.219	1290.303	452.197	0.1361	710.596	1162.793	male.coda
50	Spectrogram 1	1	444.140187222	444.429836922	675.551	1297.059	301.465	0.1088	785.962	1087.427	male.coda
51	Spectrogram 1	1	444.450526187	444.678108094	594.485	1148.437	226.099	0.1088	742.896	968.994	male.coda
52	Spectrogram 1	1	444.740175887	445.050514851	641.774	1134.926	236.865	0.0816	742.896	979.761	male.coda
53	Spectrogram 1	1	445.091893380	445.526367930	587.730	999.816	193.799	0.1088	699.829	893.628	male.coda
