Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
44	Spectrogram 1	1	613.638499711	614.261714532	601.241	918.750	96.899	0.5170	678.296	775.195	male.coda
45	Spectrogram 1	1	614.546225646	614.803640463	662.040	939.017	139.966	0.1633	721.362	861.328	male.coda
46	Spectrogram 1	1	614.844284908	615.237181208	520.175	1013.327	269.165	0.2449	592.163	861.328	male.coda
47	Spectrogram 1	1	660.582482192	672.806546271	486.397	1526.746	592.163	7.6463	678.296	1270.459	great.call
48	Spectrogram 1	1	674.189267476	674.553307001	587.730	1080.882	258.398	0.1633	678.296	936.694	male.coda
49	Spectrogram 1	1	674.610786926	674.859866602	668.796	1128.171	204.565	0.1361	775.195	979.761	male.coda
50	Spectrogram 1	1	674.888034246	675.348671288	641.774	939.017	172.266	0.3265	689.062	861.328	male.coda
51	Spectrogram 1	1	718.059002980	730.794262365	513.419	1594.301	538.330	8.4354	689.062	1227.393	great.call
52	Spectrogram 1	1	732.277989493	732.521856162	601.241	1053.860	226.099	0.1633	656.763	882.861	male.coda
53	Spectrogram 1	1	732.684433942	732.847011721	709.329	1182.215	226.099	0.1088	764.429	990.527	male.coda
54	Spectrogram 1	1	732.874108018	733.104426538	594.485	898.483	139.966	0.1088	667.529	807.495	male.coda
55	Spectrogram 1	1	793.875343029	806.597566459	493.153	1553.768	656.763	9.1429	678.296	1335.059	great.call
56	Spectrogram 1	1	808.627140456	808.857458977	547.197	1060.616	269.165	0.1088	656.763	925.928	male.coda
57	Spectrogram 1	1	809.006488608	809.399384908	641.774	993.061	183.032	0.2721	710.596	893.628	male.coda
58	Spectrogram 1	1	809.643251577	809.873570098	601.241	1107.904	290.698	0.1361	656.763	947.461	male.coda
59	Spectrogram 1	1	856.889749650	869.435334959	526.930	1506.480	559.863	9.3333	678.296	1238.159	great.call
60	Spectrogram 1	1	870.405052670	870.757304525	577.597	1009.949	247.632	0.1361	645.996	893.628	male.coda
61	Spectrogram 1	1	870.797948970	871.380519346	655.285	928.883	193.799	0.3537	699.829	893.628	male.coda
62	Spectrogram 1	1	871.516000829	871.773415646	601.241	1128.171	322.998	0.1088	667.529	990.527	male.coda
63	Spectrogram 1	1	871.868252684	872.139215650	655.285	982.927	150.732	0.2177	721.362	872.095	male.coda
64	Spectrogram 1	1	933.122395116	946.515217672	513.419	1506.480	559.863	9.3605	689.062	1248.926	great.call
65	Spectrogram 1	1	948.230131725	948.460450245	580.974	1155.193	322.998	0.1088	656.763	979.761	male.coda
66	Spectrogram 1	1	948.623028025	948.839798397	695.818	1209.237	236.865	0.1088	785.962	1022.827	male.coda
67	Spectrogram 1	1	948.907539139	949.056568770	641.774	1101.149	215.332	0.1088	699.829	915.161	male.coda
68	Spectrogram 1	1	949.205598401	949.571398405	601.241	979.550	129.199	0.2449	689.062	818.262	male.coda
69	Spectrogram 1	1	1008.070659351	1020.968496515	506.664	1560.524	559.863	9.5238	678.296	1238.159	great.call
70	Spectrogram 1	1	1021.830650874	1022.088065691	567.463	1067.371	226.099	0.1088	656.763	882.861	male.coda
71	Spectrogram 1	1	1022.223547174	1022.345480508	763.373	1087.638	150.732	0.0816	818.262	968.994	male.coda
72	Spectrogram 1	1	1022.480961991	1022.941599033	648.529	851.195	75.366	0.2993	710.596	785.962	male.coda
73	Spectrogram 1	1	1023.171917554	1023.402236074	601.241	1101.149	269.165	0.1088	699.829	968.994	male.coda
74	Spectrogram 1	1	1093.384578809	1106.038549304	506.664	1465.947	549.097	9.4150	689.062	1238.159	great.call
75	Spectrogram 1	1	1107.148929226	1107.417168877	614.752	1175.460	312.231	0.1088	689.062	1001.294	male.coda
76	Spectrogram 1	1	1107.565384264	1107.768606488	763.373	1182.215	226.099	0.1361	796.729	1022.827	male.coda
77	Spectrogram 1	1	1107.714413895	1108.080213899	635.018	898.483	150.732	0.2449	710.596	861.328	male.coda
78	Spectrogram 1	1	1108.188599085	1108.459562051	607.996	1182.215	333.765	0.1633	678.296	1012.061	male.coda
79	Spectrogram 1	1	1187.581158036	1201.589943359	506.664	1459.191	570.630	8.9524	689.062	1259.692	great.call
80	Spectrogram 1	1	1203.357359475	1203.641870589	594.485	1080.882	236.865	0.1361	667.529	904.395	male.coda
81	Spectrogram 1	1	1203.750255775	1203.926381703	722.840	1155.193	193.799	0.1361	796.729	990.527	male.coda
82	Spectrogram 1	1	1204.014088362	1204.176948149	722.840	1033.594	172.266	0.1361	753.662	925.928	male.coda
83	Spectrogram 1	1	1204.282328012	1204.358967912	689.062	1026.838	129.199	0.0544	764.429	893.628	male.coda
84	Spectrogram 1	1	1204.387707875	1204.502667725	689.062	878.217	75.366	0.0816	753.662	829.028	male.coda
85	Spectrogram 1	1	1204.531407688	1204.694267476	641.774	891.728	96.899	0.1361	710.596	807.495	male.coda
86	Spectrogram 1	1	1204.780487363	1204.924187176	641.774	952.528	161.499	0.1088	667.529	829.028	male.coda
87	Spectrogram 1	1	1205.019987051	1205.259486740	648.529	1188.971	215.332	0.1633	710.596	925.928	male.coda
88	Spectrogram 1	1	1205.336126640	1205.566046340	607.996	1148.437	247.632	0.1905	667.529	915.161	male.coda
89	Spectrogram 1	1	1280.419105494	1294.444207227	540.441	1391.636	484.497	9.2245	689.062	1173.560	great.call
90	Spectrogram 1	1	1296.492967699	1296.818687274	587.730	1175.460	344.531	0.1088	667.529	1012.061	male.coda
91	Spectrogram 1	1	1296.895327175	1297.067766950	776.884	1182.215	183.032	0.0816	839.795	1022.827	male.coda
92	Spectrogram 1	1	1297.133943052	1297.269424535	729.596	1033.594	172.266	0.0544	742.896	915.161	male.coda
93	Spectrogram 1	1	1297.418454166	1297.567483797	763.373	993.061	96.899	0.0816	796.729	893.628	male.coda
94	Spectrogram 1	1	1297.499743056	1297.675868983	648.529	891.728	118.433	0.1361	753.662	872.095	male.coda
95	Spectrogram 1	1	1297.702965280	1297.851994911	635.018	851.195	86.133	0.0544	721.362	807.495	male.coda
96	Spectrogram 1	1	1374.176266596	1387.205049627	486.397	1526.746	495.264	8.7347	678.296	1173.560	great.call
97	Spectrogram 1	1	1388.488334815	1388.718254516	614.752	1134.926	258.398	0.1088	689.062	947.461	male.coda
98	Spectrogram 1	1	1388.814054391	1389.178093917	662.040	999.816	193.799	0.2721	699.829	893.628	male.coda
99	Spectrogram 1	1	1389.484653518	1389.676253268	635.018	1047.105	204.565	0.0544	689.062	893.628	male.coda
100	Spectrogram 1	1	1454.328907248	1468.258209106	425.597	1634.835	559.863	9.0068	689.062	1248.926	great.call
101	Spectrogram 1	1	1469.262769117	1469.533732082	594.485	1094.393	258.398	0.1361	678.296	936.694	male.coda
102	Spectrogram 1	1	1469.628569120	1469.804695048	682.307	1195.726	150.732	0.0816	796.729	947.461	male.coda
103	Spectrogram 1	1	1469.926628383	1470.116302458	641.774	999.816	183.032	0.1361	710.596	893.628	male.coda
104	Spectrogram 1	1	1470.400813572	1470.563391352	614.752	979.550	226.099	0.1088	678.296	904.395	male.coda
