Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	5.016972197	23.113907621	492.841	1433.720	549.097	14.7211	613.696	1162.793	great.call
2	Spectrogram 1	1	25.596342336	25.881412118	663.095	1272.426	409.131	0.1088	742.896	1152.026	male.coda
3	Spectrogram 1	1	25.992965032	26.306525795	672.056	1388.916	441.431	0.1088	796.729	1238.159	male.coda
4	Spectrogram 1	1	26.552894965	26.732072543	654.135	1227.623	333.765	0.1088	775.195	1108.960	male.coda
5	Spectrogram 1	1	27.112824898	27.403988463	672.056	1191.780	355.298	0.1088	742.896	1098.193	male.coda
6	Spectrogram 1	1	46.661358265	65.570987119	421.155	1469.563	538.330	14.9116	602.930	1141.260	great.call
7	Spectrogram 1	1	66.649306674	66.985264633	663.095	1263.466	398.364	0.1088	742.896	1141.260	male.coda
8	Spectrogram 1	1	67.097250620	67.410811382	698.938	1362.034	419.897	0.0816	796.729	1216.626	male.coda
9	Spectrogram 1	1	67.612386158	67.881152525	672.056	1281.387	398.364	0.1088	764.429	1162.793	male.coda
10	Spectrogram 1	1	68.060330104	68.329096472	672.056	1281.387	409.131	0.1361	764.429	1173.560	male.coda
11	Spectrogram 1	1	88.249027856	108.092944670	349.469	1397.877	398.364	14.5034	602.930	1001.294	great.call
12	Spectrogram 1	1	109.451707663	109.854857214	654.135	1209.701	322.998	0.1361	710.596	1033.594	male.coda
13	Spectrogram 1	1	110.011637595	110.302801160	689.978	1308.269	419.897	0.1361	775.195	1195.093	male.coda
14	Spectrogram 1	1	110.549170331	110.885128290	618.292	1281.387	366.064	0.1361	764.429	1130.493	male.coda
15	Spectrogram 1	1	111.086703066	111.489852618	672.056	1299.309	387.598	0.1633	764.429	1152.026	male.coda
16	Spectrogram 1	1	139.784299312	155.977472965	394.273	1541.249	462.964	12.3537	613.696	1076.660	great.call
17	Spectrogram 1	1	156.730154400	157.110906754	672.056	1227.623	344.531	0.0816	742.896	1087.427	male.coda
18	Spectrogram 1	1	157.290084332	157.558850700	645.174	1344.112	387.598	0.0816	785.962	1173.560	male.coda
19	Spectrogram 1	1	157.738028278	158.029191843	654.135	1317.230	376.831	0.0816	764.429	1141.260	male.coda
20	Spectrogram 1	1	158.185972225	158.701107763	618.292	1254.505	355.298	0.0544	775.195	1130.493	male.coda
21	Spectrogram 1	1	181.467519052	199.945206830	394.273	1370.995	506.030	14.5306	602.930	1108.960	great.call
22	Spectrogram 1	1	203.586448101	203.877611666	725.821	1344.112	441.431	0.1088	785.962	1227.393	male.coda
23	Spectrogram 1	1	204.034392047	204.258364021	743.742	1308.269	398.364	0.0816	818.262	1216.626	male.coda
24	Spectrogram 1	1	204.549527586	204.818293953	698.938	1254.505	366.064	0.0816	785.962	1152.026	male.coda
