Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
41	Spectrogram 1	1	823.826409553	824.057802873	696.362	1324.785	409.131	0.1088	764.429	1173.560	male.coda
42	Spectrogram 1	1	824.235797735	824.467191055	653.900	1273.832	409.131	0.0816	732.129	1141.260	male.coda
43	Spectrogram 1	1	824.912178209	825.179170501	670.885	1265.340	398.364	0.0544	732.129	1130.493	male.coda
44	Spectrogram 1	1	857.451256286	875.713529081	467.072	1605.028	333.765	10.5578	624.463	958.228	great.call
45	Spectrogram 1	1	877.023198386	877.300093408	704.854	1273.832	419.897	0.1088	742.896	1162.793	male.coda
46	Spectrogram 1	1	877.396389153	877.609982987	687.869	1384.231	398.364	0.1088	796.729	1195.093	male.coda
47	Spectrogram 1	1	877.930373737	878.268563974	645.408	1333.278	419.897	0.1633	753.662	1173.560	male.coda
48	Spectrogram 1	1	878.428759350	878.695751642	662.393	1316.293	419.897	0.1361	742.896	1162.793	male.coda
49	Spectrogram 1	1	927.116670999	948.135520393	441.595	1588.044	516.797	16.8980	624.463	1141.260	great.call
50	Spectrogram 1	1	949.807088211	950.033638683	670.885	1256.848	419.897	0.1088	742.896	1162.793	male.coda
51	Spectrogram 1	1	950.209844607	950.486739628	670.885	1350.262	409.131	0.1088	775.195	1184.326	male.coda
52	Spectrogram 1	1	950.662945552	950.889496024	653.900	1299.309	398.364	0.1088	764.429	1162.793	male.coda
53	Spectrogram 1	1	951.065701947	951.267080145	713.346	1256.848	333.765	0.0816	742.896	1076.660	male.coda
54	Spectrogram 1	1	951.443286068	951.846042464	628.424	968.112	86.133	0.1361	721.362	807.495	male.coda
55	Spectrogram 1	1	981.365883655	1002.547272179	484.056	1545.583	398.364	12.3265	613.696	1012.061	great.call
56	Spectrogram 1	1	1003.243343428	1003.528135206	670.885	1273.832	387.598	0.0816	775.195	1162.793	male.coda
57	Spectrogram 1	1	1003.688330582	1003.955322874	713.346	1282.324	409.131	0.1088	775.195	1184.326	male.coda
58	Spectrogram 1	1	1004.168916708	1004.364711056	653.900	1392.723	473.730	0.1088	785.962	1259.692	male.coda
59	Spectrogram 1	1	1004.649502834	1004.863096668	662.393	1375.739	409.131	0.1088	775.195	1184.326	male.coda
60	Spectrogram 1	1	1045.510110487	1064.733555534	475.564	1486.137	538.330	16.6803	613.696	1152.026	great.call
61	Spectrogram 1	1	1065.970889106	1066.202282426	679.377	1307.801	419.897	0.0816	764.429	1184.326	male.coda
62	Spectrogram 1	1	1066.291279857	1066.540472663	704.854	1392.723	419.897	0.1088	807.495	1227.393	male.coda
63	Spectrogram 1	1	1066.736267011	1066.967660331	687.869	1384.231	462.964	0.1088	785.962	1248.926	male.coda
64	Spectrogram 1	1	1067.127855706	1067.305850568	645.408	1120.972	215.332	0.0816	732.129	947.461	male.coda
65	Spectrogram 1	1	1067.323650054	1067.608441832	577.471	908.667	172.266	0.1905	667.529	839.795	male.coda
