Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	20.890131156	34.431595134	492.187	1455.403	570.630	9.5238	645.996	1216.626	great.call
2	Spectrogram 1	1	35.799722015	36.329417304	667.187	973.437	107.666	0.0816	732.129	839.795	male.coda
3	Spectrogram 1	1	36.533146262	36.899858385	650.781	940.625	107.666	0.0816	710.596	818.262	male.coda
4	Spectrogram 1	1	119.166325558	130.208435059	535.937	1482.031	592.163	8.1361	667.529	1259.692	great.call
5	Spectrogram 1	1	132.571690967	133.101386257	645.312	1017.187	139.966	0.1633	753.662	893.628	male.coda
6	Spectrogram 1	1	133.305115214	133.834810504	683.594	907.812	86.133	0.0816	721.362	807.495	male.coda
7	Spectrogram 1	1	158.425545765	171.790165383	501.745	1645.722	506.030	9.3605	645.996	1152.026	great.call
8	Spectrogram 1	1	218.566401458	231.768037909	525.159	1354.710	549.097	10.2585	635.229	1184.326	great.call
9	Spectrogram 1	1	233.927564859	234.253531191	679.028	919.865	107.666	0.0816	742.896	850.562	male.coda
10	Spectrogram 1	1	256.418209020	268.804929641	520.354	1404.956	592.163	10.3129	635.229	1227.393	great.call
11	Spectrogram 1	1	271.047307517	271.495511223	685.921	1263.042	258.398	0.1088	807.495	1065.894	male.coda
12	Spectrogram 1	1	271.739985972	271.984460721	775.801	1050.169	129.199	0.0816	807.495	936.694	male.coda
13	Spectrogram 1	1	272.247811101	272.535927356	591.975	774.121	64.600	0.0272	645.996	710.596	male.coda
14	Spectrogram 1	1	272.766420360	273.112159866	587.421	746.799	64.600	0.0544	613.696	678.296	male.coda
15	Spectrogram 1	1	295.153880989	309.211179062	496.702	1400.226	581.396	9.6327	645.996	1227.393	great.call
16	Spectrogram 1	1	312.922562211	313.167036960	761.609	1173.162	258.398	0.1361	818.262	1076.660	male.coda
17	Spectrogram 1	1	357.312474439	370.595602473	520.354	1442.800	581.396	8.7891	635.229	1216.626	great.call
18	Spectrogram 1	1	372.753933269	373.141018288	780.531	1348.190	387.598	0.1905	850.562	1238.159	male.coda
19	Spectrogram 1	1	373.365120141	373.589221995	804.184	1281.964	301.465	0.1633	861.328	1162.793	male.coda
20	Spectrogram 1	1	373.796879807	374.200242564	728.584	960.821	150.732	0.1633	753.662	904.395	male.coda
21	Spectrogram 1	1	374.401923942	374.834098324	678.494	901.623	139.966	0.2721	710.596	850.562	male.coda
