Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	187.008320455	197.919828510	462.312	1459.456	602.930	7.5102	581.396	1184.326	great.call
2	Spectrogram 1	1	201.152867934	201.961127790	616.416	1205.638	344.531	0.1270	732.129	1076.660	male.coda
3	Spectrogram 1	1	202.186389312	202.710288169	607.351	1114.988	279.932	0.3447	624.463	904.395	male.coda
4	Spectrogram 1	1	227.991906299	238.231747582	471.377	1541.041	581.396	6.4036	645.996	1227.393	great.call
5	Spectrogram 1	1	271.851685934	282.948816255	435.117	1559.170	581.396	8.7619	602.930	1184.326	great.call
6	Spectrogram 1	1	288.759330844	289.378484038	571.092	1269.092	452.197	0.2177	689.062	1141.260	male.coda
7	Spectrogram 1	1	322.158960382	334.161006909	435.117	1368.807	538.330	7.3469	602.930	1141.260	great.call
8	Spectrogram 1	1	377.408445099	388.267439576	462.312	1396.001	516.797	8.6349	602.930	1119.727	great.call
9	Spectrogram 1	1	434.629108963	445.488103440	407.923	1649.820	452.197	6.8934	602.930	1055.127	great.call
10	Spectrogram 1	1	484.687232285	495.689108269	407.923	1649.820	538.330	8.3084	602.930	1141.260	great.call
11	Spectrogram 1	1	499.023010082	499.308773095	534.832	1015.274	193.799	0.0907	624.463	818.262	male.coda
12	Spectrogram 1	1	499.546908938	500.166062132	562.027	915.559	172.266	0.0726	645.996	818.262	male.coda
13	Spectrogram 1	1	550.898096487	561.899972471	444.182	1640.755	538.330	7.5465	624.463	1162.793	great.call
14	Spectrogram 1	1	565.048636972	565.318056924	598.286	1269.092	366.064	0.0907	732.129	1098.193	male.coda
15	Spectrogram 1	1	565.452766900	565.722186852	552.962	897.430	129.199	0.0907	689.062	818.262	male.coda
16	Spectrogram 1	1	565.823219334	566.193671768	616.416	1142.183	279.932	0.0544	753.662	1033.594	male.coda
17	Spectrogram 1	1	606.366967493	616.773313139	416.987	1423.196	559.863	7.1293	602.930	1162.793	great.call
18	Spectrogram 1	1	619.130737719	619.568545141	589.221	1377.872	387.598	0.0726	861.328	1248.926	male.coda
19	Spectrogram 1	1	619.534867647	620.040030057	543.897	815.845	129.199	0.0726	624.463	753.662	male.coda
