Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	22.529371145	42.511651193	433.103	1554.075	430.664	14.1119	602.930	1033.594	great.call
2	Spectrogram 1	1	43.526770374	43.813777990	747.315	1375.739	516.797	0.1800	775.195	1291.992	male.coda
3	Spectrogram 1	1	43.890849354	44.140627855	789.776	1469.153	602.930	0.1393	861.328	1464.258	male.coda
4	Spectrogram 1	1	44.359184043	44.593351387	789.776	1511.614	516.797	0.1451	861.328	1378.125	male.coda
5	Spectrogram 1	1	44.952407982	45.217797639	721.838	1435.184	516.797	0.1509	775.195	1291.992	male.coda
6	Spectrogram 1	1	75.261554266	87.934044401	441.595	1503.122	344.531	9.8685	602.930	947.461	great.call
7	Spectrogram 1	1	89.191597893	89.456528000	747.315	1231.371	344.531	0.1393	775.195	1119.727	male.coda
8	Spectrogram 1	1	89.500683018	89.743535616	823.745	1477.645	516.797	0.1103	861.328	1378.125	male.coda
9	Spectrogram 1	1	89.898078179	90.096775759	798.268	1409.707	516.797	0.1451	861.328	1378.125	male.coda
10	Spectrogram 1	1	90.339628358	90.560403447	772.791	1443.676	516.797	0.1335	775.195	1291.992	male.coda
11	Spectrogram 1	1	90.803256046	91.090263662	747.315	1375.739	430.664	0.1800	775.195	1205.859	male.coda
12	Spectrogram 1	1	101.427660551	122.971056228	416.118	1256.848	344.531	13.9958	602.930	947.461	great.call
13	Spectrogram 1	1	124.378129516	124.753447168	708.578	1188.971	344.531	0.1451	775.195	1119.727	male.coda
14	Spectrogram 1	1	124.863834713	125.128764820	792.647	1507.230	516.797	0.1567	861.328	1378.125	male.coda
15	Spectrogram 1	1	125.194997347	125.504082472	792.647	1501.225	516.797	0.1625	861.328	1378.125	male.coda
16	Spectrogram 1	1	125.658625035	125.945632651	780.637	1363.113	430.664	0.1219	861.328	1291.992	male.coda
17	Spectrogram 1	1	156.201955509	173.047094834	450.368	1519.240	430.664	13.7636	602.930	1033.594	great.call
18	Spectrogram 1	1	173.777582302	174.027360803	738.603	1237.010	172.266	0.0929	775.195	947.461	male.coda
19	Spectrogram 1	1	174.183472366	174.386417398	750.613	1399.142	516.797	0.1103	775.195	1291.992	male.coda
20	Spectrogram 1	1	174.542528960	174.761085148	792.647	1453.186	430.664	0.1045	861.328	1291.992	male.coda
21	Spectrogram 1	1	174.979641336	175.213808681	762.623	1465.196	516.797	0.1103	775.195	1291.992	male.coda
22	Spectrogram 1	1	214.224022370	233.519411541	462.377	1393.137	430.664	13.2063	602.930	1033.594	great.call
23	Spectrogram 1	1	234.118915694	234.538388364	702.574	1297.059	344.531	0.0871	775.195	1119.727	male.coda
24	Spectrogram 1	1	234.600419627	234.834586971	774.632	1495.221	258.398	0.0697	861.328	1119.727	male.coda
25	Spectrogram 1	1	234.990698534	235.162421253	768.627	1483.211	516.797	0.0697	861.328	1378.125	male.coda
26	Spectrogram 1	1	235.349755128	235.552700160	744.608	1495.221	516.797	0.0871	861.328	1378.125	male.coda
27	Spectrogram 1	1	261.839922614	282.228092726	450.368	1441.176	430.664	14.7156	602.930	1033.594	great.call
28	Spectrogram 1	1	283.008773230	283.428245900	738.603	1212.990	172.266	0.0697	775.195	947.461	male.coda
29	Spectrogram 1	1	283.472400917	283.781486043	768.627	1531.250	602.930	0.1161	775.195	1378.125	male.coda
30	Spectrogram 1	1	283.891873587	284.223036222	774.632	1441.176	516.797	0.0987	775.195	1291.992	male.coda
31	Spectrogram 1	1	284.510043838	284.929516508	744.608	1417.157	344.531	0.0871	775.195	1119.727	male.coda
32	Spectrogram 1	1	343.235737091	361.188566821	456.373	1339.093	430.664	13.2180	602.930	1033.594	great.call
33	Spectrogram 1	1	361.613420303	361.816365335	738.603	1273.039	430.664	0.0987	775.195	1205.859	male.coda
34	Spectrogram 1	1	361.925643429	362.144199617	810.662	1453.186	430.664	0.1103	861.328	1291.992	male.coda
35	Spectrogram 1	1	362.300311180	362.456422743	750.613	1531.250	602.930	0.1045	861.328	1464.258	male.coda
36	Spectrogram 1	1	362.674978931	362.831090494	756.618	1513.235	516.797	0.0987	861.328	1378.125	male.coda
37	Spectrogram 1	1	363.018424369	363.158924776	744.608	1321.078	344.531	0.0697	861.328	1205.859	male.coda
38	Spectrogram 1	1	400.805200051	418.974989914	450.368	1339.093	430.664	13.0961	602.930	1033.594	great.call
39	Spectrogram 1	1	420.018213602	420.236769790	702.574	1357.108	344.531	0.0813	775.195	1119.727	male.coda
40	Spectrogram 1	1	420.346047884	420.533381760	804.657	1489.216	344.531	0.1103	861.328	1205.859	male.coda
41	Spectrogram 1	1	420.720715635	420.908049511	720.588	1501.225	344.531	0.1103	861.328	1205.859	male.coda
42	Spectrogram 1	1	421.157828011	421.345161887	732.598	1471.201	344.531	0.1161	861.328	1205.859	male.coda
43	Spectrogram 1	1	422.094497389	422.328664733	666.544	1279.044	344.531	0.1277	775.195	1119.727	male.coda
