Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	12.710203231	23.275886576	535.279	1619.561	602.930	8.6803	678.296	1281.226	great.call
2	Spectrogram 1	1	24.743811282	25.136101505	549.004	953.894	258.398	0.1361	656.763	915.161	male.coda
3	Spectrogram 1	1	25.251187451	25.547071267	603.904	926.444	161.499	0.1633	699.829	861.328	male.coda
4	Spectrogram 1	1	25.768984128	26.027882467	610.767	960.756	193.799	0.1361	667.529	861.328	male.coda
5	Spectrogram 1	1	26.231302590	26.527186405	597.042	981.344	139.966	0.1361	689.062	829.028	male.coda
6	Spectrogram 1	1	26.804577482	27.026490344	555.866	898.994	172.266	0.1361	645.996	818.262	male.coda
7	Spectrogram 1	1	70.322558925	82.509273575	500.966	1523.485	570.630	10.0952	699.829	1270.459	great.call
8	Spectrogram 1	1	83.678375604	84.011244896	597.042	1098.007	226.099	0.1088	699.829	925.928	male.coda
9	Spectrogram 1	1	84.159186804	84.362606927	624.492	1022.519	107.666	0.1088	764.429	872.095	male.coda
10	Spectrogram 1	1	84.529041573	84.769447173	597.042	1036.244	150.732	0.1361	742.896	893.628	male.coda
11	Spectrogram 1	1	84.806432650	85.065330989	590.179	1029.382	161.499	0.1361	710.596	872.095	male.coda
12	Spectrogram 1	1	85.268751112	85.601620404	617.629	1036.244	172.266	0.1361	721.362	893.628	male.coda
13	Spectrogram 1	1	126.077208196	139.558414539	507.828	1509.760	581.396	10.1224	678.296	1259.692	great.call
14	Spectrogram 1	1	140.705584783	141.056946814	549.004	995.069	204.565	0.1088	689.062	893.628	male.coda
15	Spectrogram 1	1	141.186395983	141.389816106	617.629	1029.382	118.433	0.0816	764.429	882.861	male.coda
16	Spectrogram 1	1	141.547004383	141.768917245	610.767	1036.244	150.732	0.0816	732.129	882.861	male.coda
17	Spectrogram 1	1	141.879873676	142.092540168	638.217	1056.832	150.732	0.1088	732.129	882.861	male.coda
18	Spectrogram 1	1	142.148018383	142.360684876	631.354	1070.557	183.032	0.0816	699.829	882.861	male.coda
19	Spectrogram 1	1	190.663282016	201.830477036	528.416	1619.561	592.163	9.3605	678.296	1270.459	great.call
20	Spectrogram 1	1	203.346435714	203.697797745	576.454	1049.970	290.698	0.1633	656.763	947.461	male.coda
21	Spectrogram 1	1	203.827246914	204.049159776	645.079	974.482	118.433	0.1088	764.429	882.861	male.coda
22	Spectrogram 1	1	204.197101683	204.492985499	658.804	1029.382	183.032	0.1633	732.129	915.161	male.coda
23	Spectrogram 1	1	204.622434668	204.992289437	603.904	947.031	139.966	0.1633	667.529	807.495	male.coda
24	Spectrogram 1	1	262.626319776	274.332223225	473.516	1571.523	506.030	8.8435	689.062	1195.093	great.call
25	Spectrogram 1	1	276.152686867	276.485556160	549.004	1001.932	236.865	0.2177	635.229	872.095	male.coda
26	Spectrogram 1	1	276.615005329	276.910889144	658.804	974.482	118.433	0.1633	732.129	850.562	male.coda
27	Spectrogram 1	1	277.077323791	277.317729391	651.942	995.069	172.266	0.1633	721.362	893.628	male.coda
28	Spectrogram 1	1	277.558134991	277.835526068	638.217	981.344	204.565	0.1633	678.296	882.861	male.coda
