Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	5.744034162	22.781423627	465.845	1698.393	689.062	12.4227	602.930	1291.992	great.call
2	Spectrogram 1	1	24.943323825	25.218689622	572.601	1009.331	258.398	0.1219	602.930	861.328	male.coda
3	Spectrogram 1	1	25.287531071	25.803841941	650.242	1009.331	258.398	0.1509	689.062	947.461	male.coda
4	Spectrogram 1	1	45.966180207	60.216360208	446.435	1873.085	689.062	9.2009	602.930	1291.992	great.call
5	Spectrogram 1	1	61.627609919	62.040658614	543.486	951.100	258.398	0.1103	602.930	861.328	male.coda
6	Spectrogram 1	1	62.453707310	62.901176730	592.011	1028.741	258.398	0.1509	689.062	947.461	male.coda
7	Spectrogram 1	1	82.660952402	97.186498200	397.909	1659.573	602.930	10.0600	602.930	1205.859	great.call
8	Spectrogram 1	1	98.769851534	99.079638056	572.601	863.754	172.266	0.0755	602.930	775.195	male.coda
9	Spectrogram 1	1	99.320583128	99.871314722	592.011	999.626	172.266	0.0639	689.062	861.328	male.coda
10	Spectrogram 1	1	123.391687898	137.917233696	378.499	1814.855	602.930	10.6696	602.930	1205.859	great.call
11	Spectrogram 1	1	139.554231172	139.967279868	533.781	1086.972	344.531	0.1393	602.930	947.461	male.coda
12	Spectrogram 1	1	140.173804215	140.621273636	601.717	1019.036	258.398	0.1451	689.062	947.461	male.coda
13	Spectrogram 1	1	163.399586975	176.376200164	485.255	1620.753	602.930	9.7117	602.930	1205.859	great.call
14	Spectrogram 1	1	177.993974222	178.338181469	572.601	1028.741	258.398	0.1219	602.930	861.328	male.coda
15	Spectrogram 1	1	178.475864367	178.888913063	582.306	1009.331	258.398	0.1103	689.062	947.461	male.coda
16	Spectrogram 1	1	202.126929507	216.618054581	436.730	1795.445	602.930	10.0659	602.930	1205.859	great.call
17	Spectrogram 1	1	219.113823190	219.561292610	582.306	980.216	258.398	0.0813	602.930	861.328	male.coda
18	Spectrogram 1	1	219.871079132	220.284127827	621.127	980.216	172.266	0.0522	689.062	861.328	male.coda
19	Spectrogram 1	1	246.272307076	259.421023888	475.550	1620.753	516.797	9.3460	602.930	1119.727	great.call
20	Spectrogram 1	1	262.140261135	262.656572005	572.601	912.280	172.266	0.1219	602.930	775.195	male.coda
21	Spectrogram 1	1	292.479432956	305.180680348	494.960	1756.624	602.930	9.6073	602.930	1205.859	great.call
22	Spectrogram 1	1	307.693393247	308.175283392	592.011	844.344	172.266	0.0639	602.930	775.195	male.coda
23	Spectrogram 1	1	333.177495311	347.943986181	465.845	1484.881	602.930	10.2110	602.930	1205.859	great.call
24	Spectrogram 1	1	349.956117062	350.300324308	611.422	1067.562	258.398	0.1161	689.062	947.461	male.coda
25	Spectrogram 1	1	350.403586482	350.851055902	650.242	1145.202	258.398	0.1335	775.195	1033.594	male.coda
26	Spectrogram 1	1	410.293216479	424.233609959	465.845	1591.637	516.797	10.9424	689.062	1205.859	great.call
27	Spectrogram 1	1	425.729429970	426.108057941	601.717	1106.382	258.398	0.0639	689.062	947.461	male.coda
28	Spectrogram 1	1	426.142478665	426.521106636	572.601	1135.497	258.398	0.0697	775.195	1033.594	male.coda
29	Spectrogram 1	1	456.295565595	470.201538350	465.845	1591.637	602.930	9.8975	602.930	1205.859	great.call
30	Spectrogram 1	1	472.043313191	472.490782611	543.486	1106.382	344.531	0.1103	689.062	1033.594	male.coda
31	Spectrogram 1	1	472.697306959	473.110355654	621.127	1125.792	344.531	0.0929	689.062	1033.594	male.coda
32	Spectrogram 1	1	522.386168778	535.638147765	446.435	1688.688	430.664	7.9935	602.930	1033.594	great.call
33	Spectrogram 1	1	537.349107692	537.665516354	533.781	1096.677	344.531	0.1451	689.062	1033.594	male.coda
34	Spectrogram 1	1	537.811551120	538.152298910	669.652	1174.318	258.398	0.1567	775.195	1033.594	male.coda
35	Spectrogram 1	1	538.249655421	538.663420594	669.652	1125.792	344.531	0.1567	689.062	1033.594	male.coda
36	Spectrogram 1	1	578.869091072	591.306385381	446.435	1591.637	516.797	8.3708	602.930	1119.727	great.call
37	Spectrogram 1	1	592.964625821	593.329712738	553.191	1077.267	344.531	0.1219	602.930	947.461	male.coda
38	Spectrogram 1	1	593.424883813	593.700249610	679.357	1164.613	258.398	0.1103	775.195	1033.594	male.coda
39	Spectrogram 1	1	593.855142871	594.113298306	708.473	1048.151	258.398	0.1103	775.195	1033.594	male.coda
40	Spectrogram 1	1	642.842102430	655.741840167	475.550	1678.983	430.664	8.0922	602.930	1033.594	great.call
41	Spectrogram 1	1	657.701200428	658.041948217	543.486	1057.857	258.398	0.0813	689.062	947.461	male.coda
42	Spectrogram 1	1	658.163643856	658.407035134	650.242	1154.908	344.531	0.0871	689.062	1033.594	male.coda
43	Spectrogram 1	1	658.577409029	658.845139435	611.422	1145.202	344.531	0.0871	689.062	1033.594	male.coda
44	Spectrogram 1	1	691.825024098	705.333240031	465.845	1455.766	430.664	8.9107	602.930	1033.594	great.call
45	Spectrogram 1	1	707.523883298	707.888970215	533.781	931.690	258.398	0.0639	602.930	861.328	male.coda
46	Spectrogram 1	1	708.035004982	708.302735388	601.717	1125.792	258.398	0.0755	775.195	1033.594	male.coda
47	Spectrogram 1	1	708.473109282	708.765178816	611.422	1116.087	258.398	0.0871	775.195	1033.594	male.coda
48	Spectrogram 1	1	747.355293619	761.033883447	397.909	1698.393	516.797	8.1270	602.930	1119.727	great.call
49	Spectrogram 1	1	762.619106503	762.959854292	572.601	1106.382	430.664	0.1335	602.930	1033.594	male.coda
50	Spectrogram 1	1	763.154567314	763.397958592	582.306	1106.382	258.398	0.1045	689.062	947.461	male.coda
51	Spectrogram 1	1	763.714367254	764.006436788	572.601	1009.331	258.398	0.1103	689.062	947.461	male.coda
52	Spectrogram 1	1	792.051471518	805.243278789	436.730	1717.804	602.930	8.5566	602.930	1205.859	great.call
53	Spectrogram 1	1	807.144910506	807.436980040	572.601	1096.677	258.398	0.0987	689.062	947.461	male.coda
54	Spectrogram 1	1	807.534336551	807.875084341	659.947	1164.613	258.398	0.0871	775.195	1033.594	male.coda
55	Spectrogram 1	1	808.191493002	808.580919047	582.306	1106.382	258.398	0.0755	689.062	947.461	male.coda
56	Spectrogram 1	1	843.778722326	856.581103552	378.499	1688.688	516.797	9.3286	602.930	1119.727	great.call
57	Spectrogram 1	1	857.843802574	858.233228619	543.486	1135.497	430.664	0.1277	602.930	1033.594	male.coda
58	Spectrogram 1	1	858.330585130	858.646993792	630.832	1125.792	344.531	0.1277	689.062	1033.594	male.coda
59	Spectrogram 1	1	858.914724198	859.279811115	621.127	1106.382	344.531	0.1103	689.062	1033.594	male.coda
60	Spectrogram 1	1	899.594946605	912.640719109	475.550	1523.702	430.664	8.1676	602.930	1033.594	great.call
61	Spectrogram 1	1	913.587009470	913.927757259	514.371	1154.908	258.398	0.0755	689.062	947.461	male.coda
62	Spectrogram 1	1	914.122470282	914.341522432	572.601	1174.318	258.398	0.0755	775.195	1033.594	male.coda
63	Spectrogram 1	1	914.633591966	914.925661499	601.717	1154.908	258.398	0.0639	689.062	947.461	male.coda
64	Spectrogram 1	1	964.295074894	976.586334436	456.140	1805.150	516.797	8.5624	602.930	1119.727	great.call
65	Spectrogram 1	1	977.794239831	978.061970237	650.242	1116.087	258.398	0.0813	689.062	947.461	male.coda
66	Spectrogram 1	1	978.159326748	978.451396282	621.127	1125.792	258.398	0.0755	775.195	1033.594	male.coda
67	Spectrogram 1	1	978.573091921	978.938178838	592.011	1038.446	258.398	0.0813	689.062	947.461	male.coda
68	Spectrogram 1	1	1017.531351626	1031.477671859	465.845	1863.380	516.797	9.6885	602.930	1119.727	great.call
69	Spectrogram 1	1	1033.733502322	1034.060499206	543.486	1213.138	344.531	0.0813	689.062	1033.594	male.coda
70	Spectrogram 1	1	1034.146551018	1034.370285728	562.896	1213.138	258.398	0.0697	775.195	1033.594	male.coda
71	Spectrogram 1	1	1034.594020438	1034.903806960	562.896	1154.908	344.531	0.0639	689.062	1033.594	male.coda
72	Spectrogram 1	1	1089.174245519	1103.290939647	485.255	1436.356	430.664	8.7133	602.930	1033.594	great.call
