Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
20	Spectrogram 1	1	686.119934720	686.557171074	762.095	1315.967	387.598	0.1361	829.028	1216.626	male.coda
21	Spectrogram 1	1	687.256749241	687.584676507	766.259	1328.460	322.998	0.0544	872.095	1195.093	male.coda
22	Spectrogram 1	1	714.351905038	728.452777466	537.214	1382.598	473.730	9.0340	689.062	1162.793	great.call
23	Spectrogram 1	1	731.152878691	731.446592843	662.148	1336.789	398.364	0.1088	807.495	1205.859	male.coda
24	Spectrogram 1	1	731.786682913	732.095855704	803.739	1357.611	355.298	0.0544	882.861	1238.159	male.coda
25	Spectrogram 1	1	732.312276658	732.590532170	849.548	1395.091	333.765	0.0544	958.228	1291.992	male.coda
26	Spectrogram 1	1	732.745118566	733.023374078	912.015	1470.051	344.531	0.1633	1044.360	1388.892	male.coda
27	Spectrogram 1	1	997.360649292	1011.483383537	528.885	1378.433	506.030	11.4558	667.529	1173.560	great.call
28	Spectrogram 1	1	1012.962184206	1013.508729649	620.503	1224.349	387.598	0.2721	732.129	1119.727	male.coda
29	Spectrogram 1	1	1014.055275092	1014.601820535	782.917	1420.078	452.197	0.2721	872.095	1324.292	male.coda
30	Spectrogram 1	1	1015.279536884	1015.782358692	749.601	1407.584	462.964	0.2721	861.328	1324.292	male.coda
31	Spectrogram 1	1	1016.328904135	1016.897311395	749.601	1365.940	419.897	0.2721	850.562	1270.459	male.coda
32	Spectrogram 1	1	1041.571007662	1054.884854652	549.708	1328.460	527.563	10.6395	667.529	1195.093	great.call
33	Spectrogram 1	1	1056.699385523	1057.049174606	691.299	1382.598	527.563	0.2449	775.195	1302.759	male.coda
34	Spectrogram 1	1	1057.923647315	1058.382745487	762.095	1365.940	441.431	0.1905	850.562	1291.992	male.coda
35	Spectrogram 1	1	1085.849552465	1099.513188538	545.543	1395.091	527.563	9.8776	667.529	1195.093	great.call
36	Spectrogram 1	1	1101.896126669	1102.224053935	641.325	1395.091	409.131	0.1633	893.628	1302.759	male.coda
37	Spectrogram 1	1	1102.595704836	1103.011079373	803.739	1411.749	419.897	0.1905	882.861	1302.759	male.coda
38	Spectrogram 1	1	1127.840409343	1140.957499973	528.885	1403.420	484.497	9.6599	667.529	1152.026	great.call
39	Spectrogram 1	1	1142.914659653	1143.439343279	682.970	1453.393	473.730	0.2177	850.562	1324.292	male.coda
40	Spectrogram 1	1	1145.057117790	1145.428768691	787.081	1474.216	527.563	0.1905	861.328	1388.892	male.coda
41	Spectrogram 1	1	1174.627861225	1187.897984580	524.721	1478.380	516.797	9.9320	656.763	1173.560	great.call
42	Spectrogram 1	1	1189.614664265	1190.161209708	657.983	1399.256	506.030	0.2177	807.495	1313.525	male.coda
43	Spectrogram 1	1	1191.443254018	1191.967937643	774.588	1361.775	430.664	0.1905	861.328	1291.992	male.coda
44	Spectrogram 1	1	1233.183226986	1246.431488523	533.050	1399.256	527.563	10.1769	656.763	1184.326	great.call
45	Spectrogram 1	1	1247.645346401	1248.148168209	657.983	1378.433	462.964	0.1633	818.262	1281.226	male.coda
46	Spectrogram 1	1	1248.344924568	1248.672851834	874.535	1482.545	355.298	0.0816	1044.360	1399.658	male.coda
47	Spectrogram 1	1	1248.672851834	1249.219397277	749.601	1128.566	193.799	0.2449	882.861	1076.660	male.coda
48	Spectrogram 1	1	1287.398494936	1300.974683739	570.530	1440.900	506.030	10.8027	667.529	1173.560	great.call
49	Spectrogram 1	1	1302.278589866	1302.628378949	745.437	1453.393	516.797	0.1905	829.028	1345.825	male.coda
50	Spectrogram 1	1	1302.868858944	1303.109338939	807.903	1395.091	398.364	0.1361	915.161	1313.525	male.coda
51	Spectrogram 1	1	1303.240509845	1303.568437111	724.614	1178.540	269.165	0.1905	829.028	1098.193	male.coda
52	Spectrogram 1	1	1303.787055288	1304.246153460	778.752	1386.762	376.831	0.1633	861.328	1238.159	male.coda
53	Spectrogram 1	1	1336.826024806	1350.314766337	541.379	1457.558	538.330	10.8299	678.296	1216.626	great.call
54	Spectrogram 1	1	1351.421916105	1351.727981553	703.792	1461.722	549.097	0.1361	839.795	1388.892	male.coda
55	Spectrogram 1	1	1351.881014277	1352.361974267	791.246	1195.197	226.099	0.2449	882.861	1108.960	male.coda
56	Spectrogram 1	1	1352.471283355	1352.995966981	757.930	1170.211	226.099	0.2177	872.095	1098.193	male.coda
57	Spectrogram 1	1	1385.143803929	1399.266538174	537.214	1440.900	527.563	10.8299	667.529	1195.093	great.call
58	Spectrogram 1	1	1400.769801639	1401.010281634	720.450	1436.736	570.630	0.1633	785.962	1356.592	male.coda
59	Spectrogram 1	1	1401.272623447	1401.513103442	845.384	1440.900	441.431	0.1361	904.395	1345.825	male.coda
60	Spectrogram 1	1	1401.556827077	1402.147096156	745.437	1049.442	150.732	0.1905	839.795	990.527	male.coda
61	Spectrogram 1	1	1472.741574532	1486.645690601	512.227	1436.736	506.030	9.9320	667.529	1173.560	great.call
62	Spectrogram 1	1	1489.668877392	1490.237284653	712.121	1424.242	495.264	0.2449	839.795	1335.059	male.coda
63	Spectrogram 1	1	1490.455902830	1490.783830096	832.890	1307.638	333.765	0.2177	925.928	1259.692	male.coda
64	Spectrogram 1	1	1490.827553731	1491.286651903	716.286	957.824	107.666	0.2721	796.729	904.395	male.coda
65	Spectrogram 1	1	1491.570855533	1492.095539159	774.588	1253.500	312.231	0.2721	850.562	1162.793	male.coda
66	Spectrogram 1	1	1559.265515963	1572.666810224	553.872	1474.216	506.030	9.6599	667.529	1173.560	great.call
67	Spectrogram 1	1	1577.116217124	1577.466006208	757.930	1353.447	452.197	0.1361	839.795	1291.992	male.coda
68	Spectrogram 1	1	1577.640900749	1577.946966197	816.232	1228.513	312.231	0.1633	872.095	1184.326	male.coda
69	Spectrogram 1	1	1578.012551651	1578.427926187	741.272	1074.428	161.499	0.1905	850.562	1012.061	male.coda
70	Spectrogram 1	1	1578.559097094	1579.083780719	770.423	1091.086	183.032	0.2449	839.795	1022.827	male.coda
71	Spectrogram 1	1	1625.557364218	1638.893073025	545.543	1420.078	516.797	9.8776	678.296	1195.093	great.call
72	Spectrogram 1	1	1640.762785435	1641.134436336	695.463	1470.051	462.964	0.1633	925.928	1388.892	male.coda
73	Spectrogram 1	1	1641.265607242	1641.615396326	828.726	1232.677	247.632	0.2177	925.928	1173.560	male.coda
74	Spectrogram 1	1	1641.768429050	1642.227527222	749.601	1141.060	226.099	0.2721	850.562	1076.660	male.coda
75	Spectrogram 1	1	1696.003545906	1710.155483222	512.185	1443.430	506.030	11.4014	667.529	1173.560	great.call
76	Spectrogram 1	1	1711.763781423	1712.047985054	692.191	1450.121	506.030	0.1361	839.795	1345.825	male.coda
77	Spectrogram 1	1	1712.266603231	1712.572668679	839.137	1318.644	322.998	0.1633	904.395	1227.393	male.coda
78	Spectrogram 1	1	1712.747563221	1713.141075940	723.127	1032.486	118.433	0.1633	839.795	958.228	male.coda
79	Spectrogram 1	1	1713.447141388	1713.884377742	773.398	1287.708	301.465	0.1088	861.328	1162.793	male.coda
80	Spectrogram 1	1	1771.773485057	1785.393397495	525.911	1450.121	506.030	9.7143	678.296	1184.326	great.call
81	Spectrogram 1	1	1787.639962763	1788.142784570	754.063	1438.520	527.563	0.2449	829.028	1356.592	male.coda
82	Spectrogram 1	1	1788.361402748	1788.601882743	831.403	1380.516	366.064	0.1633	915.161	1281.226	male.coda
83	Spectrogram 1	1	1788.864224555	1789.148428185	831.403	1411.451	419.897	0.1905	915.161	1335.059	male.coda
84	Spectrogram 1	1	1789.301460910	1789.673111811	800.467	1357.314	419.897	0.2449	850.562	1270.459	male.coda
85	Spectrogram 1	1	1837.889385459	1851.399988809	568.448	1415.318	506.030	9.2517	689.062	1195.093	great.call
86	Spectrogram 1	1	1853.090658030	1853.440447113	726.994	1442.387	527.563	0.1361	829.028	1356.592	male.coda
87	Spectrogram 1	1	1853.659065291	1853.877683468	812.068	1384.382	398.364	0.1088	904.395	1302.759	male.coda
88	Spectrogram 1	1	1854.118163463	1854.402367093	835.270	1384.382	398.364	0.1361	915.161	1313.525	male.coda
89	Spectrogram 1	1	1854.424228911	1854.752156176	692.191	1156.230	236.865	0.2449	818.262	1055.127	male.coda
90	Spectrogram 1	1	1854.817741630	1855.298701619	684.457	1051.821	150.732	0.2177	829.028	979.761	male.coda
