Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	55.863655442	70.399662319	525.488	1410.171	613.696	10.2313	689.062	1302.759	great.call
2	Spectrogram 1	1	112.329800117	126.364565378	545.444	1623.027	581.396	10.9932	678.296	1259.692	great.call
3	Spectrogram 1	1	162.928935574	176.892094889	572.051	1496.644	592.163	10.6939	689.062	1281.226	great.call
4	Spectrogram 1	1	212.109265509	225.571183208	565.399	1516.599	592.163	9.9864	678.296	1270.459	great.call
5	Spectrogram 1	1	255.538450758	269.358398183	565.399	1410.171	538.330	10.6667	678.296	1216.626	great.call
6	Spectrogram 1	1	307.292277174	320.324559202	572.051	1450.082	581.396	10.1497	667.529	1248.926	great.call
7	Spectrogram 1	1	350.744131493	364.707290809	545.444	1350.305	495.264	10.5034	678.296	1173.560	great.call
8	Spectrogram 1	1	391.671786058	405.849763209	552.095	1496.644	527.563	9.5238	678.296	1205.859	great.call
9	Spectrogram 1	1	442.109717952	455.500029706	545.444	1496.644	559.863	10.7483	678.296	1238.159	great.call
10	Spectrogram 1	1	493.308327736	506.841851380	525.488	1443.430	527.563	11.5918	667.529	1195.093	great.call
11	Spectrogram 1	1	510.135724860	511.066602147	665.175	1004.414	161.499	0.0816	732.129	893.628	male.coda
12	Spectrogram 1	1	541.862195837	555.968567042	552.095	1450.082	527.563	10.5578	689.062	1216.626	great.call
13	Spectrogram 1	1	584.093364143	597.997480211	508.063	1315.967	506.030	9.3605	689.062	1195.093	great.call
14	Spectrogram 1	1	600.642760155	601.036272874	645.490	991.139	150.732	0.0816	732.129	882.861	male.coda
15	Spectrogram 1	1	628.180354543	641.603510621	553.872	1457.558	484.497	10.3129	667.529	1152.026	great.call
16	Spectrogram 1	1	645.233626352	645.780171795	720.450	1128.566	193.799	0.0816	775.195	968.994	male.coda
17	Spectrogram 1	1	646.129960878	646.610920868	695.463	1236.842	290.698	0.0544	818.262	1108.960	male.coda
18	Spectrogram 1	1	646.807677227	647.266775399	787.081	1299.309	269.165	0.0544	904.395	1173.560	male.coda
19	Spectrogram 1	1	669.942189609	684.196094761	524.721	1395.091	506.030	9.4966	678.296	1184.326	great.call
