Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	21.140307024	32.661044861	552.582	1424.728	452.197	8.4626	656.763	1108.960	great.call
2	Spectrogram 1	1	34.787922489	35.198767961	632.473	1291.576	462.964	0.1633	710.596	1173.560	male.coda
3	Spectrogram 1	1	35.337521212	35.583338735	732.337	1331.522	419.897	0.1088	796.729	1216.626	male.coda
4	Spectrogram 1	1	35.739768068	36.074973782	672.418	1138.451	258.398	0.1361	742.896	1001.294	male.coda
5	Spectrogram 1	1	68.586765128	80.073147592	512.636	1391.440	452.197	8.6259	689.062	1141.260	great.call
6	Spectrogram 1	1	81.107506593	81.330977069	625.815	1231.658	333.765	0.0544	785.962	1119.727	male.coda
7	Spectrogram 1	1	81.465059355	81.733223926	692.391	1225.000	290.698	0.1088	807.495	1098.193	male.coda
8	Spectrogram 1	1	81.912000306	82.247206020	665.761	1178.397	301.465	0.0816	785.962	1087.427	male.coda
9	Spectrogram 1	1	82.604758782	82.850576305	659.103	1078.533	236.865	0.0816	732.129	968.994	male.coda
10	Spectrogram 1	1	111.944598827	123.833228147	512.636	1404.755	473.730	8.4626	656.763	1130.493	great.call
11	Spectrogram 1	1	124.913610408	125.159427932	599.185	1205.027	387.598	0.1361	699.829	1087.427	male.coda
12	Spectrogram 1	1	125.293510218	125.606368884	672.418	1251.630	322.998	0.1633	785.962	1108.960	male.coda
13	Spectrogram 1	1	125.628715931	126.098003931	692.391	945.380	139.966	0.1905	764.429	904.395	male.coda
14	Spectrogram 1	1	126.254433264	126.567291930	665.761	1031.929	204.565	0.1905	732.129	936.694	male.coda
15	Spectrogram 1	1	167.899520642	179.430597200	499.321	1284.918	398.364	8.3265	667.529	1065.894	great.call
16	Spectrogram 1	1	180.733120773	181.068326487	632.473	1138.451	344.531	0.1633	699.829	1044.360	male.coda
17	Spectrogram 1	1	181.113020582	181.425879248	692.391	1171.739	312.231	0.1633	775.195	1087.427	male.coda
18	Spectrogram 1	1	181.537614486	182.073943628	612.500	925.408	107.666	0.2721	732.129	839.795	male.coda
19	Spectrogram 1	1	182.319761152	182.565578675	585.870	1131.793	333.765	0.1633	689.062	1022.827	male.coda
20	Spectrogram 1	1	213.652476379	224.334365129	499.321	1398.098	409.131	7.3469	656.763	1065.894	great.call
21	Spectrogram 1	1	225.544841730	225.947088587	585.870	1278.261	506.030	0.1905	699.829	1205.859	male.coda
22	Spectrogram 1	1	225.991782682	226.349335443	679.076	1051.902	215.332	0.1633	785.962	1001.294	male.coda
23	Spectrogram 1	1	226.461070681	226.885664586	632.473	978.668	129.199	0.1905	764.429	893.628	male.coda
24	Spectrogram 1	1	265.875441245	277.786417613	552.582	1458.016	419.897	9.6054	667.529	1087.427	great.call
25	Spectrogram 1	1	278.538240888	278.940487744	639.130	1264.946	452.197	0.1633	732.129	1184.326	male.coda
26	Spectrogram 1	1	279.029875935	279.275693458	725.679	1218.342	344.531	0.1633	775.195	1119.727	male.coda
27	Spectrogram 1	1	279.432122792	279.744981458	645.788	1085.190	236.865	0.1905	753.662	990.527	male.coda
28	Spectrogram 1	1	330.195882837	341.637571205	492.663	1384.783	419.897	7.3741	667.529	1087.427	great.call
29	Spectrogram 1	1	342.428817764	342.729050993	592.527	1284.918	441.431	0.1905	732.129	1173.560	male.coda
30	Spectrogram 1	1	342.823861486	343.092491218	692.391	1165.082	269.165	0.1633	785.962	1055.127	male.coda
31	Spectrogram 1	1	343.266310455	343.661354178	639.130	1058.560	183.032	0.2177	764.429	947.461	male.coda
32	Spectrogram 1	1	343.929983909	344.261820636	639.130	1125.136	269.165	0.1361	732.129	1001.294	male.coda
33	Spectrogram 1	1	386.193436687	397.728713379	512.636	1497.962	495.264	8.1905	667.529	1162.793	great.call
34	Spectrogram 1	1	399.351983605	399.541604592	632.473	1231.658	355.298	0.1088	764.429	1119.727	male.coda
35	Spectrogram 1	1	399.668018583	399.999855310	725.679	1198.370	247.632	0.1633	839.795	1087.427	male.coda
