Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
36	Spectrogram 1	1	400.047260556	400.489709525	652.446	905.435	118.433	0.2993	742.896	861.328	male.coda
37	Spectrogram 1	1	400.774141005	401.042770737	645.788	1151.766	333.765	0.1633	710.596	1044.360	male.coda
38	Spectrogram 1	1	439.878681067	451.729992737	531.963	1365.216	419.897	9.1973	656.763	1076.660	great.call
39	Spectrogram 1	1	452.594300236	452.847128218	630.824	1275.771	473.730	0.1361	710.596	1184.326	male.coda
40	Spectrogram 1	1	452.970126471	453.227117519	706.146	1200.448	279.932	0.1633	796.729	1076.660	male.coda
41	Spectrogram 1	1	453.338852757	453.618190852	626.116	969.774	161.499	0.1905	764.429	925.928	male.coda
42	Spectrogram 1	1	453.718752566	454.199214089	621.409	847.375	96.899	0.2721	721.362	818.262	male.coda
43	Spectrogram 1	1	505.693443577	517.718574485	531.963	1233.402	441.431	9.2789	656.763	1098.193	great.call
44	Spectrogram 1	1	581.269377425	593.926578289	522.548	1393.462	376.831	9.3061	656.763	1033.594	great.call
45	Spectrogram 1	1	595.012589052	595.360227528	640.239	1336.970	495.264	0.2177	699.829	1195.093	male.coda
46	Spectrogram 1	1	595.427879755	595.595482612	720.269	1242.817	344.531	0.1088	818.262	1162.793	male.coda
47	Spectrogram 1	1	595.785432517	596.087117659	668.485	1153.372	247.632	0.2177	796.729	1044.360	male.coda
48	Spectrogram 1	1	596.165332326	596.433496897	659.070	1068.634	236.865	0.1633	742.896	979.761	male.coda
49	Spectrogram 1	1	646.463792158	658.777015382	555.502	1322.847	409.131	9.4966	678.296	1087.427	great.call
50	Spectrogram 1	1	659.373590208	659.658021688	611.993	1205.156	387.598	0.1633	721.362	1108.960	male.coda
51	Spectrogram 1	1	659.800237428	660.053065410	729.684	1289.893	355.298	0.1633	829.028	1184.326	male.coda
52	Spectrogram 1	1	660.179479401	660.400703886	715.561	1247.525	333.765	0.1633	796.729	1130.493	male.coda
53	Spectrogram 1	1	660.606126621	660.843152855	673.193	1247.525	355.298	0.1361	775.195	1130.493	male.coda
54	Spectrogram 1	1	707.782487243	718.843711468	527.256	1360.508	387.598	7.6735	656.763	1044.360	great.call
55	Spectrogram 1	1	719.484420424	719.786105567	621.409	1271.063	462.964	0.1361	721.362	1184.326	male.coda
56	Spectrogram 1	1	719.886667281	720.132484804	687.315	1294.601	376.831	0.1361	796.729	1173.560	male.coda
57	Spectrogram 1	1	720.210699471	720.422996423	673.193	1205.156	269.165	0.1361	785.962	1055.127	male.coda
58	Spectrogram 1	1	720.579425756	721.048713756	663.777	885.036	107.666	0.1905	732.129	839.795	male.coda
59	Spectrogram 1	1	773.058052088	785.237193027	574.332	1285.186	430.664	8.9252	667.529	1098.193	great.call
60	Spectrogram 1	1	786.044092724	786.329148981	583.747	1238.109	430.664	0.1088	732.129	1162.793	male.coda
61	Spectrogram 1	1	786.487166470	786.819003197	696.731	1200.448	258.398	0.1088	850.562	1108.960	male.coda
62	Spectrogram 1	1	786.929615439	787.229848668	663.777	1242.817	312.231	0.0816	818.262	1130.493	male.coda
63	Spectrogram 1	1	787.624892391	787.925125620	663.777	1247.525	376.831	0.1361	775.195	1152.026	male.coda
64	Spectrogram 1	1	833.288982960	846.987723136	531.963	1304.016	387.598	9.7143	656.763	1044.360	great.call
65	Spectrogram 1	1	848.072805479	848.341435211	611.993	1261.648	430.664	0.1088	742.896	1173.560	male.coda
66	Spectrogram 1	1	848.457848520	848.625451377	677.900	1261.648	322.998	0.0816	796.729	1119.727	male.coda
67	Spectrogram 1	1	848.826574806	849.061218805	687.315	1134.541	236.865	0.1088	807.495	1044.360	male.coda
68	Spectrogram 1	1	849.318209853	849.597547948	630.824	1176.910	279.932	0.1088	764.429	1044.360	male.coda
