Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
1	Spectrogram 1	1	156.893893703	172.891718904	417.428	1252.283	473.730	12.1905	624.463	1098.193	great.call
2	Spectrogram 1	1	175.607345891	176.009806902	755.053	988.321	129.199	0.1905	807.495	936.694	male.coda
3	Spectrogram 1	1	175.808576396	176.462575540	595.448	761.192	129.199	0.5442	613.696	742.896	male.coda
4	Spectrogram 1	1	199.168681098	212.802047857	454.259	1516.244	516.797	10.5034	624.463	1141.260	great.call
5	Spectrogram 1	1	213.809597647	214.272044876	730.498	1086.540	107.666	0.1905	861.328	968.994	male.coda
6	Spectrogram 1	1	214.449909195	214.912356424	718.221	1025.153	172.266	0.2449	785.962	958.228	male.coda
7	Spectrogram 1	1	242.876331105	256.643029390	454.259	1503.967	495.264	10.7483	635.229	1130.493	great.call
8	Spectrogram 1	1	256.820893709	257.318913802	755.053	1068.124	139.966	0.1633	850.562	990.527	male.coda
9	Spectrogram 1	1	257.461205257	257.781361031	748.914	1006.737	150.732	0.1633	796.729	947.461	male.coda
10	Spectrogram 1	1	257.994798214	258.386099716	724.360	988.321	161.499	0.1905	796.729	958.228	male.coda
11	Spectrogram 1	1	258.386099716	259.168702719	724.360	1006.737	161.499	0.4898	796.729	958.228	male.coda
12	Spectrogram 1	1	287.891513439	302.760970501	417.428	1405.749	506.030	10.9388	635.229	1141.260	great.call
13	Spectrogram 1	1	303.158054274	303.459900033	742.776	1141.787	204.565	0.2177	818.262	1022.827	male.coda
14	Spectrogram 1	1	303.937822484	304.239668242	755.053	1135.649	172.266	0.1361	818.262	990.527	male.coda
15	Spectrogram 1	1	304.491206374	304.767898319	724.360	1135.649	226.099	0.1361	796.729	1022.827	male.coda
16	Spectrogram 1	1	304.818205946	305.245820770	669.112	1043.569	193.799	0.2993	753.662	947.461	male.coda
17	Spectrogram 1	1	305.346436023	305.673435595	644.557	933.073	183.032	0.2449	710.596	893.628	male.coda
18	Spectrogram 1	1	333.248928802	347.762679023	527.923	1368.917	495.264	12.0816	635.229	1130.493	great.call
19	Spectrogram 1	1	348.046568962	348.373568534	804.162	1123.371	193.799	0.1088	861.328	1055.127	male.coda
20	Spectrogram 1	1	348.524491413	348.851490985	798.023	1123.371	215.332	0.2177	839.795	1055.127	male.coda
21	Spectrogram 1	1	349.103029117	349.455182502	785.746	1111.094	183.032	0.1633	861.328	1044.360	male.coda
22	Spectrogram 1	1	349.606105381	349.907951140	785.746	1055.846	236.865	0.1905	796.729	1033.594	male.coda
23	Spectrogram 1	1	350.234950711	350.561950283	705.944	1074.262	269.165	0.2177	753.662	1022.827	male.coda
24	Spectrogram 1	1	350.888949855	351.241103240	705.944	982.183	204.565	0.2721	742.896	947.461	male.coda
25	Spectrogram 1	1	390.793368828	406.267564575	376.147	1387.853	452.197	12.3810	635.229	1087.427	great.call
26	Spectrogram 1	1	406.595132579	406.947285963	752.294	1141.412	247.632	0.1905	818.262	1065.894	male.coda
27	Spectrogram 1	1	406.997593590	407.324593162	771.750	1018.191	139.966	0.2177	796.729	936.694	male.coda
28	Spectrogram 1	1	407.349746975	407.727054173	719.868	1128.441	226.099	0.1905	796.729	1022.827	male.coda
29	Spectrogram 1	1	407.827669426	408.028899931	642.044	1011.706	150.732	0.1088	732.129	882.861	male.coda
30	Spectrogram 1	1	408.129515184	408.531976196	693.926	1011.706	118.433	0.1905	732.129	850.562	male.coda
31	Spectrogram 1	1	408.557130009	408.984744833	667.985	907.941	139.966	0.1905	721.362	861.328	male.coda
32	Spectrogram 1	1	446.362743388	460.951955049	382.632	1335.971	462.964	12.1633	635.229	1098.193	great.call
33	Spectrogram 1	1	461.087914322	461.414913894	817.147	1108.985	161.499	0.1905	861.328	1022.827	male.coda
34	Spectrogram 1	1	461.496299007	461.691949757	752.294	1121.956	226.099	0.1633	807.495	1033.594	male.coda
35	Spectrogram 1	1	461.869814076	462.189969850	693.926	1037.647	161.499	0.2177	785.962	947.461	male.coda
36	Spectrogram 1	1	462.332261306	462.510125624	667.985	1044.132	161.499	0.1088	764.429	925.928	male.coda
37	Spectrogram 1	1	498.238032697	513.556704941	479.912	1517.559	538.330	12.3810	624.463	1162.793	great.call
38	Spectrogram 1	1	513.768125154	514.069970913	758.779	1121.956	183.032	0.1905	829.028	1012.061	male.coda
39	Spectrogram 1	1	514.120278539	514.497585737	765.265	1108.985	193.799	0.2721	818.262	1012.061	male.coda
40	Spectrogram 1	1	514.573047177	514.975508188	674.471	1018.191	172.266	0.3265	764.429	936.694	male.coda
41	Spectrogram 1	1	515.176738694	515.428276826	700.412	1050.618	183.032	0.1633	796.729	979.761	male.coda
42	Spectrogram 1	1	515.453430639	515.931353090	680.956	966.309	161.499	0.3537	742.896	904.395	male.coda
43	Spectrogram 1	1	551.042516497	567.744648468	434.515	1465.676	484.497	12.6259	635.229	1119.727	great.call
44	Spectrogram 1	1	568.052195605	568.379195177	784.721	1083.044	96.899	0.1361	882.861	979.761	male.coda
45	Spectrogram 1	1	568.479810430	568.831963815	791.206	1089.529	172.266	0.2449	818.262	990.527	male.coda
46	Spectrogram 1	1	568.882271441	569.209271013	700.412	1037.647	172.266	0.2177	796.729	968.994	male.coda
47	Spectrogram 1	1	569.335040079	569.611732024	706.897	998.735	161.499	0.1633	753.662	915.161	male.coda
48	Spectrogram 1	1	569.762654903	570.114808288	661.500	946.853	139.966	0.1905	732.129	872.095	male.coda
49	Spectrogram 1	1	597.492063711	614.948810078	473.426	1284.088	484.497	12.1088	645.996	1130.493	great.call
50	Spectrogram 1	1	615.811237720	616.138237292	797.691	998.735	96.899	0.1905	839.795	936.694	male.coda
51	Spectrogram 1	1	616.264006358	616.691621183	719.868	1005.221	150.732	0.2449	775.195	925.928	male.coda
52	Spectrogram 1	1	616.741928809	617.144389820	655.015	1018.191	204.565	0.1905	721.362	925.928	male.coda
53	Spectrogram 1	1	617.245005073	617.647466085	642.044	920.912	129.199	0.2721	721.362	850.562	male.coda
54	Spectrogram 1	1	618.024773283	618.301465228	667.985	1005.221	193.799	0.1361	764.429	958.228	male.coda
55	Spectrogram 1	1	618.351772854	618.829695305	655.015	953.338	150.732	0.2993	710.596	861.328	male.coda
56	Spectrogram 1	1	658.313132875	674.487034768	473.426	1258.147	452.197	12.0000	635.229	1087.427	great.call
