Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq Contour  5% (Hz)	Freq Contour 95% (Hz)	Call type
1	Spectrogram 1	1	52.746380256	63.550993005	490.0	1329.1	516.797	8.7891	570.630;570.630;559.863;538.330;538.330;559.863;549.097;549.097;516.797;516.797;527.563;527.563;549.097;559.863;559.863;559.863;559.863;559.863;559.863;570.630;559.863;570.630;570.630;570.630;581.396;581.396;570.630;570.630;581.396;592.163;581.396;602.930;570.630;570.630;602.930;592.163;581.396;570.630;570.630;581.396;570.630;592.163;602.930;559.863;538.330;559.863;538.330;559.863;570.630;570.630;570.630;581.396;570.630;570.630;570.630;570.630;570.630;570.630;581.396;581.396;592.163;592.163;592.163;602.930;602.930;602.930;602.930;613.696;613.696;592.163;592.163;592.163;581.396;592.163;570.630;570.630;581.396;581.396;592.163;559.863;559.863;570.630;570.630;581.396;581.396;592.163;592.163;592.163;602.930;592.163;602.930;602.930;602.930;602.930;592.163;602.930;613.696;613.696;592.163;570.630;602.930;581.396;602.930;602.930;602.930;592.163;570.630;570.630;559.863;570.630;570.630;581.396;581.396;592.163;602.930;602.930;602.930;602.930;613.696;602.930;613.696;613.696;602.930;602.930;592.163;581.396;581.396;570.630;592.163;581.396;570.630;559.863;570.630;570.630;592.163;602.930;602.930;592.163;613.696;624.463;645.996;624.463;592.163;602.930;592.163;592.163;581.396;602.930;602.930;559.863;559.863;570.630;570.630;592.163;624.463;602.930;624.463;667.529;645.996;581.396;602.930;592.163;581.396;602.930;613.696;592.163;570.630;570.630;602.930;635.229;624.463;678.296;721.362;635.229;592.163;613.696;602.930;602.930;613.696;570.630;602.930;645.996;667.529;829.028;635.229;624.463;624.463;592.163;656.763;570.630;581.396;613.696;656.763;689.062;624.463;602.930;592.163;635.229;656.763;570.630;624.463;656.763;785.962;710.596;678.296;645.996;613.696;645.996;635.229;678.296;807.495;624.463;656.763;602.930;581.396;581.396;656.763;775.195;667.529;667.529;613.696;721.362;602.930;689.062;785.962;678.296;624.463;602.930;592.163;656.763;678.296;699.829;689.062;602.930;613.696;656.763;775.195;699.829;656.763;645.996;592.163;645.996;796.729;699.829;645.996;689.062;624.463;656.763;861.328;807.495;656.763;689.062;624.463;689.062;850.562;656.763;645.996;645.996;624.463;764.429;839.795;689.062;667.529;613.696;667.529;872.095;818.262;656.763;656.763;635.229;764.429;958.228;689.062;742.896;592.163;710.596;839.795;764.429;742.896;645.996;678.296;829.028;721.362;678.296;689.062;635.229;785.962;775.195;796.729;699.829;645.996;785.962;915.161;732.129;721.362;602.930;721.362;979.761;742.896;721.362;635.229;710.596;839.795;742.896;732.129;667.529;710.596;915.161;732.129;775.195;624.463;667.529;807.495;775.195;753.662;581.396;667.529;936.694;742.896;742.896;624.463;753.662;915.161;764.429;818.262;656.763;796.729;904.395;818.262;764.429;635.229;753.662;850.562;678.296;732.129;645.996;796.729;818.262;710.596;699.829;656.763;818.262;732.129;721.362;699.829;624.463;872.095;839.795;710.596;721.362;635.229;872.095;807.495;796.729;678.296;678.296;904.395;785.962;699.829;635.229;699.829;893.628;785.962;753.662;689.062;742.896;872.095;667.529;710.596;699.829;872.095;839.795;829.028;732.129;699.829;947.461;742.896;721.362;742.896;732.129;764.429;710.596;667.529;742.896;872.095;839.795;689.062;678.296;904.395;624.463;624.463;624.463;732.129;581.396;527.563;645.996	764.429;1216.626;1227.393;1205.859;1216.626;1216.626;1248.926;1216.626;818.262;645.996;829.028;764.429;1162.793;602.930;1152.026;592.163;592.163;602.930;602.930;613.696;602.930;602.930;613.696;613.696;613.696;764.429;624.463;624.463;624.463;635.229;635.229;635.229;645.996;689.062;785.962;850.562;818.262;968.994;1012.061;990.527;785.962;925.928;958.228;979.761;1022.827;1087.427;1108.960;775.195;602.930;602.930;645.996;635.229;624.463;645.996;1076.660;1108.960;1108.960;1087.427;635.229;624.463;624.463;635.229;635.229;645.996;656.763;667.529;678.296;699.829;775.195;807.495;785.962;689.062;753.662;775.195;699.829;785.962;1130.493;764.429;785.962;753.662;689.062;613.696;624.463;667.529;699.829;624.463;635.229;635.229;635.229;635.229;635.229;635.229;635.229;645.996;656.763;656.763;678.296;764.429;785.962;796.729;710.596;764.429;753.662;753.662;689.062;721.362;775.195;689.062;645.996;645.996;613.696;635.229;656.763;635.229;635.229;635.229;635.229;645.996;656.763;667.529;710.596;807.495;861.328;818.262;839.795;829.028;710.596;829.028;818.262;839.795;839.795;699.829;635.229;624.463;645.996;635.229;645.996;656.763;667.529;689.062;764.429;882.861;925.928;861.328;861.328;882.861;882.861;861.328;818.262;872.095;753.662;635.229;656.763;645.996;678.296;678.296;721.362;807.495;968.994;979.761;958.228;872.095;893.628;829.028;936.694;893.628;753.662;775.195;667.529;699.829;764.429;958.228;1076.660;1076.660;1044.360;1065.894;1033.594;1044.360;1055.127;882.861;699.829;721.362;850.562;1098.193;1130.493;1065.894;1130.493;1130.493;1130.493;1130.493;1108.960;764.429;796.729;1076.660;1184.326;1184.326;1087.427;1173.560;1162.793;1152.026;1022.827;850.562;1108.960;1216.626;1173.560;1205.859;1205.859;1195.093;1076.660;1055.127;1162.793;1087.427;1152.026;1162.793;1173.560;1108.960;936.694;1108.960;1141.260;1162.793;1173.560;1173.560;1087.427;904.395;1130.493;1130.493;1076.660;1119.727;1076.660;893.628;1108.960;1152.026;1152.026;1173.560;1119.727;947.461;1098.193;1130.493;1119.727;1130.493;1162.793;904.395;1087.427;1141.260;1108.960;1141.260;1152.026;872.095;1098.193;1130.493;1152.026;1162.793;1184.326;1001.294;1119.727;1141.260;1152.026;1130.493;1022.827;1065.894;1130.493;1173.560;1119.727;1098.193;990.527;1119.727;1130.493;1108.960;1152.026;1108.960;1055.127;1130.493;1119.727;1173.560;1152.026;979.761;1130.493;1141.260;1141.260;1130.493;1108.960;1098.193;1141.260;1184.326;1119.727;1130.493;1055.127;1130.493;1152.026;1141.260;1033.594;1087.427;1141.260;1152.026;1152.026;1152.026;1119.727;1141.260;1141.260;1141.260;1152.026;979.761;1098.193;1130.493;1152.026;1173.560;1087.427;1076.660;1119.727;1130.493;1141.260;1033.594;1065.894;1119.727;1108.960;1162.793;1012.061;1098.193;1130.493;1119.727;1130.493;1033.594;1130.493;1162.793;1152.026;1130.493;1108.960;1281.226;1281.226;1270.459;1248.926;1130.493;1259.692;1270.459;1248.926;1130.493;1098.193;1238.159;1238.159;1152.026;1044.360;1108.960;1152.026;1173.560;1195.093;1033.594;1119.727;1119.727;1173.560;1184.326;1119.727;1098.193;1108.960;1152.026;1152.026;1098.193;1130.493;1162.793;1184.326;1173.560;1130.493;1098.193;1130.493;1162.793;1152.026;1065.894;1130.493;1130.493;1141.260;1119.727;1152.026;1195.093;1173.560;1162.793;1065.894;1141.260;1141.260;1238.159;1281.226;1098.193;1152.026;1162.793;1141.260;1108.960;1152.026;1141.260;1130.493;1184.326;1152.026;1152.026;1162.793;1184.326;1152.026;1162.793;1162.793;1184.326	great.call
2	Spectrogram 1	1	106.892233393	120.043302446	505.3	1301.6	581.396	10.1769	538.330;549.097;581.396;549.097;581.396;549.097;527.563;516.797;538.330;538.330;538.330;549.097;549.097;549.097;559.863;559.863;549.097;559.863;559.863;559.863;559.863;570.630;559.863;559.863;570.630;570.630;559.863;581.396;570.630;613.696;592.163;570.630;559.863;559.863;559.863;570.630;549.097;559.863;559.863;559.863;549.097;549.097;549.097;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;570.630;581.396;570.630;581.396;581.396;602.930;581.396;570.630;570.630;570.630;570.630;581.396;592.163;592.163;581.396;570.630;549.097;549.097;549.097;570.630;559.863;581.396;549.097;570.630;581.396;592.163;592.163;592.163;592.163;592.163;602.930;592.163;602.930;592.163;592.163;581.396;570.630;592.163;570.630;570.630;581.396;602.930;592.163;581.396;559.863;538.330;549.097;559.863;581.396;570.630;570.630;592.163;592.163;592.163;581.396;602.930;602.930;602.930;613.696;602.930;581.396;581.396;592.163;581.396;581.396;592.163;581.396;559.863;549.097;549.097;570.630;581.396;581.396;581.396;602.930;602.930;624.463;581.396;645.996;635.229;602.930;602.930;570.630;581.396;570.630;592.163;570.630;559.863;570.630;581.396;592.163;613.696;613.696;635.229;742.896;602.930;602.930;581.396;581.396;613.696;592.163;549.097;570.630;602.930;602.930;624.463;699.829;678.296;624.463;581.396;602.930;613.696;624.463;559.863;581.396;592.163;732.129;678.296;602.930;624.463;635.229;635.229;559.863;613.696;624.463;753.662;689.062;613.696;602.930;592.163;570.630;592.163;645.996;742.896;678.296;624.463;613.696;645.996;581.396;624.463;753.662;667.529;635.229;667.529;592.163;613.696;667.529;645.996;635.229;645.996;624.463;581.396;635.229;796.729;645.996;699.829;645.996;613.696;645.996;796.729;645.996;678.296;699.829;645.996;656.763;818.262;645.996;667.529;645.996;613.696;710.596;742.896;721.362;635.229;635.229;624.463;732.129;549.097;710.596;667.529;613.696;635.229;732.129;678.296;678.296;689.062;581.396;742.896;764.429;689.062;678.296;667.529;602.930;775.195;710.596;678.296;656.763;570.630;764.429;721.362;742.896;635.229;613.696;753.662;785.962;721.362;785.962;645.996;656.763;839.795;699.829;732.129;624.463;635.229;829.028;710.596;699.829;689.062;581.396;807.495;742.896;732.129;678.296;602.930;753.662;796.729;753.662;678.296;613.696;710.596;861.328;710.596;710.596;645.996;656.763;829.028;775.195;775.195;645.996;624.463;839.795;764.429;775.195;732.129;645.996;839.795;742.896;645.996;710.596;667.529;850.562;775.195;775.195;732.129;710.596;882.861;785.962;742.896;710.596;753.662;882.861;764.429;656.763;721.362;689.062;882.861;818.262;785.962;721.362;710.596;861.328;785.962;764.429;699.829;818.262;850.562;796.729;742.896;678.296;753.662;882.861;807.495;818.262;678.296;807.495;839.795;785.962;699.829;699.829;818.262;936.694;775.195;753.662;635.229;850.562;818.262;699.829;645.996;667.529;872.095;829.028;764.429;796.729;710.596;904.395;796.729;678.296;764.429;764.429;893.628;796.729;678.296;742.896;861.328;839.795;818.262;689.062;635.229;882.861;882.861;785.962;807.495;732.129;904.395;742.896;785.962;721.362;861.328;882.861;732.129;710.596;635.229;882.861;785.962;850.562;764.429;753.662;915.161;818.262;581.396;732.129;904.395;839.795;775.195;732.129;635.229;936.694;785.962;742.896;732.129;796.729;796.729;753.662;635.229;742.896;936.694;796.729;667.529;592.163;882.861;915.161;645.996;656.763;635.229;915.161;764.429;678.296;678.296;850.562;958.228;785.962;721.362;635.229;904.395;775.195;613.696;624.463;635.229;958.228;764.429;549.097;613.696;721.362;925.928;710.596;645.996;592.163;861.328;592.163;549.097;613.696;656.763;527.563;581.396;570.630;602.930;592.163;635.229;538.330;732.129;1022.827;775.195;785.962;645.996;882.861;753.662;570.630;549.097;721.362;753.662;581.396;570.630;570.630;624.463;570.630;559.863;559.863;581.396;559.863;624.463;549.097;613.696;549.097;527.563;549.097	1162.793;882.861;1001.294;882.861;1012.061;1076.660;1065.894;1087.427;1098.193;581.396;581.396;581.396;581.396;592.163;592.163;592.163;592.163;602.930;602.930;592.163;602.930;1087.427;602.930;624.463;613.696;613.696;1055.127;635.229;1055.127;710.596;775.195;850.562;818.262;818.262;742.896;775.195;947.461;656.763;829.028;882.861;882.861;839.795;1141.260;1141.260;667.529;602.930;613.696;602.930;602.930;613.696;602.930;613.696;602.930;602.930;602.930;602.930;613.696;613.696;613.696;624.463;635.229;645.996;656.763;742.896;850.562;818.262;829.028;1259.692;807.495;796.729;742.896;818.262;1022.827;979.761;785.962;613.696;592.163;624.463;613.696;624.463;1205.859;624.463;624.463;624.463;624.463;624.463;635.229;635.229;635.229;645.996;645.996;689.062;764.429;872.095;829.028;796.729;785.962;753.662;807.495;753.662;807.495;785.962;732.129;656.763;656.763;645.996;613.696;613.696;656.763;624.463;624.463;635.229;645.996;645.996;656.763;689.062;775.195;872.095;839.795;818.262;796.729;742.896;753.662;742.896;829.028;818.262;710.596;635.229;699.829;635.229;635.229;645.996;656.763;667.529;689.062;753.662;936.694;968.994;925.928;861.328;915.161;904.395;915.161;829.028;807.495;796.729;753.662;742.896;667.529;710.596;721.362;936.694;1022.827;1033.594;1033.594;958.228;979.761;915.161;1087.427;915.161;947.461;807.495;721.362;882.861;1055.127;1162.793;1141.260;1141.260;1141.260;1076.660;1141.260;1130.493;968.994;807.495;1022.827;1216.626;1130.493;1195.093;1173.560;1184.326;1184.326;968.994;882.861;1044.360;1238.159;1184.326;1195.093;1173.560;1087.427;1130.493;958.228;1065.894;1216.626;1173.560;1184.326;1184.326;1173.560;1173.560;1065.894;1162.793;1119.727;1173.560;1195.093;1141.260;990.527;1044.360;1130.493;1119.727;1141.260;1022.827;1098.193;1108.960;1152.026;1119.727;1141.260;1141.260;1087.427;1044.360;1162.793;1087.427;1291.992;1141.260;1044.360;1098.193;1141.260;1119.727;1130.493;1065.894;1001.294;1130.493;1141.260;1152.026;1119.727;1152.026;1044.360;1205.859;1152.026;1173.560;1130.493;1130.493;1044.360;1152.026;1152.026;1141.260;1119.727;1076.660;1152.026;1108.960;1141.260;1098.193;1065.894;1033.594;1152.026;1119.727;1119.727;1108.960;1033.594;1162.793;1141.260;1152.026;1130.493;1055.127;1173.560;1173.560;1173.560;1173.560;1162.793;1119.727;1173.560;1162.793;1130.493;1130.493;1055.127;1162.793;1173.560;1130.493;1141.260;1022.827;1162.793;1173.560;1152.026;1162.793;1055.127;1152.026;1152.026;1141.260;1152.026;1033.594;1141.260;1152.026;1141.260;1130.493;1022.827;1087.427;1119.727;1108.960;1152.026;1119.727;1098.193;1152.026;1152.026;1108.960;1108.960;1044.360;1152.026;1152.026;1119.727;1108.960;1130.493;1184.326;1162.793;1152.026;1087.427;1195.093;1205.859;1195.093;1173.560;1130.493;1227.393;1238.159;1227.393;1227.393;1141.260;1205.859;1238.159;1205.859;1205.859;1065.894;1227.393;1238.159;1227.393;1216.626;1033.594;1216.626;1205.859;1238.159;1205.859;1108.960;1205.859;1195.093;1205.859;1216.626;1055.127;1162.793;1195.093;1205.859;1152.026;1141.260;1216.626;1173.560;1205.859;1216.626;1141.260;1216.626;1195.093;1184.326;1195.093;1108.960;1162.793;1141.260;1141.260;1130.493;1152.026;1152.026;1152.026;1184.326;1044.360;1141.260;1152.026;1184.326;1130.493;1119.727;1184.326;1141.260;1195.093;1141.260;1162.793;1195.093;1184.326;1152.026;1130.493;1119.727;1152.026;1108.960;1141.260;1076.660;1141.260;1141.260;1173.560;1162.793;1076.660;1152.026;1119.727;1141.260;1087.427;1141.260;1141.260;1152.026;1152.026;1108.960;1173.560;1173.560;1119.727;1130.493;1119.727;1130.493;1130.493;1108.960;1033.594;1098.193;1227.393;1238.159;1152.026;1087.427;1152.026;1173.560;1195.093;1076.660;1130.493;1130.493;1141.260;1119.727;1087.427;1108.960;1108.960;1130.493;1065.894;1119.727;1119.727;1087.427;1098.193;1087.427;1130.493;1119.727;1119.727;1119.727;1119.727;1130.493;1152.026;1152.026;1076.660;1119.727;1087.427;1141.260;1108.960;1076.660;1130.493;1119.727;1119.727;1173.560;1195.093;1130.493;1098.193;1087.427;1108.960;1216.626;1119.727;1119.727;1205.859;1195.093;1173.560;1162.793;1098.193;1162.793;1195.093;1216.626;1141.260;1130.493;1152.026;1173.560;1162.793;1141.260;1152.026;1173.560;1173.560;1173.560;1173.560;1152.026;1195.093;1205.859;1195.093;1119.727;1173.560	great.call
3	Spectrogram 1	1	180.187415302	192.829176010	483.9	1289.3	506.030	9.4422	559.863;549.097;549.097;516.797;506.030;527.563;538.330;538.330;538.330;538.330;527.563;538.330;527.563;538.330;559.863;549.097;538.330;570.630;570.630;570.630;581.396;570.630;570.630;581.396;581.396;570.630;592.163;592.163;581.396;538.330;559.863;570.630;559.863;559.863;570.630;570.630;549.097;527.563;527.563;549.097;538.330;538.330;549.097;559.863;570.630;570.630;570.630;570.630;570.630;570.630;570.630;559.863;581.396;581.396;581.396;592.163;592.163;592.163;592.163;570.630;581.396;570.630;559.863;581.396;570.630;570.630;570.630;570.630;570.630;570.630;559.863;549.097;549.097;538.330;570.630;570.630;570.630;581.396;581.396;581.396;581.396;581.396;581.396;581.396;592.163;592.163;592.163;602.930;592.163;592.163;613.696;592.163;592.163;592.163;581.396;581.396;592.163;592.163;592.163;581.396;592.163;559.863;549.097;549.097;559.863;581.396;581.396;592.163;592.163;592.163;592.163;602.930;592.163;602.930;613.696;613.696;613.696;624.463;592.163;581.396;581.396;581.396;613.696;592.163;592.163;592.163;592.163;549.097;559.863;570.630;581.396;570.630;592.163;602.930;613.696;592.163;624.463;613.696;602.930;602.930;613.696;602.930;602.930;581.396;592.163;581.396;549.097;581.396;592.163;613.696;592.163;602.930;667.529;753.662;592.163;592.163;613.696;613.696;602.930;592.163;570.630;559.863;581.396;624.463;678.296;656.763;624.463;592.163;602.930;602.930;624.463;559.863;570.630;592.163;656.763;764.429;678.296;635.229;581.396;645.996;624.463;592.163;581.396;624.463;764.429;742.896;645.996;613.696;581.396;581.396;613.696;592.163;635.229;775.195;613.696;656.763;656.763;602.930;602.930;602.930;710.596;807.495;667.529;624.463;645.996;656.763;592.163;624.463;785.962;667.529;635.229;645.996;602.930;613.696;710.596;753.662;613.696;613.696;645.996;602.930;635.229;796.729;699.829;613.696;656.763;581.396;667.529;764.429;753.662;645.996;656.763;592.163;689.062;785.962;656.763;678.296;624.463;613.696;753.662;764.429;667.529;656.763;624.463;613.696;785.962;753.662;742.896;656.763;592.163;699.829;775.195;667.529;645.996;613.696;613.696;796.729;753.662;753.662;667.529;645.996;732.129;764.429;753.662;764.429;613.696;656.763;785.962;689.062;667.529;645.996;656.763;785.962;753.662;699.829;656.763;602.930;785.962;753.662;678.296;656.763;613.696;721.362;764.429;732.129;710.596;635.229;721.362;742.896;721.362;710.596;635.229;689.062;732.129;678.296;721.362;602.930;678.296;807.495;689.062;678.296;624.463;710.596;753.662;721.362;699.829;656.763;699.829;753.662;732.129;710.596;667.529;732.129;764.429;699.829;710.596;667.529;710.596;796.729;721.362;645.996;635.229;732.129;872.095;678.296;732.129;645.996;742.896;785.962;678.296;667.529;635.229;732.129;732.129;678.296;710.596;645.996;742.896;850.562;689.062;699.829;667.529;775.195;742.896;678.296;667.529;667.529;796.729;732.129;710.596;764.429;710.596;764.429;656.763;721.362;602.930;753.662;861.328;678.296;689.062;667.529;818.262;764.429;699.829;678.296;667.529;872.095;753.662;645.996;613.696;721.362;861.328;742.896;796.729;635.229;764.429;893.628;829.028;839.795;678.296;850.562;850.562;710.596;624.463;710.596;861.328;839.795;732.129;699.829;742.896;893.628;710.596;742.896;635.229;796.729;850.562;742.896;549.097;699.829;872.095;721.362;549.097;689.062;721.362;861.328;678.296;721.362;635.229;742.896;796.729;839.795;742.896;645.996;861.328;839.795;775.195;635.229;721.362;872.095;742.896;732.129;689.062;796.729;764.429;581.396;592.163;710.596;764.429;549.097;635.229;581.396;764.429;753.662;710.596;624.463;678.296;764.429;549.097;592.163;678.296;775.195;732.129;710.596;549.097;689.062;613.696;645.996;538.330;732.129;893.628;570.630;678.296;678.296;785.962;656.763;721.362;732.129;753.662;667.529;559.863;538.330;549.097;624.463;506.030;516.797;495.264	968.994;936.694;968.994;958.228;968.994;775.195;710.596;581.396;925.928;947.461;936.694;721.362;936.694;947.461;818.262;602.930;602.930;602.930;602.930;613.696;613.696;613.696;624.463;624.463;624.463;645.996;699.829;818.262;785.962;775.195;785.962;764.429;667.529;656.763;807.495;818.262;764.429;656.763;624.463;678.296;613.696;613.696;613.696;602.930;613.696;613.696;602.930;602.930;602.930;602.930;613.696;613.696;613.696;613.696;613.696;624.463;624.463;645.996;656.763;689.062;764.429;829.028;818.262;785.962;732.129;721.362;656.763;656.763;721.362;689.062;893.628;1098.193;667.529;667.529;613.696;613.696;613.696;613.696;613.696;613.696;613.696;613.696;624.463;613.696;624.463;624.463;635.229;635.229;645.996;656.763;689.062;785.962;839.795;861.328;807.495;710.596;807.495;1162.793;1130.493;1076.660;1076.660;979.761;1033.594;656.763;678.296;613.696;624.463;624.463;624.463;635.229;635.229;635.229;635.229;645.996;645.996;656.763;689.062;818.262;839.795;829.028;667.529;753.662;968.994;807.495;721.362;775.195;710.596;764.429;656.763;689.062;624.463;624.463;635.229;645.996;656.763;678.296;753.662;882.861;936.694;872.095;785.962;893.628;893.628;904.395;839.795;839.795;829.028;699.829;635.229;667.529;689.062;721.362;829.028;936.694;990.527;958.228;936.694;979.761;936.694;936.694;872.095;872.095;710.596;710.596;829.028;947.461;1130.493;1076.660;1098.193;1098.193;1098.193;1098.193;882.861;699.829;818.262;925.928;1173.560;1216.626;1152.026;1184.326;1195.093;1205.859;1044.360;893.628;893.628;1098.193;1227.393;1173.560;1184.326;1205.859;1216.626;1076.660;861.328;936.694;1184.326;1227.393;1098.193;1184.326;1205.859;1173.560;882.861;1022.827;1205.859;1141.260;1152.026;1184.326;1195.093;904.395;968.994;1152.026;1152.026;1152.026;1184.326;979.761;915.161;1087.427;1141.260;1098.193;1141.260;1119.727;893.628;990.527;1141.260;1119.727;1119.727;1108.960;904.395;979.761;1130.493;1119.727;1076.660;1087.427;915.161;1076.660;1152.026;1119.727;1141.260;1001.294;947.461;1119.727;1130.493;1098.193;1108.960;1076.660;968.994;1152.026;1130.493;1087.427;1108.960;925.928;1119.727;1152.026;1152.026;1119.727;1044.360;1033.594;1162.793;1152.026;1130.493;1141.260;968.994;1162.793;1162.793;1130.493;1152.026;1033.594;1087.427;1162.793;1130.493;1108.960;1033.594;1022.827;1141.260;1098.193;1152.026;1087.427;1033.594;1141.260;1141.260;1141.260;1130.493;968.994;1152.026;1152.026;1152.026;1108.960;1012.061;1130.493;1152.026;1130.493;1119.727;1001.294;1119.727;1141.260;1141.260;1130.493;968.994;1152.026;1173.560;1152.026;1152.026;1022.827;1152.026;1173.560;1173.560;1152.026;1001.294;1087.427;1141.260;1108.960;1130.493;947.461;1130.493;1162.793;1130.493;1130.493;947.461;1130.493;1141.260;1130.493;1119.727;1055.127;1119.727;1130.493;1141.260;1130.493;1065.894;1108.960;1108.960;1119.727;1108.960;1012.061;1141.260;1162.793;1108.960;1130.493;1065.894;1119.727;1119.727;1108.960;1098.193;1065.894;1141.260;1141.260;1119.727;1108.960;1087.427;1098.193;1108.960;1087.427;1076.660;1076.660;1119.727;1087.427;1087.427;1044.360;1108.960;1065.894;1076.660;1087.427;1065.894;1076.660;1098.193;1098.193;1076.660;1087.427;1141.260;1130.493;1108.960;1065.894;1173.560;1162.793;1130.493;1162.793;1098.193;1162.793;1162.793;1130.493;1130.493;1130.493;1162.793;1130.493;1119.727;1033.594;1119.727;1152.026;1130.493;1130.493;1044.360;1108.960;1087.427;1141.260;1108.960;1108.960;1173.560;1098.193;1152.026;1098.193;1108.960;1141.260;1173.560;1173.560;1108.960;1119.727;1130.493;1162.793;1098.193;1022.827;1119.727;1098.193;1108.960;1098.193;1108.960;1130.493;1141.260;1141.260;1065.894;1098.193;1119.727;1162.793;1065.894;1087.427;1119.727;1119.727;1108.960;1022.827;1065.894;1087.427;1119.727;1055.127;1076.660;1119.727;1076.660;1141.260;1044.360;1098.193;1076.660;1108.960;1108.960;1087.427;1087.427;1141.260;1087.427;1108.960;1098.193;1087.427;1162.793;1022.827;1130.493;1130.493;1130.493;1098.193;1065.894;1130.493;1108.960;1130.493;1076.660;1119.727;1184.326;1205.859;1141.260;1065.894;1098.193;1130.493;1184.326	great.call
