Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	94.154135025	108.572858612	446.5	1625.2	742.896	10.0680	635.229	1378.125	great.call
2	Spectrogram 1	1	109.694025184	110.032982519	666.7	1059.6	236.865	0.1361	764.429	1001.294	male.coda
3	Spectrogram 1	1	110.137277084	110.424087137	732.2	976.3	129.199	0.1633	818.262	947.461	male.coda
4	Spectrogram 1	1	140.605012800	153.746127967	434.6	1797.8	861.328	9.4150	624.463	1485.791	great.call
5	Spectrogram 1	1	155.493061928	155.936313829	726.3	1232.3	312.231	0.1361	829.028	1141.260	male.coda
6	Spectrogram 1	1	155.962387470	156.457786653	785.8	1202.5	226.099	0.1905	872.095	1098.193	male.coda
7	Spectrogram 1	1	203.756110685	217.079741341	476.2	1768.0	667.529	8.8980	645.996	1313.525	great.call
8	Spectrogram 1	1	218.226981554	218.565938890	756.0	1214.4	333.765	0.1633	796.729	1130.493	male.coda
9	Spectrogram 1	1	218.592012531	218.904896225	773.9	1148.9	183.032	0.0816	850.562	1033.594	male.coda
10	Spectrogram 1	1	219.009190790	219.400295408	750.1	1119.2	204.565	0.1633	839.795	1044.360	male.coda
11	Spectrogram 1	1	262.254172026	277.090073872	398.9	1774.0	785.962	11.7007	613.696	1399.658	great.call
12	Spectrogram 1	1	338.384876324	353.272925452	410.8	1631.1	807.495	10.9388	635.229	1442.725	great.call
13	Spectrogram 1	1	354.029061047	354.498386588	696.5	1262.0	333.765	0.0816	785.962	1119.727	male.coda
14	Spectrogram 1	1	354.524460230	354.811270283	732.2	1202.5	236.865	0.0816	893.628	1130.493	male.coda
15	Spectrogram 1	1	354.915564848	355.228448542	637.0	1101.3	215.332	0.0544	807.495	1022.827	male.coda
16	Spectrogram 1	1	417.776474741	431.934461915	470.3	1756.1	785.962	10.6122	635.229	1421.191	great.call
