Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	56.075762097	70.908809415	375.000	1797.800	861.328	10.1239	602.930	1464.258	great.call
2	Spectrogram 1	1	121.654149228	136.169487367	375.000	1678.800	947.461	10.0891	602.930	1550.391	great.call
3	Spectrogram 1	1	181.772177806	195.493242996	386.900	1708.500	947.461	10.9134	602.930	1550.391	great.call
4	Spectrogram 1	1	253.999967704	268.098312545	386.900	1738.300	861.328	10.0542	602.930	1464.258	great.call
5	Spectrogram 1	1	321.978531848	336.394585868	398.900	1881.200	861.328	10.7102	602.930	1464.258	great.call
6	Spectrogram 1	1	337.446997525	337.863990823	720.300	1268.000	344.531	0.2438	775.195	1119.727	male.coda
7	Spectrogram 1	1	338.082415884	338.380268240	720.300	1041.800	258.398	0.2496	775.195	1033.594	male.coda
8	Spectrogram 1	1	338.340554592	338.697977419	708.400	916.800	86.133	0.2148	775.195	861.328	male.coda
9	Spectrogram 1	1	393.074616872	406.418402411	404.800	1970.500	947.461	9.9556	602.930	1550.391	great.call
10	Spectrogram 1	1	457.667659231	471.984429133	357.200	1785.900	861.328	10.0600	602.930	1464.258	great.call
11	Spectrogram 1	1	472.520563374	472.818415729	648.900	1273.900	344.531	0.1800	775.195	1119.727	male.coda
12	Spectrogram 1	1	472.838272553	473.155981733	708.400	1154.900	258.398	0.1393	775.195	1033.594	male.coda
13	Spectrogram 1	1	473.155981733	473.513404560	577.400	1029.900	258.398	0.1509	689.062	947.461	male.coda
14	Spectrogram 1	1	515.747797174	529.568146483	375.000	1905.000	861.328	10.2980	602.930	1464.258	great.call
15	Spectrogram 1	1	529.925569310	530.243278489	672.700	1256.100	430.664	0.1393	689.062	1119.727	male.coda
16	Spectrogram 1	1	530.382276255	530.739699082	696.500	1196.600	344.531	0.2090	775.195	1119.727	male.coda
17	Spectrogram 1	1	530.739699082	531.077265086	678.600	1065.600	258.398	0.2902	689.062	947.461	male.coda
18	Spectrogram 1	1	576.826315499	590.825376221	404.800	1833.500	861.328	9.0674	602.930	1464.258	great.call
19	Spectrogram 1	1	590.964373987	591.282083166	619.100	1202.500	344.531	0.1509	689.062	1033.594	male.coda
20	Spectrogram 1	1	591.421080932	591.679219641	660.800	1000.100	172.266	0.1509	775.195	947.461	male.coda
21	Spectrogram 1	1	591.718933288	591.957215173	720.300	1047.700	172.266	0.1161	775.195	947.461	male.coda
22	Spectrogram 1	1	592.036642468	592.374208471	648.900	1006.100	172.266	0.1974	775.195	947.461	male.coda
23	Spectrogram 1	1	652.787188571	666.766392469	434.600	1762.100	775.195	9.6827	602.930	1378.125	great.call
24	Spectrogram 1	1	667.103958473	667.302526710	672.700	1327.500	516.797	0.1393	689.062	1205.859	male.coda
25	Spectrogram 1	1	667.401810828	667.719520008	750.100	1184.700	258.398	0.1451	861.328	1119.727	male.coda
26	Spectrogram 1	1	667.779090479	668.255654248	720.300	1107.300	258.398	0.4063	775.195	1033.594	male.coda
27	Spectrogram 1	1	668.275511072	668.652790723	726.300	1137.000	258.398	0.3541	775.195	1033.594	male.coda
28	Spectrogram 1	1	668.474079309	668.732218018	666.700	1107.300	258.398	0.1277	689.062	947.461	male.coda
29	Spectrogram 1	1	719.219419122	733.119195725	386.900	1666.800	775.195	10.9366	602.930	1378.125	great.call
30	Spectrogram 1	1	733.595759495	733.933325498	589.300	976.300	172.266	0.0929	689.062	861.328	male.coda
31	Spectrogram 1	1	734.032609616	734.390032443	607.200	958.400	172.266	0.0755	689.062	861.328	male.coda
32	Spectrogram 1	1	734.628314328	735.065164450	678.600	940.600	172.266	0.0871	689.062	861.328	male.coda
33	Spectrogram 1	1	813.867794229	827.251293416	381.000	1726.400	947.461	10.6173	602.930	1550.391	great.call
34	Spectrogram 1	1	827.926425423	828.164707307	666.700	1220.400	430.664	0.1335	689.062	1119.727	male.coda
35	Spectrogram 1	1	828.303705073	828.522130134	750.100	1095.400	258.398	0.1335	775.195	1033.594	male.coda
36	Spectrogram 1	1	828.641271076	828.939123432	696.500	1107.300	258.398	0.1567	775.195	1033.594	male.coda
37	Spectrogram 1	1	889.545674455	903.147598703	410.800	1821.600	775.195	9.5434	602.930	1378.125	great.call
38	Spectrogram 1	1	903.385880588	903.941871652	654.800	1339.400	344.531	0.2032	775.195	1119.727	male.coda
39	Spectrogram 1	1	903.922014828	904.219867184	726.300	1119.200	258.398	0.1045	775.195	1033.594	male.coda
40	Spectrogram 1	1	904.180153536	904.636860482	720.300	1148.900	172.266	0.1161	775.195	947.461	male.coda
41	Spectrogram 1	1	904.756001424	905.033996956	678.600	1095.400	172.266	0.1509	775.195	947.461	male.coda
