Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	125.661789217	142.297582026	437.8	1523.8	624.463	10.6395	613.696	1238.159	great.call
2	Spectrogram 1	1	160.114342185	174.266318707	387.3	1612.2	635.229	10.9388	624.463	1259.692	great.call
3	Spectrogram 1	1	193.943529474	207.026887360	404.1	1629.0	656.763	9.1429	602.930	1259.692	great.call
4	Spectrogram 1	1	227.512782500	241.578114268	391.5	1574.3	667.529	10.1224	613.696	1281.226	great.call
5	Spectrogram 1	1	265.419493194	278.387324741	378.8	1616.4	710.596	10.5306	602.930	1313.525	great.call
6	Spectrogram 1	1	310.656112048	323.912759443	408.3	1578.5	635.229	9.9048	602.930	1238.159	great.call
7	Spectrogram 1	1	349.602559792	363.379075712	336.8	1658.5	689.062	10.1497	602.930	1291.992	great.call
8	Spectrogram 1	1	367.317411610	367.837280135	703.0	1258.6	409.131	0.2177	764.429	1173.560	male.coda
9	Spectrogram 1	1	368.010569644	368.617082923	698.8	1077.6	226.099	0.2721	764.429	990.527	male.coda
10	Spectrogram 1	1	384.569363666	398.288116416	353.6	1494.3	689.062	10.2313	613.696	1302.759	great.call
11	Spectrogram 1	1	399.934366746	400.483116856	660.9	1321.8	452.197	0.2177	753.662	1205.859	male.coda
12	Spectrogram 1	1	400.569761610	401.089630136	698.8	1035.5	183.032	0.2177	764.429	947.461	male.coda
13	Spectrogram 1	1	420.564272607	433.185525137	391.5	1616.4	656.763	9.2245	624.463	1281.226	great.call
14	Spectrogram 1	1	436.766841645	437.344473339	665.1	1304.9	441.431	0.1905	764.429	1205.859	male.coda
15	Spectrogram 1	1	437.488881263	437.893223449	690.3	1098.7	236.865	0.1361	764.429	1001.294	male.coda
16	Spectrogram 1	1	437.950986619	438.413091975	669.3	926.1	139.966	0.1905	721.362	861.328	male.coda
17	Spectrogram 1	1	457.547169792	471.208159373	345.2	1616.4	732.129	9.7687	613.696	1345.825	great.call
18	Spectrogram 1	1	473.720857245	474.211844186	648.3	1368.1	484.497	0.1905	764.429	1248.926	male.coda
19	Spectrogram 1	1	474.385133694	474.789475880	736.6	1208.1	312.231	0.2177	807.495	1119.727	male.coda
21	Spectrogram 1	1	496.198390123	510.205958721	374.6	1587.0	699.829	9.9592	613.696	1313.525	great.call
22	Spectrogram 1	1	536.554418360	549.637776246	370.4	1650.1	678.296	9.3605	613.696	1291.992	great.call
23	Spectrogram 1	1	552.670342643	553.334619092	686.1	1338.6	462.964	0.2721	753.662	1216.626	male.coda
24	Spectrogram 1	1	553.363500677	554.114421880	703.0	1140.8	258.398	0.3265	775.195	1033.594	male.coda
25	Spectrogram 1	1	581.698377637	595.330485633	370.4	1599.6	710.596	9.8503	624.463	1335.059	great.call
26	Spectrogram 1	1	598.709631047	599.229499573	698.8	1351.2	484.497	0.2449	764.429	1248.926	male.coda
27	Spectrogram 1	1	599.402789081	599.836012852	724.0	1166.0	279.932	0.1633	775.195	1055.127	male.coda
28	Spectrogram 1	1	622.660521950	635.397300819	315.7	1641.7	753.662	9.1973	613.696	1367.358	great.call
29	Spectrogram 1	1	637.909998691	638.112169785	669.3	1330.2	376.831	0.1361	796.729	1173.560	male.coda
30	Spectrogram 1	1	638.372104047	638.574275140	745.1	1174.4	269.165	0.1361	861.328	1130.493	male.coda
31	Spectrogram 1	1	638.689801479	639.123025250	652.5	959.7	226.099	0.2721	667.529	893.628	male.coda
32	Spectrogram 1	1	665.096024288	679.276882394	366.2	1595.4	753.662	10.2857	592.163	1345.825	great.call
33	Spectrogram 1	1	680.401675387	680.690491234	652.5	1384.9	527.563	0.1361	775.195	1302.759	male.coda
34	Spectrogram 1	1	680.892662327	681.094833420	719.8	1347.0	430.664	0.1633	829.028	1259.692	male.coda
35	Spectrogram 1	1	681.123715005	681.585820361	677.7	905.0	96.899	0.1905	764.429	861.328	male.coda
36	Spectrogram 1	1	712.728623066	726.591783740	362.0	1565.9	656.763	9.6054	602.930	1259.692	great.call
37	Spectrogram 1	1	732.512508611	732.974613967	681.9	1304.9	409.131	0.1361	764.429	1173.560	male.coda
38	Spectrogram 1	1	733.061258721	733.638890416	694.6	1174.4	301.465	0.0816	796.729	1098.193	male.coda
39	Spectrogram 1	1	733.696653586	733.927706264	711.4	1254.4	290.698	0.0816	785.962	1076.660	male.coda
40	Spectrogram 1	1	765.813826537	778.983829177	341.0	1641.7	710.596	9.8776	602.930	1313.525	great.call
41	Spectrogram 1	1	787.012909735	787.475015090	694.6	1389.1	484.497	0.1361	775.195	1259.692	male.coda
42	Spectrogram 1	1	787.648304599	788.197054709	753.5	1267.0	376.831	0.2177	807.495	1184.326	male.coda
43	Spectrogram 1	1	810.121014263	824.244109200	362.0	1561.7	624.463	9.6327	592.163	1216.626	great.call
44	Spectrogram 1	1	841.912035424	842.287496026	686.1	1397.5	462.964	0.1633	807.495	1270.459	male.coda
45	Spectrogram 1	1	842.374140780	842.720719797	766.1	1309.1	366.064	0.1361	839.795	1205.859	male.coda
46	Spectrogram 1	1	864.864100046	878.842787059	357.8	1641.7	645.996	9.2517	592.163	1238.159	great.call
47	Spectrogram 1	1	879.998050449	880.286866296	715.6	1342.8	398.364	0.1088	807.495	1205.859	male.coda
48	Spectrogram 1	1	880.402392635	880.633445313	745.1	1309.1	376.831	0.0816	829.028	1205.859	male.coda
49	Spectrogram 1	1	913.600611071	927.434890160	357.8	1620.6	678.296	10.0680	602.930	1281.226	great.call
50	Spectrogram 1	1	929.081140490	929.196666829	719.8	1342.8	258.398	0.0544	785.962	1044.360	male.coda
51	Spectrogram 1	1	929.283311583	929.687653770	736.6	1292.3	366.064	0.3265	818.262	1184.326	male.coda
