Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	41.691598274	51.588302971	450.400	1502.800	602.930	7.3085	516.797	1119.727	great.call
2	Spectrogram 1	1	78.818030757	94.169029064	332.500	1389.100	430.664	14.1584	430.664	861.328	great.call
3	Spectrogram 1	1	109.299059421	123.786255573	404.100	1431.200	516.797	11.9699	430.664	947.461	great.call
4	Spectrogram 1	1	148.383803128	162.451438233	412.500	1473.300	344.531	7.3665	516.797	861.328	great.call
5	Spectrogram 1	1	201.750831854	216.089947636	433.600	1422.800	602.930	6.6177	602.930	1205.859	great.call
6	Spectrogram 1	1	244.184555666	258.178150586	387.300	1544.900	602.930	12.7594	516.797	1119.727	great.call
7	Spectrogram 1	1	282.668391718	298.118110272	391.500	1448.000	516.797	14.3557	602.930	1119.727	great.call
8	Spectrogram 1	1	350.697570187	365.727727694	404.100	1334.400	258.398	13.2876	602.930	861.328	great.call
9	Spectrogram 1	1	420.471525039	435.057441437	408.300	1372.300	430.664	11.1746	516.797	947.461	great.call
10	Spectrogram 1	1	468.649273116	483.654750562	395.700	1267.000	430.664	4.7949	516.797	947.461	great.call
11	Spectrogram 1	1	522.684819316	536.555013928	395.700	1359.600	602.930	7.9702	516.797	1119.727	great.call
