Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	5.419135928	17.673772855	440.500	1845.400	775.195	8.2895	689.062	1464.258	great.call
2	Spectrogram 1	1	43.799580098	55.807892665	363.100	1893.100	947.461	9.7117	689.062	1636.523	great.call
3	Spectrogram 1	1	80.092256128	92.316102511	392.900	1988.300	1033.594	9.5260	689.062	1722.656	great.call
4	Spectrogram 1	1	118.823797596	130.031555992	410.800	2047.800	861.328	8.3185	689.062	1550.391	great.call
5	Spectrogram 1	1	186.144813858	197.537315524	506.000	1857.300	947.461	8.6262	689.062	1636.523	great.call
6	Spectrogram 1	1	225.054262761	235.677000801	446.500	1922.800	861.328	8.4463	689.062	1550.391	great.call
7	Spectrogram 1	1	266.581754905	278.005047116	494.100	2000.200	947.461	8.5856	689.062	1636.523	great.call
9	Spectrogram 1	1	310.681558195	321.642992231	434.600	2018.100	861.328	8.4695	689.062	1550.391	great.call
10	Spectrogram 1	1	417.380293914	428.957538851	464.300	2035.900	861.328	8.8352	689.062	1550.391	great.call
11	Spectrogram 1	1	430.866552643	431.174458094	595.300	904.900	172.266	0.0987	689.062	861.328	male.coda
12	Spectrogram 1	1	431.234232680	431.634509766	631.000	946.500	172.266	0.1451	689.062	861.328	male.coda
13	Spectrogram 1	1	431.649905039	431.988601034	660.800	934.600	172.266	0.1045	689.062	861.328	male.coda
14	Spectrogram 1	1	432.019391579	432.296506484	642.900	875.100	172.266	0.1219	689.062	861.328	male.coda
15	Spectrogram 1	1	462.119586915	473.512088581	404.800	1952.600	947.461	8.8874	689.062	1636.523	great.call
16	Spectrogram 1	1	477.314825907	477.745893538	559.600	952.500	258.398	0.1683	602.930	861.328	male.coda
17	Spectrogram 1	1	477.792079355	478.115380078	619.100	964.400	258.398	0.1277	689.062	947.461	male.coda
18	Spectrogram 1	1	478.315518621	478.608028799	565.500	1029.900	258.398	0.1161	689.062	947.461	male.coda
19	Spectrogram 1	1	478.685005161	479.069886975	494.100	833.400	172.266	0.1219	602.930	775.195	male.coda
20	Spectrogram 1	1	525.566258539	537.512990016	398.900	1982.400	861.328	8.7888	689.062	1550.391	great.call
21	Spectrogram 1	1	538.721676911	539.075768179	613.200	1107.300	258.398	0.1683	689.062	947.461	male.coda
22	Spectrogram 1	1	539.245116177	539.553021628	672.700	1029.900	258.398	0.2148	689.062	947.461	male.coda
23	Spectrogram 1	1	539.737764898	539.968693986	660.800	1018.000	258.398	0.1161	689.062	947.461	male.coda
24	Spectrogram 1	1	540.122646711	540.368971071	595.300	1029.900	258.398	0.0929	689.062	947.461	male.coda
25	Spectrogram 1	1	569.618498841	581.503649227	434.600	1952.600	775.195	8.4811	689.062	1464.258	great.call
26	Spectrogram 1	1	584.557857302	584.988924932	642.900	1035.800	172.266	0.1451	689.062	861.328	male.coda
27	Spectrogram 1	1	585.035110750	585.358411473	690.600	1035.800	172.266	0.1219	775.195	947.461	male.coda
28	Spectrogram 1	1	585.543154743	586.020408191	654.800	1012.000	258.398	0.2032	689.062	947.461	male.coda
29	Spectrogram 1	1	586.158965644	586.451475822	577.400	964.400	258.398	0.1393	689.062	947.461	male.coda
30	Spectrogram 1	1	623.556520155	635.333903634	398.900	2202.600	861.328	8.7307	689.062	1550.391	great.call
31	Spectrogram 1	1	637.066029313	637.420120581	512.000	1101.300	344.531	0.1974	689.062	1033.594	male.coda
32	Spectrogram 1	1	637.404725308	637.758816576	654.800	1035.800	172.266	0.2728	775.195	947.461	male.coda
33	Spectrogram 1	1	638.020536209	638.251465297	654.800	1000.100	258.398	0.1277	689.062	947.461	male.coda
34	Spectrogram 1	1	638.451603840	638.697928200	607.200	928.700	172.266	0.1277	689.062	861.328	male.coda
35	Spectrogram 1	1	668.990511936	681.368311043	458.400	1970.500	861.328	9.4912	689.062	1550.391	great.call
36	Spectrogram 1	1	684.651537165	685.021023705	619.100	1131.100	258.398	0.1277	775.195	1033.594	male.coda
37	Spectrogram 1	1	685.159581158	685.405905518	720.300	1023.900	172.266	0.1219	775.195	947.461	male.coda
38	Spectrogram 1	1	685.775392059	686.129483327	625.100	934.600	172.266	0.1567	689.062	861.328	male.coda
