Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	68.725297574	83.801098376	370.7	1531.2	656.763	9.2245	635.229	1291.992	great.call
2	Spectrogram 1	1	86.808739434	87.410267646	588.3	1241.1	387.598	0.1633	710.596	1098.193	male.coda
3	Spectrogram 1	1	87.523054185	88.162177910	668.9	1184.7	312.231	0.2177	764.429	1076.660	male.coda
4	Spectrogram 1	1	88.237368937	88.763706122	668.9	1184.7	333.765	0.1633	753.662	1087.427	male.coda
5	Spectrogram 1	1	142.887430878	157.023343849	435.2	1539.3	559.863	8.5170	635.229	1195.093	great.call
6	Spectrogram 1	1	158.301591299	158.752737458	628.6	1168.6	344.531	0.1905	721.362	1065.894	male.coda
7	Spectrogram 1	1	159.015906050	159.391861182	628.6	1047.7	172.266	0.2177	753.662	925.928	male.coda
8	Spectrogram 1	1	231.663202585	246.851789927	419.1	1499.0	516.797	9.6599	624.463	1141.260	great.call
9	Spectrogram 1	1	248.881947641	249.408284826	580.3	1305.6	226.099	0.0816	861.328	1087.427	male.coda
10	Spectrogram 1	1	249.558666879	250.122599578	612.5	1184.7	258.398	0.1088	807.495	1065.894	male.coda
