Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	20.279354364	33.977523835	517.9	2268.1	624.463	9.0612	656.763	1281.226	great.call
2	Spectrogram 1	1	34.306938732	34.855963561	678.6	1357.3	441.431	0.1361	796.729	1238.159	male.coda
4	Spectrogram 1	1	34.920025349	35.152956856	732.2	1494.2	549.097	0.1088	829.028	1378.125	male.coda
5	Spectrogram 1	1	35.250011651	35.579997954	732.2	1488.3	538.330	0.1361	861.328	1399.658	male.coda
6	Spectrogram 1	1	35.657641789	35.909984256	720.3	1458.5	527.563	0.0816	829.028	1356.592	male.coda
7	Spectrogram 1	1	75.820758107	89.816059520	535.8	2333.6	581.396	9.8503	645.996	1227.393	great.call
8	Spectrogram 1	1	90.398388289	90.903073222	678.6	1393.0	495.264	0.1905	785.962	1281.226	male.coda
9	Spectrogram 1	1	90.883662263	91.213648566	732.2	1452.5	506.030	0.1633	829.028	1335.059	male.coda
10	Spectrogram 1	1	91.330114320	91.524223909	696.5	1440.6	516.797	0.0816	818.262	1335.059	male.coda
11	Spectrogram 1	1	91.718333499	92.009497883	696.5	1500.2	570.630	0.1088	829.028	1399.658	male.coda
12	Spectrogram 1	1	146.624541419	158.193472962	559.6	2155.0	656.763	9.1429	656.763	1313.525	great.call
13	Spectrogram 1	1	158.736979813	159.008733238	690.6	1565.6	613.696	0.1088	753.662	1367.358	male.coda
14	Spectrogram 1	1	159.066966115	159.319308582	714.4	1333.5	398.364	0.1088	839.795	1238.159	male.coda
15	Spectrogram 1	1	159.435774335	159.610472966	797.7	1458.5	430.664	0.0544	915.161	1345.825	male.coda
16	Spectrogram 1	1	204.524216931	216.772532038	517.9	2101.4	613.696	9.7959	645.996	1259.692	great.call
17	Spectrogram 1	1	217.762490945	218.014833411	666.7	1470.4	602.930	0.1905	775.195	1378.125	male.coda
18	Spectrogram 1	1	218.073066288	218.325408755	750.1	1547.8	624.463	0.2177	839.795	1464.258	male.coda
19	Spectrogram 1	1	218.403052591	218.655395057	738.2	1535.9	592.163	0.1905	839.795	1431.958	male.coda
20	Spectrogram 1	1	218.733038893	219.082436154	785.8	1399.0	441.431	0.2993	882.861	1324.292	male.coda
21	Spectrogram 1	1	284.230906723	295.819249225	577.4	2422.9	753.662	8.7891	667.529	1421.191	great.call
22	Spectrogram 1	1	296.382167035	296.789797173	684.6	1309.7	441.431	0.1088	807.495	1248.926	male.coda
23	Spectrogram 1	1	296.828619091	297.080961557	726.3	1500.2	559.863	0.0816	861.328	1421.191	male.coda
24	Spectrogram 1	1	297.216838270	297.410947860	762.0	1464.4	484.497	0.0816	882.861	1367.358	male.coda
25	Spectrogram 1	1	297.449769778	297.857399916	756.0	1518.0	516.797	0.1088	893.628	1410.425	male.coda
26	Spectrogram 1	1	340.440133474	353.697818446	523.9	2369.3	581.396	10.4762	656.763	1238.159	great.call
27	Spectrogram 1	1	354.299558174	354.531570712	696.5	1446.6	559.863	0.1361	796.729	1356.592	male.coda
28	Spectrogram 1	1	354.641375678	354.860985609	744.1	1452.5	473.730	0.1361	872.095	1345.825	male.coda
29	Spectrogram 1	1	354.915888092	355.108046782	750.1	1494.2	549.097	0.1088	861.328	1410.425	male.coda
30	Spectrogram 1	1	355.135498024	355.382559197	779.8	1464.4	398.364	0.1633	882.861	1281.226	male.coda
31	Spectrogram 1	1	355.478638541	355.698248473	744.1	1464.4	516.797	0.1361	872.095	1388.892	male.coda
32	Spectrogram 1	1	410.562466531	422.846708452	523.9	2160.9	678.296	8.9796	656.763	1335.059	great.call
33	Spectrogram 1	1	423.208724867	423.538139764	654.8	1381.1	430.664	0.0544	850.562	1281.226	male.coda
34	Spectrogram 1	1	423.565591006	423.798926558	708.4	1500.2	516.797	0.0816	839.795	1356.592	male.coda
35	Spectrogram 1	1	423.867554662	424.128341455	720.3	1416.8	387.598	0.0816	882.861	1270.459	male.coda
36	Spectrogram 1	1	424.183243938	424.553835697	684.6	1464.4	484.497	0.0816	861.328	1345.825	male.coda
