Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Waveform 1	1	22.206946213	34.170917980	434.600	2178.800					great.call
1	Spectrogram 1	1	22.206946213	34.170917980	434.600	2178.800	689.062	8.5333	602.930	1291.992	great.call
2	Waveform 1	1	35.237898708	35.862348328	559.600	1416.800					male.coda
2	Spectrogram 1	1	35.237898708	35.862348328	559.600	1416.800	430.664	0.1451	775.195	1205.859	male.coda
3	Waveform 1	1	35.892084024	36.129969594	642.900	1553.700					male.coda
3	Spectrogram 1	1	35.892084024	36.129969594	642.900	1553.700	516.797	0.0987	861.328	1378.125	male.coda
5	Waveform 1	1	36.100233898	36.739551366	577.400	1476.300					male.coda
5	Spectrogram 1	1	36.100233898	36.739551366	577.400	1476.300	516.797	0.3947	775.195	1291.992	male.coda
6	Waveform 1	1	63.614866202	76.772911766	458.400	2155.000					great.call
6	Spectrogram 1	1	63.614866202	76.772911766	458.400	2155.000	689.062	8.2663	602.930	1291.992	great.call
7	Waveform 1	1	78.348290240	78.809193531	619.100	1476.300					male.coda
7	Spectrogram 1	1	78.348290240	78.809193531	619.100	1476.300	430.664	0.2322	861.328	1291.992	male.coda
8	Waveform 1	1	78.868664923	79.136286189	672.700	1440.600					male.coda
8	Spectrogram 1	1	78.868664923	79.136286189	672.700	1440.600	516.797	0.1683	861.328	1378.125	male.coda
9	Waveform 1	1	79.210625430	79.448510999	732.200	1410.900					male.coda
9	Spectrogram 1	1	79.210625430	79.448510999	732.200	1410.900	516.797	0.1103	861.328	1378.125	male.coda
10	Waveform 1	1	79.433643151	80.102696315	506.000	1440.600					male.coda
10	Spectrogram 1	1	79.433643151	80.102696315	506.000	1440.600	602.930	0.3889	602.930	1205.859	male.coda
11	Waveform 1	1	124.160511639	137.140143027	446.500	1589.500					great.call
