Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	9.317727673	21.309238069	529.8	2125.2	624.463	8.3810	656.763	1281.226	great.call
2	Spectrogram 1	1	23.368385440	23.788529861	702.5	1172.7	236.865	0.1633	807.495	1044.360	male.coda
3	Spectrogram 1	1	23.903114703	24.265966704	744.1	1321.6	419.897	0.1633	818.262	1238.159	male.coda
4	Spectrogram 1	1	69.741535889	82.078503892	500.1	2297.9	656.763	9.0612	667.529	1324.292	great.call
5	Spectrogram 1	1	128.307418264	140.529801425	553.6	2178.8	613.696	8.8163	656.763	1270.459	great.call
6	Spectrogram 1	1	142.210379110	142.496841215	684.6	1339.4	441.431	0.1905	796.729	1238.159	male.coda
7	Spectrogram 1	1	142.668718478	142.878790689	720.3	1297.8	387.598	0.1361	818.262	1205.859	male.coda
8	Spectrogram 1	1	143.127057847	143.432617426	684.6	1268.0	376.831	0.1633	775.195	1152.026	male.coda
10	Spectrogram 1	1	143.623592163	143.929151742	672.7	1148.9	258.398	0.1361	753.662	1012.061	male.coda
11	Spectrogram 1	1	186.220236570	198.538107099	517.9	2220.5	581.396	8.7347	656.763	1238.159	great.call
12	Spectrogram 1	1	199.730887356	200.151031777	696.5	1446.6	527.563	0.1633	818.262	1345.825	male.coda
13	Spectrogram 1	1	200.284714093	200.532981251	738.2	1482.3	559.863	0.1088	829.028	1388.892	male.coda
15	Spectrogram 1	1	258.003464974	270.416822872	571.5	2184.8	624.463	8.8163	645.996	1270.459	great.call
16	Spectrogram 1	1	271.571408181	271.896065234	684.6	1428.7	430.664	0.1905	882.861	1313.525	male.coda
17	Spectrogram 1	1	271.991552602	272.297112181	738.2	1434.7	484.497	0.2177	882.861	1367.358	male.coda
18	Spectrogram 1	1	272.373502076	272.793646497	726.3	1404.9	441.431	0.2721	882.861	1324.292	male.coda
19	Spectrogram 1	1	272.831841444	273.232888392	726.3	1285.9	376.831	0.2993	839.795	1216.626	male.coda
