Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	22.652215995	33.266765937	503.083	1386.153	516.797	7.9184	667.529	1184.326	Great.call
2	Spectrogram 1	1	53.696227322	63.955086878	524.490	1514.600	473.730	7.9456	667.529	1141.260	great.call
3	Spectrogram 1	1	85.705220722	95.159096772	535.194	1509.248	430.664	6.8027	667.529	1098.193	great.call
4	Spectrogram 1	1	124.081302388	135.032822169	561.954	1402.209	473.730	7.4558	667.529	1141.260	great.call
5	Spectrogram 1	1	161.906964301	172.577675882	465.619	1461.080	419.897	7.2925	667.529	1087.427	great.call
6	Spectrogram 1	1	199.447967760	209.950194422	481.675	1466.432	452.197	7.5918	667.529	1119.727	great.call
7	Spectrogram 1	1	232.780521422	243.001939885	524.490	1434.320	495.264	8.1088	667.529	1162.793	great.call
8	Spectrogram 1	1	244.847927610	245.091294716	642.233	947.294	161.499	0.0816	699.829	861.328	male.coda
9	Spectrogram 1	1	245.540587835	245.858837128	668.993	920.534	96.899	0.1361	732.129	829.028	male.coda
10	Spectrogram 1	1	246.214527514	246.439174074	470.971	674.345	107.666	0.0816	549.097	656.763	male.coda
11	Spectrogram 1	1	245.989880955	246.289409701	652.937	834.903	86.133	0.1361	699.829	785.962	male.coda
12	Spectrogram 1	1	266.739339476	276.979478485	460.267	1487.840	441.431	7.1293	667.529	1108.960	great.call
13	Spectrogram 1	1	279.090441666	279.427411505	658.289	984.757	183.032	0.1088	721.362	904.395	male.coda
14	Spectrogram 1	1	279.333808772	279.614616972	497.731	711.808	150.732	0.0816	549.097	699.829	male.coda
15	Spectrogram 1	1	279.670778611	279.951586811	519.138	904.478	247.632	0.1905	592.163	839.795	male.coda
16	Spectrogram 1	1	280.120071731	280.232395010	481.675	850.959	193.799	0.0544	570.630	764.429	male.coda
17	Spectrogram 1	1	326.149006229	337.006923277	444.211	1370.097	355.298	7.2109	656.763	1012.061	great.call
18	Spectrogram 1	1	338.946513735	339.283483575	631.529	979.405	193.799	0.1361	699.829	893.628	male.coda
19	Spectrogram 1	1	339.508130134	339.845099974	556.602	899.126	193.799	0.1088	635.229	829.028	male.coda
20	Spectrogram 1	1	362.010759040	372.007530943	444.211	1380.801	430.664	7.1293	667.529	1098.193	great.call
21	Spectrogram 1	1	373.580056860	374.122952713	449.563	1016.869	398.364	0.2177	538.330	936.694	male.coda
22	Spectrogram 1	1	374.347599272	374.759451298	668.993	941.942	129.199	0.2177	742.896	872.095	male.coda
23	Spectrogram 1	1	400.478518313	411.879331213	438.859	1637.694	452.197	7.3469	667.529	1119.727	great.call
