Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	21.176534270	31.375627474	440.500	1357.300	516.797	7.4130	602.930	1119.727	great.call
2	Spectrogram 1	1	66.171973175	74.400134672	458.400	1470.400	516.797	5.8630	602.930	1119.727	great.call
3	Spectrogram 1	1	75.624791267	76.007496453	577.400	934.600	258.398	0.1916	602.930	861.328	male.coda
4	Spectrogram 1	1	76.084037490	76.485877935	476.200	940.600	258.398	0.1509	602.930	861.328	male.coda
5	Spectrogram 1	1	76.830312602	76.945124158	660.800	1006.100	258.398	0.0813	689.062	947.461	male.coda
6	Spectrogram 1	1	95.939851480	106.425973574	482.200	1393.000	602.930	6.5945	602.930	1205.859	great.call
7	Spectrogram 1	1	108.396905281	108.741339949	583.400	1071.500	258.398	0.1683	689.062	947.461	male.coda
8	Spectrogram 1	1	108.913557282	109.257991950	708.400	1006.100	172.266	0.1800	775.195	947.461	male.coda
9	Spectrogram 1	1	109.545020839	109.774643951	720.300	988.200	172.266	0.1800	775.195	947.461	male.coda
10	Spectrogram 1	1	135.036827290	145.331596790	482.200	1476.300	516.797	7.1692	602.930	1119.727	great.call
11	Spectrogram 1	1	146.537118126	146.919823312	637.000	952.500	172.266	0.1741	689.062	861.328	male.coda
12	Spectrogram 1	1	147.015499608	147.436475313	696.500	1023.900	172.266	0.1741	775.195	947.461	male.coda
13	Spectrogram 1	1	147.513016350	147.876586277	654.800	887.000	172.266	0.1800	689.062	861.328	male.coda
14	Spectrogram 1	1	181.085944979	192.643641593	500.100	1512.100	516.797	7.8077	602.930	1119.727	great.call
15	Spectrogram 1	1	194.752703431	195.116273357	678.600	1012.000	258.398	0.1683	689.062	947.461	male.coda
16	Spectrogram 1	1	195.231084913	195.556384321	750.100	964.400	172.266	0.0871	775.195	947.461	male.coda
17	Spectrogram 1	1	195.709466395	195.958224766	672.700	893.000	172.266	0.1045	689.062	861.328	male.coda
