Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	27.935496404	42.014765352	450.408	1544.858	570.630	10.0136	624.463	1195.093	great.call
2	Spectrogram 1	1	44.702766824	45.355928786	429.361	1048.146	419.897	0.2177	506.030	925.928	male.coda
3	Spectrogram 1	1	45.573649440	46.390101891	378.848	1140.754	495.264	0.1633	527.563	1022.827	male.coda
4	Spectrogram 1	1	152.341533882	163.354570289	446.199	1591.162	549.097	8.5442	613.696	1162.793	great.call
5	Spectrogram 1	1	165.969748805	166.368903337	585.110	820.838	118.433	0.2177	635.229	753.662	male.coda
6	Spectrogram 1	1	166.459620276	166.858774808	631.414	913.445	172.266	0.1361	678.296	850.562	male.coda
7	Spectrogram 1	1	168.999694571	169.380705715	572.482	1144.963	344.531	0.1633	710.596	1055.127	male.coda
8	Spectrogram 1	1	169.725430083	170.433022208	471.455	728.230	75.366	0.1905	581.396	656.763	male.coda
9	Spectrogram 1	1	198.831737076	210.733799486	463.037	1586.953	538.330	9.2517	624.463	1162.793	great.call
10	Spectrogram 1	1	213.001722963	213.382734108	597.738	1111.288	322.998	0.1088	689.062	1012.061	male.coda
11	Spectrogram 1	1	213.582311374	213.945179130	669.298	1052.356	226.099	0.2449	699.829	925.928	male.coda
12	Spectrogram 1	1	213.745601864	214.162899784	551.434	745.068	118.433	0.2177	613.696	732.129	male.coda
13	Spectrogram 1	1	214.162899784	214.398763826	559.853	934.492	183.032	0.1361	635.229	818.262	male.coda
14	Spectrogram 1	1	214.435050601	214.725344806	555.644	930.283	204.565	0.1633	624.463	829.028	male.coda
15	Spectrogram 1	1	266.479411774	278.780628715	446.199	1658.513	559.863	8.9524	624.463	1184.326	great.call
16	Spectrogram 1	1	282.233931990	282.433509256	555.644	846.094	139.966	0.0544	656.763	796.729	male.coda
17	Spectrogram 1	1	282.633086522	283.141101381	622.995	1233.361	355.298	0.1361	721.362	1076.660	male.coda
18	Spectrogram 1	1	283.322535259	283.576542688	652.461	1157.591	322.998	0.1088	742.896	1065.894	male.coda
19	Spectrogram 1	1	375.573677598	387.221732578	454.618	1511.183	462.964	8.4354	635.229	1098.193	great.call
20	Spectrogram 1	1	390.196000567	390.558868323	614.576	1229.152	366.064	0.1633	753.662	1119.727	male.coda
21	Spectrogram 1	1	390.794732365	390.994309631	719.811	1237.570	312.231	0.0816	785.962	1098.193	male.coda
22	Spectrogram 1	1	439.081131177	451.745215875	429.361	1515.392	527.563	10.0680	624.463	1152.026	great.call
23	Spectrogram 1	1	454.654466956	454.944761161	648.251	1199.686	333.765	0.1088	753.662	1087.427	male.coda
24	Spectrogram 1	1	454.926617774	455.470919408	538.806	1115.497	279.932	0.3265	678.296	958.228	male.coda
25	Spectrogram 1	1	455.579779735	455.888217328	551.434	963.958	236.865	0.1905	656.763	893.628	male.coda
26	Spectrogram 1	1	455.997077655	456.396232187	547.225	1027.099	301.465	0.3265	613.696	915.161	male.coda
27	Spectrogram 1	1	456.541379289	456.886103658	580.900	892.398	193.799	0.2449	635.229	829.028	male.coda
28	Spectrogram 1	1	562.409401543	575.000912690	484.084	1456.461	484.497	9.7415	624.463	1108.960	great.call
29	Spectrogram 1	1	578.139718783	578.466299763	707.183	1300.712	355.298	0.1361	796.729	1152.026	male.coda
30	Spectrogram 1	1	578.593303478	578.974314622	572.482	1098.660	322.998	0.2721	656.763	979.761	male.coda
