Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	24.088055393	36.435714040	500.054	1476.350	538.330	7.9184	635.229	1173.560	great.call
2	Spectrogram 1	1	41.544253352	42.232483506	583.396	904.860	183.032	0.1361	656.763	839.795	male.coda
3	Spectrogram 1	1	42.353935886	42.758777153	625.067	1065.591	193.799	0.0544	764.429	958.228	male.coda
4	Spectrogram 1	1	186.823262773	199.049469040	500.054	1470.397	538.330	9.3605	635.229	1173.560	great.call
5	Spectrogram 1	1	257.057478738	270.970006595	464.336	1518.021	527.563	8.8435	624.463	1152.026	great.call
6	Spectrogram 1	1	273.718160245	274.061679452	654.833	887.001	118.433	0.1088	699.829	818.262	male.coda
7	Spectrogram 1	1	274.176185854	274.977730669	470.289	952.484	269.165	0.5986	624.463	893.628	\
8	Spectrogram 1	1	332.867141904	347.581214575	511.960	1577.551	538.330	11.4014	624.463	1162.793	great.call
9	Spectrogram 1	1	350.587050952	351.102329761	702.457	1006.061	118.433	0.1633	829.028	947.461	male.coda
10	Spectrogram 1	1	351.331342565	351.789368174	678.645	1041.779	226.099	0.1905	753.662	979.761	male.coda
11	Spectrogram 1	1	418.860459219	433.059253081	482.195	1541.833	538.330	10.2313	624.463	1162.793	great.call
12	Spectrogram 1	1	435.206248121	435.721526930	666.739	1309.665	301.465	0.1633	818.262	1119.727	male.coda
13	Spectrogram 1	1	435.750153531	436.294058941	529.819	1101.309	333.765	0.4082	635.229	968.994	male.coda
14	Spectrogram 1	1	500.046965194	514.675158063	488.148	1488.256	506.030	9.7415	624.463	1130.493	great.call
15	Spectrogram 1	1	517.685952204	518.000844809	720.316	1208.464	301.465	0.1633	807.495	1108.960	male.coda
16	Spectrogram 1	1	518.201231013	518.544750220	726.269	1226.323	344.531	0.2449	775.195	1119.727	male.coda
17	Spectrogram 1	1	573.046263417	585.842353853	482.195	1565.645	527.563	8.6259	635.229	1162.793	great.call
18	Spectrogram 1	1	590.479863139	590.794755745	535.772	1125.121	387.598	0.1905	635.229	1022.827	male.coda
19	Spectrogram 1	1	590.823382345	591.424540956	511.960	1071.544	204.565	0.4626	667.529	872.095	male.coda
20	Spectrogram 1	1	591.453167557	591.939819766	553.631	1047.732	269.165	0.3810	635.229	904.395	male.coda
21	Spectrogram 1	1	591.997072967	592.397845374	476.242	982.249	247.632	0.3537	613.696	861.328	male.coda
