Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	98.912803569	108.067687408	448.4	1530.7	506.030	5.8776	667.529	1173.560	great.call
2	Spectrogram 1	1	109.490726346	109.917638028	577.8	871.0	118.433	0.0816	667.529	785.962	male.coda
3	Spectrogram 1	1	110.083772740	110.684611403	608.0	1069.3	161.499	0.1905	710.596	872.095	male.coda
4	Spectrogram 1	1	110.779480666	111.222203891	612.3	1090.9	204.565	0.1905	721.362	925.928	male.coda
5	Spectrogram 1	1	140.499050514	151.250900273	370.8	1509.2	452.197	6.5306	656.763	1108.960	great.call
6	Spectrogram 1	1	153.427564527	153.712172314	629.5	948.6	150.732	0.1361	721.362	872.095	male.coda
7	Spectrogram 1	1	153.965157015	154.265576346	629.5	944.3	139.966	0.1633	721.362	861.328	male.coda
8	Spectrogram 1	1	270.872952163	281.450874941	418.3	1461.7	344.531	5.4694	667.529	1012.061	great.call
9	Spectrogram 1	1	283.126898580	283.490564086	642.5	983.1	118.433	0.1633	732.129	850.562	male.coda
10	Spectrogram 1	1	283.506375630	283.775171874	625.2	940.0	150.732	0.1633	699.829	850.562	male.coda
11	Spectrogram 1	1	283.806794961	284.075591205	569.2	741.6	53.833	0.1633	624.463	678.296	male.coda
12	Spectrogram 1	1	284.581560606	284.913603025	586.4	858.1	139.966	0.1905	678.296	818.262	male.coda
13	Spectrogram 1	1	311.976431701	322.997077704	392.4	1487.6	462.964	6.8571	678.296	1141.260	great.call
14	Spectrogram 1	1	323.681498861	324.155845174	595.0	965.9	183.032	0.2177	689.062	872.095	male.coda
15	Spectrogram 1	1	324.266525980	324.487887593	698.5	940.0	129.199	0.1633	742.896	872.095	male.coda
16	Spectrogram 1	1	324.472076049	324.756683837	620.9	754.6	96.899	0.1633	645.996	742.896	male.coda
17	Spectrogram 1	1	381.777688355	392.102626432	508.8	1418.6	398.364	6.7211	667.529	1065.894	great.call
18	Spectrogram 1	1	393.414984565	393.747026984	616.6	1108.1	247.632	0.1633	678.296	925.928	male.coda
19	Spectrogram 1	1	393.873519334	394.126504034	733.0	961.5	129.199	0.1633	764.429	893.628	male.coda
20	Spectrogram 1	1	394.142315578	394.632473434	655.4	866.7	96.899	0.2449	710.596	807.495	male.coda
21	Spectrogram 1	1	434.679672220	445.984926011	465.7	1422.9	398.364	7.1020	667.529	1065.894	great.call
22	Spectrogram 1	1	446.761753318	447.030549562	478.6	711.5	86.133	0.0544	559.863	645.996	male.coda
23	Spectrogram 1	1	447.188664999	447.283534262	573.5	797.7	86.133	0.0272	613.696	699.829	male.coda
24	Spectrogram 1	1	447.346780437	447.568142050	720.1	948.6	129.199	0.1361	753.662	882.861	male.coda
25	Spectrogram 1	1	479.075447360	490.190962626	396.7	1341.0	279.932	5.0340	667.529	947.461	great.call
26	Spectrogram 1	1	492.419988476	492.704596264	681.3	1013.3	183.032	0.1361	753.662	936.694	male.coda
27	Spectrogram 1	1	492.862711702	493.131507946	668.3	896.9	139.966	0.1905	699.829	839.795	male.coda
28	Spectrogram 1	1	493.368681102	493.700723521	659.7	1017.6	204.565	0.2177	732.129	936.694	male.coda
29	Spectrogram 1	1	493.763969696	494.760096953	616.6	849.4	64.600	0.2993	721.362	785.962	male.coda
30	Spectrogram 1	1	535.578566883	545.176173948	465.7	1405.7	333.765	6.8027	667.529	1001.294	great.call
31	Spectrogram 1	1	546.962878393	547.279109268	586.4	991.7	215.332	0.1905	678.296	893.628	male.coda
32	Spectrogram 1	1	547.437224706	547.753455581	681.3	1034.8	226.099	0.1905	753.662	979.761	male.coda
33	Spectrogram 1	1	547.864136387	548.259424982	482.9	737.3	75.366	0.2177	624.463	699.829	male.coda
34	Spectrogram 1	1	600.626909038	611.157397185	431.2	1392.7	312.231	8.0816	678.296	990.527	great.call
35	Spectrogram 1	1	612.721307180	613.069161143	746.0	1034.8	150.732	0.1633	807.495	958.228	male.coda
36	Spectrogram 1	1	613.100784230	613.417015106	720.1	827.9	86.133	0.1905	732.129	818.262	male.coda
