Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	68.202509339	81.500750806	558.475	1299.309	409.131	9.0884	667.529	1076.660	great.call
2	Spectrogram 1	1	122.870301518	136.560716326	541.379	1305.007	419.897	10.3129	667.529	1087.427	great.call
3	Spectrogram 1	1	242.690147671	256.237953991	558.475	1287.911	419.897	9.9864	667.529	1087.427	great.call
4	Spectrogram 1	1	341.714523952	356.759719392	547.077	1230.924	376.831	9.6327	667.529	1044.360	great.call
5	Spectrogram 1	1	367.063182620	367.669268692	649.654	1059.962	344.531	0.3537	667.529	1012.061	male.coda
6	Spectrogram 1	1	367.597964448	368.132746277	604.065	1065.661	322.998	0.3265	656.763	979.761	male.coda
7	Spectrogram 1	1	368.168398399	368.417963252	649.654	1008.674	193.799	0.1361	721.362	915.161	male.coda
8	Spectrogram 1	1	368.560571739	368.774484471	632.558	997.276	107.666	0.1633	689.062	796.729	male.coda
9	Spectrogram 1	1	368.881440836	369.344918421	666.751	877.603	129.199	0.1905	689.062	818.262	male.coda
10	Spectrogram 1	1	429.111099404	443.871077869	569.872	1327.802	419.897	10.0408	678.296	1098.193	great.call
11	Spectrogram 1	1	535.342278025	551.100515903	586.968	1379.091	441.431	10.4490	667.529	1108.960	great.call
12	Spectrogram 1	1	568.898805684	569.219674781	723.738	957.385	139.966	0.0816	753.662	893.628	male.coda
13	Spectrogram 1	1	569.397935391	569.647500244	649.654	1116.950	193.799	0.1905	742.896	936.694	male.coda
14	Spectrogram 1	1	569.683152366	570.039673585	581.270	1099.853	172.266	0.2993	710.596	882.861	male.coda
15	Spectrogram 1	1	570.146629950	570.538803291	621.161	1042.866	247.632	0.2177	689.062	936.694	male.coda
16	Spectrogram 1	1	570.467499048	571.216193607	621.161	906.097	150.732	0.2721	667.529	818.262	male.coda
17	Spectrogram 1	1	650.435613848	664.946027459	547.077	1361.995	419.897	10.9932	678.296	1098.193	great.call
18	Spectrogram 1	1	674.279406467	674.635927686	729.436	1031.469	139.966	0.0816	785.962	925.928	male.coda
19	Spectrogram 1	1	674.956796783	675.313318002	638.257	1048.565	247.632	0.3265	710.596	958.228	male.coda
20	Spectrogram 1	1	675.348970124	675.741143465	672.449	1082.757	258.398	0.2721	710.596	968.994	male.coda
21	Spectrogram 1	1	676.382881659	676.775055000	615.462	871.905	96.899	0.1361	689.062	785.962	male.coda
22	Spectrogram 1	1	675.848099830	676.062012562	604.065	945.988	139.966	0.1633	699.829	839.795	male.coda
23	Spectrogram 1	1	761.622570691	775.954723693	535.680	1265.116	398.364	8.8163	678.296	1076.660	great.call
24	Spectrogram 1	1	779.020806176	779.448631639	769.328	985.879	118.433	0.1361	796.729	915.161	male.coda
25	Spectrogram 1	1	779.662544370	780.126021955	604.065	968.783	215.332	0.3265	678.296	893.628	male.coda
26	Spectrogram 1	1	780.161674077	780.589499540	575.571	934.590	183.032	0.2449	678.296	861.328	male.coda
27	Spectrogram 1	1	780.660803783	781.052977124	564.174	906.097	139.966	0.2449	678.296	818.262	male.coda
28	Spectrogram 1	1	872.725405353	886.914949868	541.379	1310.706	441.431	9.8776	678.296	1119.727	great.call
29	Spectrogram 1	1	890.515814180	890.979291764	729.436	1054.264	161.499	0.1088	829.028	990.527	male.coda
30	Spectrogram 1	1	891.121900252	891.621029958	609.763	1065.661	215.332	0.4626	699.829	915.161	male.coda
31	Spectrogram 1	1	891.656682080	891.906246934	638.257	968.783	204.565	0.2177	710.596	915.161	male.coda
32	Spectrogram 1	1	892.048855421	892.441028762	638.257	945.988	150.732	0.1633	689.062	839.795	male.coda
33	Spectrogram 1	1	974.961009829	989.507075563	529.981	1305.007	419.897	8.9796	667.529	1087.427	great.call
34	Spectrogram 1	1	991.895767730	992.252288949	797.821	1059.962	150.732	0.1088	818.262	968.994	male.coda
35	Spectrogram 1	1	992.359245315	992.537505924	814.917	968.783	75.366	0.0816	839.795	915.161	male.coda
36	Spectrogram 1	1	992.537505924	993.143591996	615.462	1065.661	226.099	0.2993	678.296	904.395	male.coda
37	Spectrogram 1	1	993.143591996	993.500113215	649.654	934.590	161.499	0.2177	699.829	861.328	male.coda
40	Spectrogram 1	1	1127.673074565	1142.753922127	586.968	1248.020	376.831	9.3333	667.529	1044.360	great.call
41	Spectrogram 1	1	1145.570439757	1146.069569463	752.231	1139.744	236.865	0.2177	829.028	1065.894	male.coda
42	Spectrogram 1	1	1146.069569463	1146.640003413	598.366	980.180	258.398	0.4898	667.529	925.928	male.coda
43	Spectrogram 1	1	1146.533047048	1146.925220389	592.667	1122.648	247.632	0.3537	689.062	936.694	male.coda
44	Spectrogram 1	1	1146.996524632	1147.388697973	592.667	934.590	215.332	0.2449	689.062	904.395	male.coda
45	Spectrogram 1	1	1313.620401281	1328.309075502	524.282	1287.911	387.598	11.4830	667.529	1055.127	great.call
46	Spectrogram 1	1	1333.086459836	1333.621241664	700.943	1116.950	193.799	0.1361	807.495	1001.294	male.coda
47	Spectrogram 1	1	1333.621241664	1334.084719249	649.654	985.879	193.799	0.3265	699.829	893.628	male.coda
48	Spectrogram 1	1	1334.441240468	1334.690805321	643.956	1020.071	226.099	0.2177	732.129	958.228	male.coda
49	Spectrogram 1	1	1334.762109565	1335.082978662	626.859	957.385	193.799	0.2177	699.829	893.628	male.coda
50	Spectrogram 1	1	1335.332543515	1335.724716856	621.161	917.494	172.266	0.1905	678.296	850.562	male.coda
51	Spectrogram 1	1	1464.780999880	1478.649675298	529.981	1333.501	441.431	10.0680	678.296	1119.727	great.call
52	Spectrogram 1	1	1480.895758977	1481.394888684	746.533	1122.648	226.099	0.1088	807.495	1033.594	male.coda
53	Spectrogram 1	1	1481.466192928	1481.894018391	643.956	1048.565	226.099	0.4082	710.596	936.694	male.coda
54	Spectrogram 1	1	1481.929670512	1482.357495975	638.257	1071.360	247.632	0.2449	710.596	958.228	male.coda
