Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	12.143260730	20.751344279	625.9	1407.1	473.730	6.7483	753.662	1227.393	great.call
2	Spectrogram 1	1	23.447033601	23.854784927	756.1	1108.9	204.565	0.1633	796.729	1001.294	male.coda
3	Spectrogram 1	1	23.990702035	24.421106213	777.1	1092.1	193.799	0.2177	818.262	1012.061	male.coda
4	Spectrogram 1	1	24.715593281	25.259261716	764.5	1075.3	204.565	0.2177	796.729	1001.294	male.coda
5	Spectrogram 1	1	79.476641188	88.288600400	550.2	1453.3	355.298	5.2789	850.562	1205.859	great.call
6	Spectrogram 1	1	90.871025464	91.210818236	798.1	1146.7	215.332	0.1088	807.495	1022.827	male.coda
7	Spectrogram 1	1	91.482652453	91.845098076	798.1	1125.7	204.565	0.1905	829.028	1033.594	male.coda
8	Spectrogram 1	1	92.071626591	92.502030768	747.7	1087.9	183.032	0.1633	807.495	990.527	male.coda
9	Spectrogram 1	1	141.636880223	150.630062246	642.7	1562.5	495.264	6.3673	775.195	1270.459	great.call
10	Spectrogram 1	1	153.393710122	153.710850042	739.3	1125.7	247.632	0.1088	775.195	1022.827	male.coda
11	Spectrogram 1	1	153.801461448	154.095948516	777.1	1075.3	129.199	0.1633	829.028	958.228	male.coda
12	Spectrogram 1	1	154.141254219	154.458394139	785.5	1054.3	172.266	0.2721	796.729	968.994	male.coda
13	Spectrogram 1	1	154.481046991	154.616964100	856.9	1075.3	129.199	0.0544	872.095	1001.294	male.coda
14	Spectrogram 1	1	154.662269802	155.024715426	743.5	1100.5	215.332	0.2177	807.495	1022.827	male.coda
15	Spectrogram 1	1	215.940824456	224.866047925	630.1	1474.3	398.364	5.0068	839.795	1238.159	great.call
16	Spectrogram 1	1	228.462224986	228.824670609	743.5	1100.5	193.799	0.0816	807.495	1001.294	male.coda
17	Spectrogram 1	1	229.141810529	229.390991895	743.5	1117.3	204.565	0.1088	818.262	1022.827	male.coda
18	Spectrogram 1	1	229.390991895	229.685478963	747.7	1037.5	150.732	0.1905	818.262	968.994	male.coda
19	Spectrogram 1	1	229.730784666	230.229147398	709.9	970.3	139.966	0.1905	764.429	904.395	male.coda
20	Spectrogram 1	1	230.493578471	230.810718392	676.3	1041.7	172.266	0.1088	764.429	936.694	male.coda
21	Spectrogram 1	1	231.399692529	231.671526746	646.9	877.9	53.833	0.1361	721.362	775.195	male.coda
22	Spectrogram 1	1	368.930114537	377.311669571	579.6	1491.1	387.598	5.5510	850.562	1238.159	great.call
23	Spectrogram 1	1	379.482928681	379.777415750	785.5	1146.7	204.565	0.1361	829.028	1033.594	male.coda
24	Spectrogram 1	1	380.275778482	380.570265550	810.7	1100.5	172.266	0.1905	818.262	990.527	male.coda
25	Spectrogram 1	1	380.728835511	381.057301856	714.1	1100.5	226.099	0.2177	764.429	990.527	male.coda
