Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	6.285316423	17.367085803	412.523	1405.947	355.298	7.0748	667.529	1022.827	great.call
2	Spectrogram 1	1	19.383819453	19.559776080	648.880	940.578	161.499	0.0816	699.829	861.328	male.coda
3	Spectrogram 1	1	19.559776080	19.735732707	773.893	1125.121	183.032	0.0816	861.328	1044.360	male.coda
4	Spectrogram 1	1	19.898154209	20.047040586	773.893	934.625	118.433	0.1088	807.495	925.928	male.coda
5	Spectrogram 1	1	70.004092233	81.021684119	500.054	1375.148	376.831	7.4286	667.529	1044.360	great.call
6	Spectrogram 1	1	84.674282082	84.944984585	607.208	988.202	161.499	0.1088	689.062	850.562	male.coda
7	Spectrogram 1	1	85.188616838	85.432249091	672.692	1035.826	161.499	0.1088	753.662	915.161	male.coda
8	Spectrogram 1	1	126.048634732	137.296323746	482.195	1357.289	387.598	7.8912	678.296	1065.894	great.call
9	Spectrogram 1	1	138.883157384	139.221535513	583.396	994.155	193.799	0.1088	689.062	882.861	male.coda
10	Spectrogram 1	1	139.221535513	139.492238016	714.363	1012.014	118.433	0.0544	785.962	904.395	male.coda
11	Spectrogram 1	1	139.573448767	139.952432272	517.913	928.672	139.966	0.1633	753.662	893.628	male.coda
12	Spectrogram 1	1	140.209599650	140.385556277	660.786	910.813	129.199	0.0816	721.362	850.562	male.coda
13	Spectrogram 1	1	175.508475755	185.957592384	458.383	1398.961	355.298	7.9184	667.529	1022.827	great.call
14	Spectrogram 1	1	188.559469231	188.776031234	613.161	928.672	139.966	0.0816	689.062	829.028	male.coda
15	Spectrogram 1	1	188.884312235	189.127944488	702.457	1035.826	118.433	0.0544	796.729	915.161	male.coda
16	Spectrogram 1	1	189.168549864	189.804700747	732.222	982.249	107.666	0.3810	818.262	925.928	male.coda
17	Spectrogram 1	1	221.415392162	231.214822783	464.336	1375.148	387.598	6.8571	678.296	1065.894	great.call
18	Spectrogram 1	1	233.304159226	233.425975353	636.974	958.437	161.499	0.0816	699.829	861.328	male.coda
19	Spectrogram 1	1	233.439510478	233.642537355	803.658	1125.121	215.332	0.1088	861.328	1076.660	male.coda
20	Spectrogram 1	1	301.524931016	312.637268778	464.336	1375.148	366.064	7.7007	678.296	1044.360	great.call
21	Spectrogram 1	1	314.723198872	314.926225750	636.974	1059.638	215.332	0.1361	732.129	947.461	male.coda
22	Spectrogram 1	1	315.183393128	315.467630756	696.504	1012.014	129.199	0.1361	775.195	904.395	male.coda
23	Spectrogram 1	1	344.330692065	354.319614438	511.960	1369.195	355.298	6.7483	667.529	1022.827	great.call
24	Spectrogram 1	1	356.693188510	356.977426139	583.396	1077.497	258.398	0.1361	699.829	958.228	male.coda
25	Spectrogram 1	1	357.234593517	357.451155519	684.598	1101.309	193.799	0.1361	775.195	968.994	male.coda
26	Spectrogram 1	1	357.559436521	357.762463398	636.974	1023.920	183.032	0.0816	753.662	936.694	male.coda
27	Spectrogram 1	1	357.870744400	358.114376653	571.490	869.141	139.966	0.1088	667.529	807.495	male.coda
28	Spectrogram 1	1	396.390889117	406.718189619	452.430	1387.055	376.831	7.7823	678.296	1055.127	great.call
29	Spectrogram 1	1	409.054473789	409.243965541	648.880	940.578	183.032	0.0816	689.062	872.095	male.coda
30	Spectrogram 1	1	409.203360166	409.433457294	845.329	1071.544	150.732	0.1088	893.628	1044.360	male.coda
31	Spectrogram 1	1	409.474062669	409.839511049	744.128	1023.920	150.732	0.1905	807.495	958.228	male.coda
32	Spectrogram 1	1	444.255288847	455.245810482	452.430	1410.867	333.765	7.2381	678.296	1012.061	great.call
33	Spectrogram 1	1	457.301263675	457.666712055	601.255	1017.967	183.032	0.1088	699.829	882.861	male.coda
34	Spectrogram 1	1	457.910344308	458.153976561	714.363	1017.967	150.732	0.0816	785.962	936.694	male.coda
35	Spectrogram 1	1	458.316398063	458.573565441	666.739	1029.873	172.266	0.0816	732.129	904.395	male.coda
36	Spectrogram 1	1	458.708916692	458.911943570	648.880	922.719	139.966	0.0816	710.596	850.562	male.coda
37	Spectrogram 1	1	458.925478695	459.277391949	613.161	833.423	75.366	0.1633	678.296	753.662	male.coda
38	Spectrogram 1	1	459.751121330	460.021823834	654.833	982.249	183.032	0.1361	710.596	893.628	male.coda
39	Spectrogram 1	1	522.451356706	532.562095206	488.148	1428.726	398.364	7.2653	667.529	1065.894	great.call
40	Spectrogram 1	1	534.834110099	534.982996476	589.349	934.625	172.266	0.0544	689.062	861.328	male.coda
41	Spectrogram 1	1	534.942391100	535.199558479	821.517	1137.028	204.565	0.0816	850.562	1055.127	male.coda
42	Spectrogram 1	1	535.240163854	535.402585356	720.316	1029.873	150.732	0.0816	818.262	968.994	male.coda
