Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	19.430664711	42.906080036	576.691	1384.900	473.730	17.1156	656.763	1130.493	great.call
2	Spectrogram 1	1	88.913525888	110.723455666	568.272	1405.947	462.964	11.4558	656.763	1119.727	great.call
3	Spectrogram 1	1	183.047169646	202.398525522	538.806	1384.900	419.897	10.7755	656.763	1076.660	great.call
4	Spectrogram 1	1	203.752876020	204.149420198	547.225	972.377	193.799	0.1088	689.062	882.861	male.coda
5	Spectrogram 1	1	204.189074615	204.744236464	593.529	997.633	172.266	0.3810	699.829	872.095	male.coda
6	Spectrogram 1	1	204.823545300	205.220089478	606.157	976.586	183.032	0.2721	699.829	882.861	male.coda
7	Spectrogram 1	1	205.259743895	205.695942491	601.948	829.256	86.133	0.2721	678.296	764.429	male.coda
8	Spectrogram 1	1	205.576979238	206.171795504	585.110	745.068	96.899	0.3810	624.463	721.362	male.coda
9	Spectrogram 1	1	242.864333245	261.462255183	534.597	1431.204	387.598	11.9184	656.763	1044.360	great.call
10	Spectrogram 1	1	262.572578881	262.969123058	610.366	1035.518	269.165	0.1633	689.062	958.228	male.coda
11	Spectrogram 1	1	262.969123058	263.643248161	593.529	1031.309	215.332	0.3810	689.062	904.395	male.coda
12	Spectrogram 1	1	263.603593743	264.317373263	639.832	909.235	118.433	0.2721	699.829	818.262	male.coda
13	Spectrogram 1	1	264.079446756	264.674263023	627.204	833.466	150.732	0.4354	678.296	829.028	male.coda
14	Spectrogram 1	1	334.829189196	353.625383223	517.759	1426.995	452.197	11.7551	656.763	1108.960	great.call
15	Spectrogram 1	1	354.696052503	355.290868770	627.204	1107.078	301.465	0.1633	721.362	1022.827	male.coda
16	Spectrogram 1	1	355.409832023	356.004648290	589.319	947.120	204.565	0.3265	678.296	882.861	male.coda
17	Spectrogram 1	1	424.699264283	441.909281598	492.503	1418.576	409.131	11.9184	678.296	1087.427	great.call
18	Spectrogram 1	1	444.209237830	444.645436425	660.879	947.120	172.266	0.2177	689.062	861.328	male.coda
19	Spectrogram 1	1	444.724745261	445.200598274	614.576	993.424	129.199	0.2721	721.362	850.562	male.coda
20	Spectrogram 1	1	445.121289438	445.716105705	580.900	926.073	161.499	0.4898	656.763	818.262	male.coda
21	Spectrogram 1	1	445.597142452	446.231613136	606.157	968.167	150.732	0.3537	689.062	839.795	male.coda
22	Spectrogram 1	1	499.354083925	517.476152850	492.503	1376.481	527.563	12.3810	667.529	1195.093	great.call
23	Spectrogram 1	1	518.903711890	519.458873739	681.927	1043.937	193.799	0.1088	753.662	947.461	male.coda
24	Spectrogram 1	1	519.300256068	519.855417916	635.623	871.351	161.499	0.1633	667.529	829.028	male.coda
25	Spectrogram 1	1	574.751099315	594.935197964	484.084	1393.319	355.298	11.1020	656.763	1012.061	great.call
