Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	88.326369090	101.771520187	518.584	1310.706	462.964	9.3878	645.996	1108.960	great.call
2	Spectrogram 1	1	110.322275522	110.700780622	706.642	974.482	129.199	0.1088	764.429	893.628	male.coda
3	Spectrogram 1	1	110.923430681	111.301935781	626.859	1128.347	215.332	0.2177	710.596	925.928	male.coda
4	Spectrogram 1	1	111.324200787	111.591380858	621.161	1134.046	204.565	0.2177	732.129	936.694	male.coda
5	Spectrogram 1	1	112.103475993	112.259331034	666.751	963.084	172.266	0.0816	721.362	893.628	male.coda
6	Spectrogram 1	1	111.903090940	111.992150964	621.161	1128.347	64.600	0.0544	753.662	818.262	male.coda
7	Spectrogram 1	1	274.318752416	287.766815972	512.885	1344.898	462.964	10.3673	656.763	1119.727	great.call
8	Spectrogram 1	1	290.305026644	290.817121779	621.161	911.796	118.433	0.1088	699.829	818.262	male.coda
9	Spectrogram 1	1	291.885842062	292.286612168	678.148	1094.155	150.732	0.0544	785.962	936.694	male.coda
10	Spectrogram 1	1	292.509262227	293.021357362	695.244	1282.213	258.398	0.0816	807.495	1065.894	male.coda
11	Spectrogram 1	1	417.014153210	430.462216767	535.680	1259.418	419.897	8.9524	656.763	1076.660	great.call
12	Spectrogram 1	1	578.448039487	592.630848238	581.270	1356.296	430.664	10.6939	667.529	1098.193	great.call
