Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	36.909310808	50.729042619	489.527	1457.939	549.097	9.2245	635.229	1184.326	Great.call
2	Spectrogram 1	1	87.630583527	100.115699493	452.280	1537.753	559.863	9.3605	624.463	1184.326	great.call
3	Spectrogram 1	1	102.305207403	102.735728644	590.625	1016.301	161.499	0.0816	710.596	872.095	male.coda
4	Spectrogram 1	1	103.015567450	103.596771124	590.625	1021.622	183.032	0.0544	710.596	893.628	male.coda
5	Spectrogram 1	1	140.495795992	154.659944794	478.885	1489.865	549.097	10.3946	624.463	1173.560	great.call
6	Spectrogram 1	1	156.317451569	156.661868561	665.118	1016.301	183.032	0.1905	764.429	947.461	male.coda
7	Spectrogram 1	1	156.898655243	157.372228607	622.551	1074.831	226.099	0.1361	710.596	936.694	male.coda
8	Spectrogram 1	1	158.039536530	158.190218964	649.155	904.561	150.732	0.0816	699.829	850.562	male.coda
9	Spectrogram 1	1	245.667102838	259.206995842	500.169	1511.149	516.797	10.0136	635.229	1152.026	great.call
10	Spectrogram 1	1	261.738404704	262.190452006	622.551	1165.287	279.932	0.1905	764.429	1044.360	male.coda
11	Spectrogram 1	1	262.384186564	262.728603556	675.760	1112.078	290.698	0.1633	753.662	1044.360	male.coda
12	Spectrogram 1	1	262.879285990	263.029968424	611.909	1175.929	215.332	0.1361	796.729	1012.061	male.coda
13	Spectrogram 1	1	263.051494486	263.438963603	670.439	1032.264	215.332	0.2721	764.429	979.761	male.coda
14	Spectrogram 1	1	263.546593913	263.912536967	542.736	830.068	183.032	0.2177	602.930	785.962	male.coda
15	Spectrogram 1	1	315.144284760	326.423941253	473.564	1426.014	506.030	7.8367	635.229	1141.260	great.call
16	Spectrogram 1	1	329.480642058	329.803532988	622.551	1165.287	344.531	0.1905	721.362	1065.894	male.coda
17	Spectrogram 1	1	329.889637236	330.298632414	643.834	1298.311	355.298	0.1905	796.729	1152.026	male.coda
18	Spectrogram 1	1	330.621523344	331.116622771	681.081	1261.064	355.298	0.1905	785.962	1141.260	male.coda
19	Spectrogram 1	1	380.811633470	393.275223374	494.848	1388.767	527.563	9.4966	624.463	1152.026	great.call
20	Spectrogram 1	1	396.030559311	396.439554489	728.970	1170.608	226.099	0.1361	818.262	1044.360	male.coda
21	Spectrogram 1	1	396.654815109	396.977706039	760.895	1112.078	215.332	0.2177	775.195	990.527	male.coda
22	Spectrogram 1	1	397.042284225	397.365175155	500.169	1149.324	344.531	0.1633	624.463	968.994	male.coda
23	Spectrogram 1	1	459.972468452	473.770674200	457.601	1452.618	538.330	9.8503	624.463	1162.793	great.call
24	Spectrogram 1	1	476.689552178	477.098547356	681.081	1159.966	215.332	0.1361	796.729	1012.061	male.coda
25	Spectrogram 1	1	477.378386162	477.895011651	681.081	1223.818	301.465	0.1088	796.729	1098.193	male.coda
26	Spectrogram 1	1	536.125245637	549.277669525	462.922	1537.753	495.264	9.2517	635.229	1130.493	great.call
27	Spectrogram 1	1	552.016231718	552.274544462	611.909	856.672	118.433	0.0816	678.296	796.729	male.coda
28	Spectrogram 1	1	552.554383268	552.726591764	702.365	1213.176	226.099	0.0544	850.562	1076.660	male.coda
29	Spectrogram 1	1	552.963378446	553.350847562	633.193	1101.436	366.064	0.2721	667.529	1033.594	male.coda
30	Spectrogram 1	1	622.916649773	636.327386405	457.601	1511.149	506.030	9.1429	635.229	1141.260	great.call
31	Spectrogram 1	1	638.436940482	638.910513846	649.155	1213.176	301.465	0.2177	775.195	1076.660	male.coda
32	Spectrogram 1	1	639.117108010	639.547629251	638.514	1213.176	344.531	0.1633	764.429	1108.960	male.coda
33	Spectrogram 1	1	639.676785623	640.150358987	702.365	1239.780	355.298	0.1905	775.195	1130.493	male.coda
34	Spectrogram 1	1	640.688510537	641.140557839	681.081	1239.780	312.231	0.1905	796.729	1108.960	male.coda
35	Spectrogram 1	1	731.311274309	743.495025406	420.355	1500.507	506.030	8.7891	635.229	1141.260	great.call
36	Spectrogram 1	1	745.969683606	746.421730908	697.044	1144.003	193.799	0.1905	829.028	1022.827	male.coda
