Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	20.172475418	33.415159514	457.907	2078.195	710.596	8.4082	645.996	1356.592	great.call
2	Spectrogram 1	1	73.004685268	85.202875971	440.296	1761.182	527.563	7.4558	645.996	1173.560	great.call
3	Spectrogram 1	1	116.250667579	129.120318320	457.907	2042.971	656.763	9.2517	624.463	1281.226	great.call
4	Spectrogram 1	1	175.173709121	187.595719836	405.072	1954.912	753.662	8.7891	645.996	1399.658	great.call
5	Spectrogram 1	1	217.039468404	229.200355771	457.907	2148.642	796.729	9.7959	635.229	1431.958	great.call
6	Spectrogram 1	1	231.515651564	232.112504932	669.249	951.038	53.833	0.1633	785.962	839.795	male.coda
7	Spectrogram 1	1	232.299021609	232.709358300	581.190	792.532	75.366	0.1905	656.763	732.129	male.coda
8	Spectrogram 1	1	265.556532991	278.500790403	501.937	1787.600	807.495	9.3605	635.229	1442.725	great.call
9	Spectrogram 1	1	279.738247189	280.297797221	739.696	959.844	43.066	0.0544	785.962	829.028	male.coda
10	Spectrogram 1	1	280.484313899	281.155773937	739.696	986.262	53.833	0.2177	807.495	861.328	male.coda
11	Spectrogram 1	1	281.267683944	281.808582308	695.667	995.068	53.833	0.0816	775.195	829.028	male.coda
12	Spectrogram 1	1	325.801687756	338.556099250	510.743	1858.047	753.662	9.5782	645.996	1399.658	great.call
13	Spectrogram 1	1	339.792446666	340.407951702	730.891	1109.545	86.133	0.1361	850.562	936.694	male.coda
14	Spectrogram 1	1	340.706378386	341.209973415	713.279	1021.486	118.433	0.1361	785.962	904.395	male.coda
15	Spectrogram 1	1	392.412398188	405.207442258	484.325	1708.347	689.062	8.8163	645.996	1335.059	great.call
16	Spectrogram 1	1	406.313227381	406.928732416	678.055	995.068	53.833	0.1905	775.195	829.028	male.coda
17	Spectrogram 1	1	407.096597426	407.562889119	713.279	942.232	53.833	0.1088	796.729	850.562	male.coda
18	Spectrogram 1	1	442.673572747	454.834460114	519.549	1629.093	753.662	9.3605	635.229	1388.892	great.call
19	Spectrogram 1	1	456.331930878	456.779570904	730.891	995.068	86.133	0.1361	796.729	882.861	male.coda
20	Spectrogram 1	1	457.581592617	457.935974304	686.861	1074.321	139.966	0.0816	818.262	958.228	male.coda
21	Spectrogram 1	1	504.813431278	517.216790326	501.937	1752.376	645.996	8.3537	635.229	1281.226	great.call
22	Spectrogram 1	1	518.269949551	518.680286241	730.891	1056.709	86.133	0.0816	850.562	936.694	male.coda
23	Spectrogram 1	1	518.773544580	519.109274599	669.249	951.038	43.066	0.0544	785.962	829.028	male.coda
24	Spectrogram 1	1	562.148925875	574.757453268	501.937	1708.347	689.062	8.8163	667.529	1356.592	great.call
25	Spectrogram 1	1	575.979586626	576.315316646	730.891	1003.874	53.833	0.0816	829.028	882.861	male.coda
26	Spectrogram 1	1	576.464529988	576.856215010	783.726	1030.292	64.600	0.1633	850.562	915.161	male.coda
27	Spectrogram 1	1	624.755075477	637.177086193	510.743	1822.823	645.996	7.8639	635.229	1281.226	great.call
28	Spectrogram 1	1	638.209374633	638.526452985	704.473	871.785	64.600	0.1361	764.429	829.028	male.coda
29	Spectrogram 1	1	638.657014659	639.011396346	748.502	1012.680	75.366	0.1905	839.795	915.161	male.coda
30	Spectrogram 1	1	639.291171362	639.738811388	713.279	1039.097	96.899	0.1905	818.262	915.161	male.coda
31	Spectrogram 1	1	688.144595371	701.294021128	466.713	1761.182	667.529	9.1973	645.996	1313.525	great.call
32	Spectrogram 1	1	703.537558602	704.059805299	730.891	959.844	43.066	0.1633	818.262	861.328	male.coda
33	Spectrogram 1	1	704.190366973	704.693962002	774.920	1065.515	53.833	0.1905	861.328	915.161	male.coda
34	Spectrogram 1	1	705.048343689	705.514635382	748.502	1030.292	118.433	0.2449	796.729	915.161	male.coda
35	Spectrogram 1	1	758.948602935	772.153983696	475.519	1664.317	721.362	9.6599	635.229	1356.592	great.call
36	Spectrogram 1	1	772.962452124	773.354137146	730.891	1030.292	64.600	0.1633	829.028	893.628	male.coda
37	Spectrogram 1	1	773.596608827	773.988293849	739.696	1083.127	107.666	0.1905	850.562	958.228	male.coda
38	Spectrogram 1	1	774.230765530	774.547843882	695.667	1047.903	107.666	0.1361	775.195	882.861	male.coda
