Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
14	Spectrogram 1	1	165.299921696	165.568913106	684.6	964.4	118.433	0.1905	796.729	915.161	male.coda
3	Spectrogram 1	1	17.084514088	17.727104678	666.7	994.2	118.433	0.2449	796.729	915.161	male.coda
13	Spectrogram 1	1	164.776882844	165.120594090	797.7	1012.0	86.133	0.1905	872.095	958.228	male.coda
10	Spectrogram 1	1	117.000045915	117.448364932	654.8	1035.8	172.266	0.2993	807.495	979.761	male.coda
26	Spectrogram 1	1	342.358260117	342.851411035	684.6	1047.7	96.899	0.1905	872.095	968.994	male.coda
41	Spectrogram 1	1	596.205015171	596.593558318	714.4	1053.7	183.032	0.1905	818.262	1001.294	male.coda
34	Spectrogram 1	1	490.928562030	491.466544849	714.4	1107.3	150.732	0.2177	893.628	1044.360	male.coda
22	Spectrogram 1	1	285.168806308	285.676901193	690.6	1107.3	172.266	0.2449	818.262	990.527	male.coda
18	Spectrogram 1	1	229.053236012	229.486611061	678.6	1113.2	139.966	0.1905	872.095	1012.061	male.coda
46	Spectrogram 1	1	650.990471717	651.483622635	702.5	1119.2	236.865	0.2993	818.262	1055.127	male.coda
25	Spectrogram 1	1	341.820277298	342.223764412	696.5	1125.1	172.266	0.2449	872.095	1044.360	male.coda
7	Spectrogram 1	1	70.039485487	70.398140700	720.3	1125.1	226.099	0.1633	829.028	1055.127	male.coda
42	Spectrogram 1	1	596.683222122	597.206260974	654.8	1131.1	204.565	0.2449	850.562	1055.127	male.coda
6	Spectrogram 1	1	69.621054405	69.979709618	714.4	1131.1	226.099	0.2177	829.028	1055.127	male.coda
45	Spectrogram 1	1	650.467432865	650.870919979	702.5	1143.0	247.632	0.2721	839.795	1087.427	male.coda
38	Spectrogram 1	1	542.956805791	543.494788610	714.4	1160.8	193.799	0.1633	872.095	1065.894	male.coda
33	Spectrogram 1	1	490.450355079	490.853842194	785.8	1160.8	193.799	0.2177	904.395	1098.193	male.coda
29	Spectrogram 1	1	427.264709846	427.877412501	720.3	1172.7	150.732	0.2721	872.095	1022.827	male.coda
21	Spectrogram 1	1	284.600935554	285.094086472	791.8	1178.7	215.332	0.3265	925.928	1141.260	male.coda
37	Spectrogram 1	1	542.463654873	542.777478185	785.8	1208.5	172.266	0.2177	968.994	1141.260	male.coda
12	Spectrogram 1	1	164.522835401	164.761938877	785.8	1250.1	312.231	0.1633	872.095	1184.326	male.coda
30	Spectrogram 1	1	428.071684075	428.400451354	756.0	1321.6	366.064	0.1633	882.861	1248.926	male.coda
16	Spectrogram 1	1	228.231317816	228.440533357	720.3	1387.1	441.431	0.1361	839.795	1281.226	male.coda
27	Spectrogram 1	1	416.071678409	425.650761388	625.1	1428.7	452.197	7.3469	742.896	1195.093	great.call
9	Spectrogram 1	1	116.536782932	116.955214014	702.5	1428.7	409.131	0.1633	882.861	1291.992	male.coda
19	Spectrogram 1	1	272.884966267	282.882480327	625.1	1440.6	430.664	7.0476	732.129	1162.793	great.call
11	Spectrogram 1	1	153.867786784	163.252598189	613.2	1440.6	462.964	7.3469	742.896	1205.859	great.call
1	Spectrogram 1	1	4.214198752	15.003743075	565.5	1440.6	495.264	8.2449	742.896	1238.159	great.call
35	Spectrogram 1	1	530.290064633	540.975001185	595.3	1446.6	484.497	7.8095	742.896	1227.393	great.call
17	Spectrogram 1	1	228.649748898	228.903796340	767.9	1446.6	452.197	0.1361	893.628	1345.825	male.coda
23	Spectrogram 1	1	330.207135995	340.010378482	571.5	1458.5	473.730	7.3197	732.129	1205.859	great.call
8	Spectrogram 1	1	105.717350675	115.505649195	625.1	1464.4	398.364	7.6463	742.896	1141.260	great.call
2	Spectrogram 1	1	16.636195072	17.024738219	762.0	1464.4	527.563	0.1633	893.628	1421.191	male.coda
39	Spectrogram 1	1	584.578608685	594.262299434	601.3	1470.4	484.497	7.5918	732.129	1216.626	great.call
4	Spectrogram 1	1	58.682070410	68.156545619	589.3	1470.4	484.497	7.7007	732.129	1216.626	great.call
15	Spectrogram 1	1	216.281987418	226.458829086	589.3	1476.3	473.730	7.5918	742.896	1216.626	great.call
36	Spectrogram 1	1	542.075111726	542.388935037	738.2	1488.3	506.030	0.1905	872.095	1378.125	male.coda
31	Spectrogram 1	1	478.271021806	488.432919506	589.3	1500.2	441.431	8.4898	753.662	1195.093	great.call
43	Spectrogram 1	1	638.213379756	648.838540439	613.2	1512.1	430.664	8.1905	732.129	1162.793	great.call
20	Spectrogram 1	1	284.167661507	284.481484818	732.2	1529.9	549.097	0.1633	872.095	1421.191	male.coda
28	Spectrogram 1	1	426.861222732	427.234821912	767.9	1565.6	581.396	0.1905	872.095	1453.491	male.coda
40	Spectrogram 1	1	595.786584089	596.085463433	756.0	1571.6	559.863	0.1088	882.861	1442.725	male.coda
24	Spectrogram 1	1	341.446678118	341.730613495	773.9	1577.6	570.630	0.1905	872.095	1442.725	male.coda
5	Spectrogram 1	1	69.247455225	69.531390602	726.3	1583.5	484.497	0.1361	839.795	1324.292	male.coda
44	Spectrogram 1	1	650.063945750	650.347881127	720.3	1619.2	624.463	0.1361	893.628	1518.091	male.coda
32	Spectrogram 1	1	490.106643833	490.360691276	714.4	1637.1	667.529	0.1633	839.795	1507.324	male.coda
