Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call type
1	Spectrogram 1	1	11.564235968	23.426593862	521.969	1515.392	495.264	8.8163	732.129	1227.393	great.call
2	Spectrogram 1	1	49.883914690	60.776115886	433.571	1549.068	570.630	7.5102	732.129	1302.759	great.call
3	Spectrogram 1	1	153.908244019	165.038826722	521.969	1519.602	495.264	8.2721	742.896	1238.159	great.call
5	Spectrogram 1	1	166.542463925	167.055901018	677.717	1275.455	322.998	0.1633	861.328	1184.326	male.coda
6	Spectrogram 1	1	167.110912135	167.514326994	761.906	976.586	64.600	0.1088	850.562	915.161	male.coda
7	Spectrogram 1	1	201.635521693	212.821115514	551.434	1561.696	495.264	7.2381	742.896	1238.159	great.call
8	Spectrogram 1	1	213.371226686	213.903000818	698.764	1376.481	387.598	0.1361	850.562	1238.159	male.coda
9	Spectrogram 1	1	213.958011935	214.489786068	745.068	1157.591	161.499	0.1361	893.628	1055.127	male.coda
10	Spectrogram 1	1	214.581471263	215.003223161	732.440	1014.471	139.966	0.0816	818.262	958.228	male.coda
11	Spectrogram 1	1	238.930032892	249.638863697	547.225	1494.345	538.330	7.0204	742.896	1281.226	great.call
12	Spectrogram 1	1	250.280660064	250.684074923	702.974	1359.644	333.765	0.1905	829.028	1162.793	male.coda
13	Spectrogram 1	1	250.720749001	251.509241680	690.345	1153.382	183.032	0.2721	861.328	1044.360	male.coda
14	Spectrogram 1	1	275.234343981	285.613108084	606.157	1506.974	495.264	7.0748	742.896	1238.159	great.call
15	Spectrogram 1	1	286.163219256	286.566634115	753.487	1586.953	624.463	0.1633	850.562	1475.024	male.coda
16	Spectrogram 1	1	286.584971154	287.061734169	715.602	1073.403	161.499	0.2993	861.328	1022.827	male.coda
17	Spectrogram 1	1	287.135082325	287.666856458	656.670	926.073	86.133	0.2449	785.962	872.095	male.coda
18	Spectrogram 1	1	315.528492204	325.247122901	589.319	1494.345	549.097	7.3741	732.129	1281.226	great.call
19	Spectrogram 1	1	326.347345244	326.714086025	770.324	1637.466	689.062	0.1633	850.562	1539.624	male.coda
20	Spectrogram 1	1	326.787434181	327.172512001	728.230	1119.707	204.565	0.1905	818.262	1022.827	male.coda
21	Spectrogram 1	1	327.209186079	328.052689875	686.136	1052.356	161.499	0.2449	807.495	968.994	male.coda
23	Spectrogram 1	1	357.256243352	366.534785112	572.482	1515.392	473.730	5.7959	732.129	1205.859	great.call
24	Spectrogram 1	1	367.341614830	367.763366728	732.440	1591.162	484.497	0.1088	925.928	1410.425	male.coda
25	Spectrogram 1	1	367.873388963	368.680218681	799.790	1220.733	215.332	0.2177	936.694	1152.026	male.coda
26	Spectrogram 1	1	394.983458294	404.977144576	538.806	1456.461	516.797	7.4286	732.129	1248.926	great.call
27	Spectrogram 1	1	405.875659490	406.205726192	761.906	1645.885	570.630	0.1088	979.761	1550.391	male.coda
28	Spectrogram 1	1	406.242400271	406.829185520	724.021	1090.241	96.899	0.2721	915.161	1012.061	male.coda
29	Spectrogram 1	1	406.847522559	407.654352277	669.298	1064.984	107.666	0.2177	839.795	947.461	male.coda
30	Spectrogram 1	1	438.885932187	449.411392602	568.272	1485.926	473.730	7.5646	742.896	1216.626	great.call
31	Spectrogram 1	1	450.346581593	450.823344609	732.440	1582.743	559.863	0.1088	904.395	1464.258	male.coda
32	Spectrogram 1	1	450.878355726	451.428466897	694.555	1132.335	193.799	0.2721	850.562	1044.360	male.coda
33	Spectrogram 1	1	451.483478015	451.795207678	694.555	1073.403	193.799	0.0816	807.495	1001.294	male.coda
34	Spectrogram 1	1	525.356773609	535.122351286	652.461	1469.089	473.730	7.2109	742.896	1216.626	great.call
35	Spectrogram 1	1	536.039203239	536.515966254	795.581	1342.806	430.664	0.1905	850.562	1281.226	male.coda
36	Spectrogram 1	1	536.515966254	537.102751504	799.790	1111.288	139.966	0.3537	904.395	1044.360	male.coda
37	Spectrogram 1	1	562.538518944	571.687199467	631.414	1481.717	506.030	6.5850	732.129	1238.159	great.call
38	Spectrogram 1	1	573.337532981	573.850970075	850.304	1170.220	215.332	0.3265	904.395	1119.727	male.coda
39	Spectrogram 1	1	573.979329348	574.712810910	782.953	938.701	64.600	0.4626	839.795	904.395	male.coda
